Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BANCO DO BRASIL S.A.;0;BB;49906;80329;b1;1;1;BRASILIA;DF;12/2017;10.036.549;365.804.846;130.243.925;545.158.530;-34.453.515;510.705.015;0;0;0;0;0;186.787.998;75.986.846;48.205.490;1.327.770.668;0;1.327.770.668
CAIXA ECONOMICA FEDERAL;360305;;;80738;b1;1;6;BRASILIA;DF;12/2017;11.451.832;144.232.795;187.138.437;695.150.457;-36.915.441;658.235.016;0;0;0;0;0;83.065.918;163.803.286;13.551.513;1.261.478.797;0;1.261.478.797
ITAÚ UNIBANCO S.A.;60701190;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;12/2017;7.849.827;312.157.761;250.734.238;220.137.641;-21.087.380;199.050.261;1.171;12.522;10.869;-1.257;23.306;84.508.343;101.402.109;132.728.084;1.088.453.928;10.869;1.088.443.059
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;12/2017;13.606.488;213.762.701;279.469.393;249.232.228;-26.495.908;222.736.320;19;6.769;6.494;-287;12.995;95.041.264;72.480.762;164.003.849;1.061.113.771;6.494;1.061.107.277
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;81847;b4;1;4;RIO DE JANEIRO;RJ;12/2017;447;108.937.126;98.226.345;306.001.102;-11.437.574;294.563.528;0;0;0;0;0;23.348.274;242.264.093;94.116.234;861.456.046;0;861.456.046
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER;30379;80185;b1;3;8;SAO PAULO;SP;12/2017;7.558.131;84.145.211;171.983.515;152.530.374;-14.495.947;138.034.427;1;25.957;25.957;-1;51.913;150.024.198;71.111.936;67.695.119;690.604.451;25.957;690.578.494
ITAÚ UNIBANCO HOLDING S.A.;60872504;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;12/2017;24.893;48.999.041;20.999.899;0;0;0;0;0;0;0;0;5.321.673;21.515;83.303.865;158.670.886;0;158.670.886
BANCO SAFRA S.A.;58160789;SAFRA;10083;80109;b1;2;8;SAO PAULO;SP;12/2017;392.852;34.992.712;39.170.498;32.298.535;-2.218.753;30.079.782;0;0;0;0;0;11.052.334;4.457.880;8.276.017;128.422.074;0;128.422.074
BANCO BTG PACTUAL S.A.;30306294;BTG PACTUAL;49944;80336;b1;2;8;RIO DE JANEIRO;RJ;12/2017;18.495;31.693.304;40.479.229;7.672.847;-639.354;7.033.493;0;0;0;0;0;34.047.129;1.759.820;11.556.686;126.588.157;0;126.588.157
BANCO ITAUCARD S.A.;17192451;ITAU;10069;80099;b2;2;8;SAO PAULO;SP;12/2017;445.866;3.675.212;9.755.392;22.608.836;-4.176.923;18.431.913;6.768;2.718.111;1.882.427;-25.532;4.581.774;54.412.000;490.522;10.155.264;101.947.943;1.882.427;100.065.516
