Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BANCO DO BRASIL S.A.;0;BB;49906;;b1;1;1;BRASILIA;DF;09/2010;685.501.429;293.204.295;637.242.329;524.941.908;48.259.100;2.624.763;5.011;1.681
ITAÚ UNIBANCO S.A.;60701190;ITAU;10069;;b1;2;8;SAO PAULO;SP;09/2010;681.317.217;115.244.735;636.516.768;558.912.118;44.800.449;998.916;3.606;885
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;;b1;2;8;OSASCO;SP;09/2010;610.285.496;157.350.637;564.171.833;493.019.280;46.113.663;2.526.904;3.486;1.233
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;;b4;1;4;RIO DE JANEIRO;RJ;09/2010;483.302.594;171.156.944;450.579.118;296.465.654;32.723.476;1.906.697;4;0
CAIXA ECONOMICA FEDERAL;360305;;;;b1;1;6;BRASILIA;DF;09/2010;401.027.942;165.076.049;384.677.001;335.349.396;16.350.941;748.703;2.103;535
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER;30379;;b1;3;8;SAO PAULO;SP;09/2010;374.303.742;115.752.140;308.375.648;243.144.832;65.928.094;1.014.852;2.314;1.493
BANCO ITAÚ BBA S.A.;17298092;ITAU;10069;;b1;2;8;SAO PAULO;SP;09/2010;146.119.641;41.716.877;138.922.176;123.969.020;7.197.465;462.918;8;0
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;;b1;3;8;CURITIBA;PR;09/2010;132.884.056;41.271.751;125.531.007;91.116.030;7.353.049;226.240;877;402
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM;51011;;b1;2;8;SAO PAULO;SP;09/2010;118.827.442;17.700.440;110.552.712;75.575.690;8.274.730;265.732;25;0
BFB LEASING S.A. ARRENDAMENTO MERCANTIL;43425008;ITAU;10069;;n1;2;19;SAO PAULO;SP;09/2010;96.837.419;9.494.158;67.599.089;53.595.273;29.238.330;654.297;1;0
