Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BANCO DO BRASIL S.A.;0;BB;49906;80329;b1;1;1;BRASILIA;DF;12/2017;1.327.770.668;595.585.987;1.240.239.889;1.055.762.822;87.530.780;5.863.390;4.824;1.282
CAIXA ECONOMICA FEDERAL;360305;;;80738;b1;1;6;BRASILIA;DF;12/2017;1.261.478.797;706.275.523;1.227.070.947;1.055.750.880;34.407.851;8.387.663;3.405;806
ITAÚ UNIBANCO S.A.;60701190;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;12/2017;1.088.443.059;225.528.983;1.026.803.544;903.917.552;61.639.515;8.399.849;3.340;1.041
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;12/2017;1.061.107.277;271.487.094;950.649.801;838.179.891;110.457.476;6.675.585;4.745;1.439
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;81847;b4;1;4;RIO DE JANEIRO;RJ;12/2017;861.456.046;306.014.785;798.619.739;477.635.964;62.836.307;4.838.496;4;0
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER;30379;80185;b1;3;8;SAO PAULO;SP;12/2017;690.578.494;197.248.217;627.258.734;488.912.213;63.319.760;4.287.682;2.656;1.217
ITAÚ UNIBANCO HOLDING S.A.;60872504;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;12/2017;158.670.886;0;30.162.947;22.956.657;128.507.940;10.365.350;1;0
BANCO SAFRA S.A.;58160789;SAFRA;10083;80109;b1;2;8;SAO PAULO;SP;12/2017;128.422.074;39.807.589;118.653.526;110.291.031;9.768.548;1.067.823;108;5
BANCO BTG PACTUAL S.A.;30306294;BTG PACTUAL;49944;80336;b1;2;8;RIO DE JANEIRO;RJ;12/2017;126.588.157;8.150.564;108.118.930;55.389.197;18.469.227;1.069.275;7;0
BANCO ITAUCARD S.A.;17192451;ITAU;10069;80099;b2;2;8;SAO PAULO;SP;12/2017;100.065.516;64.935.565;91.516.134;39.984.785;8.549.382;1.261.474;1;0
CIELO S.A.;1027058;;;84710;n4;2;41;BARUERI;SP;12/2017;88.620.636;0;78.469.770;7.911.225;10.150.866;2.024.085;0;0
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM;51011;80484;b1;2;8;SAO PAULO;SP;12/2017;87.340.479;10.701.193;78.472.930;69.188.299;8.867.549;309.664;8;0
DIBENS LEASING S.A. ARRENDAMENTO MERCANTIL;65654303;ITAU;10069;80099;n1;2;19;SAO PAULO;SP;12/2017;80.045.047;0;75.214.214;74.897.225;4.830.833;423.105;1;0
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL;30173;80154;b1;1;8;PORTO ALEGRE;RS;12/2017;72.786.765;31.257.542;65.755.016;57.541.801;7.031.749;736.831;537;152
BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;47509120;BRADESCO;10045;80075;n1;2;19;OSASCO;SP;12/2017;69.406.662;2.188.237;66.023.190;63.667.020;3.383.472;198.268;1;0
REDECARD S.A.;1425787;;;80099;n4;2;41;SAO PAULO;SP;12/2017;64.275.532;0;48.663.379;203;15.612.153;537.823;0;0
BANCO CITIBANK S.A.;33479023;CITIBANK;30403;80192;b1;3;8;SAO PAULO;SP;12/2017;59.827.751;10.766.440;54.845.755;37.680.230;4.981.995;129.877;126;22
BANCO DO NORDESTE DO BRASIL S.A.;7237373;;;81593;b1;1;8;FORTALEZA;CE;12/2017;54.046.937;10.958.079;50.504.900;17.091.176;3.542.037;383.704;315;2
BANCO BRADESCO CARTÕES S.A.;59438325;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;12/2017;51.828.072;24.781.763;48.120.245;27.079.711;3.707.828;561.261;2;1
BANCO BRADESCO FINANCIAMENTOS S.A.;7207996;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;12/2017;44.352.876;30.040.485;34.075.921;30.899.413;10.276.955;672.900;2;0
BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB;2038232;BANCOOB;51750;80879;b1;2;11;BRASILIA;DF;12/2017;43.674.023;5.773.031;42.114.869;36.987.619;1.559.154;74.161;3;0
BANCO COOPERATIVO SICREDI S.A.;1181521;;;80745;b1;2;11;PORTO ALEGRE;RS;12/2017;41.243.917;8.655.746;40.033.449;38.048.528;1.210.469;34.545;5;0
BV FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1149953;VOTORANTIM;51011;80484;n1;2;14;SAO PAULO;SP;12/2017;40.280.280;35.592.182;39.672.084;25.537.697;608.196;316.850;69;0
SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;47193149;SANTANDER;30379;80185;n1;3;19;SAO PAULO;SP;12/2017;39.592.777;1.888.444;33.767.206;31.379.028;5.825.572;307.172;1;0
AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;7707650;SANTANDER;30379;80185;n1;3;14;SAO PAULO;SP;12/2017;38.423.746;32.238.106;36.877.616;33.819.673;1.546.130;344.986;1;0
BANCO BNP PARIBAS BRASIL S.A.;1522368;BNP PARIBAS;51516;80673;b1;3;8;SAO PAULO;SP;12/2017;36.686.149;6.209.929;34.554.016;19.858.984;2.132.133;242.712;4;0
BANCO J.P. MORGAN S.A.;33172537;JP MORGAN CHASE;20107;80116;b1;3;8;SAO PAULO;SP;12/2017;36.020.309;1.095.786;31.729.254;23.088.328;4.291.054;97.627;5;1
