Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BANCO DO BRASIL S.A.;0;BB;49906;80329;b1;1;1;BRASILIA;DF;09/2014;1.256.808.617;592.886.356;1.186.062.716;980.814.943;70.745.901;2.722.146;5.490;1.528
CAIXA ECONOMICA FEDERAL;360305;;;80738;b1;1;6;BRASILIA;DF;09/2014;1.018.864.588;576.423.587;990.342.653;877.917.087;28.521.935;1.897.979;3.368;783
ITAÚ UNIBANCO S.A.;60701190;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;09/2014;998.526.639;227.662.619;949.303.089;845.106.199;49.223.550;1.814.843;3.844;948
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;09/2014;918.423.156;234.649.817;839.181.040;768.748.043;79.242.116;3.874.606;4.651;1.281
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;81847;b4;1;4;RIO DE JANEIRO;RJ;09/2014;823.501.811;309.884.695;782.279.971;533.714.716;41.221.840;1.927.963;4;0
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER;30379;80185;b1;3;8;SAO PAULO;SP;09/2014;534.162.077;167.943.239;475.844.555;375.242.733;58.317.522;537.196;2.622;1.185
BANCO ITAUCARD S.A.;17192451;ITAU;10069;80099;b2;2;8;SAO PAULO;SP;09/2014;147.069.379;76.645.243;128.700.665;82.207.197;18.368.714;1.579.080;1;0
DIBENS LEASING S.A. ARRENDAMENTO MERCANTIL;65654303;ITAU;10069;80099;n1;2;19;SAO PAULO;SP;09/2014;145.228.324;3.338;142.321.911;141.494.469;2.906.413;681.769;1;0
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;80525;b1;3;8;CURITIBA;PR;09/2014;143.290.517;53.841.083;133.312.568;105.234.102;9.977.949;-404.465;853;438
BANCO SAFRA S.A.;58160789;SAFRA;10083;80109;b1;2;8;SAO PAULO;SP;09/2014;130.368.620;35.872.503;121.906.582;105.319.889;8.462.038;447.168;106;6
BANCO BTG PACTUAL S.A.;30306294;BTG PACTUAL;49944;80336;b1;2;8;RIO DE JANEIRO;RJ;09/2014;101.237.703;12.256.694;87.016.875;67.028.060;14.220.828;803.740;9;0
ITAÚ UNIBANCO HOLDING S.A.;60872504;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;09/2014;98.595.439;0;1.325.486;0;97.269.954;4.845.406;1;0
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM;51011;80484;b1;2;8;SAO PAULO;SP;09/2014;96.515.189;13.955.936;88.832.234;54.626.865;7.682.954;135.112;14;0
BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;47509120;BRADESCO;10045;80075;n1;2;19;OSASCO;SP;09/2014;85.739.077;4.410.395;82.816.278;78.581.351;2.922.799;170.765;1;0
BANCO BRADESCO CARTÕES S.A.;59438325;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;09/2014;77.474.697;17.442.261;35.878.486;22.438.558;41.596.211;976.938;2;0
BANCO BRADESCO BERJ S.A.;33147315;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;09/2014;77.126.793;1.636.566;23.330.424;21.387.871;53.796.369;950.285;2;0
BANCO BRADESCO FINANCIAMENTOS S.A.;7207996;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;09/2014;72.193.262;37.724.027;48.017.734;43.334.541;24.175.527;1.715.156;2;0
BANCO CITIBANK S.A.;33479023;CITIBANK;30403;80192;b1;3;8;SAO PAULO;SP;09/2014;59.837.099;15.966.741;55.081.362;33.255.759;4.755.738;-193.557;126;19
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL;30173;80154;b1;1;8;PORTO ALEGRE;RS;09/2014;58.500.758;29.789.746;53.082.107;45.398.141;5.418.651;215.342;524;210
SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;47193149;SANTANDER;30379;80185;n1;3;19;SAO PAULO;SP;09/2014;55.680.705;2.286.817;50.406.282;47.618.223;5.274.423;135.035;1;0
BB-LEASING S/A ARRENDAMENTO MERCANTIL;31546476;BB;49906;80329;n1;1;19;BRASILIA;DF;09/2014;48.647.286;547.458;44.786.777;44.092.157;3.860.509;61.022;1;0
BV FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1149953;VOTORANTIM;51011;80484;n1;2;14;SAO PAULO;SP;09/2014;47.851.347;35.335.357;46.923.783;27.790.955;927.565;108.403;93;0
BANCO ITAULEASING S.A.;49925225;ITAU;10069;80099;b2;2;8;SAO PAULO;SP;09/2014;40.796.750;171.822;1.010.689;170.696;39.786.061;662.818;1;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;;;81593;b1;1;8;FORTALEZA;CE;09/2014;38.060.615;12.339.936;34.660.601;18.011.945;3.400.014;103.039;283;4
BANCO ITAÚ BMG CONSIGNADO S.A.;33885724;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;09/2014;37.893.152;21.795.831;36.545.629;36.230.613;1.347.523;79.918;1;0
BANCO J.P. MORGAN S.A.;33172537;JP MORGAN CHASE;20107;80116;b1;3;8;SAO PAULO;SP;09/2014;33.129.578;1.530.485;29.727.883;15.550.705;3.401.695;5.584;5;0
