Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BANCO DO BRASIL S.A.;0;BB;49906;80329;b1;1;1;BRASILIA;DF;03/2015;11.428.010;334.207.682;141.762.255;571.690.060;-25.362.576;546.327.484;0;0;0;0;0;176.295.115;65.088.272;48.301.992;1.323.410.810;0;1.323.410.810
CAIXA ECONOMICA FEDERAL;360305;;;80738;b1;1;6;BRASILIA;DF;03/2015;13.019.618;105.580.542;173.047.252;617.183.913;-28.058.672;589.125.241;0;0;0;0;0;58.784.517;126.410.624;12.453.373;1.078.421.169;0;1.078.421.169
ITAÚ UNIBANCO S.A.;60701190;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;03/2015;7.875.835;280.645.709;291.846.496;229.007.767;-15.755.680;213.252.087;7.282;415.762;319.672;-14.926;727.790;90.314.496;57.332.243;106.281.310;1.048.275.966;319.672;1.047.956.295
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;03/2015;11.254.473;276.983.974;174.632.562;231.643.541;-16.436.033;215.207.509;578;117.183;114.990;-1.596;231.155;74.312.952;49.089.370;156.296.466;958.008.461;114.990;957.893.471
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;81847;b4;1;4;RIO DE JANEIRO;RJ;03/2015;4.264;3.435.306;103.618.506;353.045.475;-2.610.688;350.434.787;0;0;0;0;0;27.039.140;331.992.109;75.889.300;892.413.411;0;892.413.411
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER;30379;80185;b1;3;8;SAO PAULO;SP;03/2015;3.828.523;70.117.110;159.850.641;147.664.234;-10.779.829;136.884.405;6;30.097;30.048;-24;60.128;154.047.016;35.719.473;67.507.021;628.014.317;30.048;627.984.269
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;80525;b1;3;8;CURITIBA;PR;03/2015;2.743.030;29.983.041;41.316.128;45.327.810;-2.616.145;42.711.665;5.830;243.859;176.059;-55.387;370.360;41.355.541;13.640.058;6.059.390;178.179.213;176.059;178.003.154
DIBENS LEASING S.A. ARRENDAMENTO MERCANTIL;65654303;ITAU;10069;80099;n1;2;19;SAO PAULO;SP;03/2015;131;147.749.494;1.035.217;0;0;0;21;592;97;-38;673;339.638;0;1.679.750;150.804.903;97;150.804.805
BANCO SAFRA S.A.;58160789;SAFRA;10083;80109;b1;2;8;SAO PAULO;SP;03/2015;168.754;42.646.037;52.516.880;27.096.634;-1.707.820;25.388.815;11.274;79.729;90.878;-106;181.775;9.069.417;794.459;6.366.017;137.132.154;90.878;137.041.276
BANCO BTG PACTUAL S.A.;30306294;BTG PACTUAL;49944;80336;b1;2;8;RIO DE JANEIRO;RJ;03/2015;13.343;36.664.204;31.773.614;9.266.162;-595.157;8.671.005;0;0;0;0;0;21.271.054;1.016.625;24.034.210;123.444.056;0;123.444.056
BANCO ITAUCARD S.A.;17192451;ITAU;10069;80099;b2;2;8;SAO PAULO;SP;03/2015;465.585;10.225.593;8.336.634;34.785.668;-5.286.126;29.499.542;87.200;10.243.645;6.193.656;-207.733;16.316.769;45.853.738;3.249.294;15.280.660;129.227.815;6.193.656;123.034.159
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM;51011;80484;b1;2;8;SAO PAULO;SP;03/2015;30.638;36.310.671;50.105.505;13.202.115;-870.661;12.331.454;0;0;0;0;0;4.755.165;167.712;3.947.238;107.648.384;0;107.648.384
ITAÚ UNIBANCO HOLDING S.A.;60872504;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;03/2015;22.964;31.174.355;3.973;0;0;0;0;0;0;0;0;3.041.367;4.465;70.207.928;104.455.053;0;104.455.053
BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;47509120;BRADESCO;10045;80075;n1;2;19;OSASCO;SP;03/2015;6.115;53.406.256;23.081.704;0;0;0;68.135;6.531.792;2.867.603;-225.419;9.242.112;940.721;29.731;188.578;86.895.217;2.867.603;84.027.613
BANCO BRADESCO BERJ S.A.;33147315;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;03/2015;55;45.615.717;28.813.124;1.530.130;-7.651;1.522.480;0;0;0;0;0;2.121.479;4.503;340.808;78.418.166;0;78.418.166
BANCO BRADESCO CARTÕES S.A.;59438325;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;03/2015;151.772;215.323;67.251;4.586.516;-1.967.948;2.618.568;0;0;0;0;0;16.603.078;63.115;58.112.830;77.831.938;0;77.831.938
BANCO CITIBANK S.A.;33479023;CITIBANK;30403;80192;b1;3;8;SAO PAULO;SP;03/2015;470.947;20.356.353;16.119.902;12.249.408;-876.084;11.373.324;0;0;0;0;0;18.785.145;3.063.677;1.464.240;71.633.588;0;71.633.588
BANCO BRADESCO FINANCIAMENTOS S.A.;7207996;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;03/2015;182;25.608.242;73.493;35.994.801;-1.059.410;34.935.391;1.420;695.867;553.919;-10.869;1.240.336;5.738.399;2.086.607;470.586;70.153.236;553.919;69.599.317
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL;30173;80154;b1;1;8;PORTO ALEGRE;RS;03/2015;673.724;0;19.106.483;28.988.292;-1.753.618;27.234.674;235;136.027;64.196;-7.690;192.769;5.035.670;7.513.443;1.100.956;60.857.718;64.196;60.793.521
SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;47193149;SANTANDER;30379;80185;n1;3;19;SAO PAULO;SP;03/2015;8.945;42.025.515;12.072.646;0;0;0;13.708;3.212.317;1.158.196;-45.046;4.339.176;2.188.890;4.216;200.794;60.840.182;1.158.196;59.681.986
BB-LEASING S/A ARRENDAMENTO MERCANTIL;31546476;BB;49906;80329;n1;1;19;BRASILIA;DF;03/2015;301;3.337.057;46.610.520;0;0;0;1.428;819.559;301.290;-24.879;1.097.398;574.058;2.384;1.209;51.622.928;301.290;51.321.638
BV FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1149953;VOTORANTIM;51011;80484;n1;2;14;SAO PAULO;SP;03/2015;14.113;0;8.082.565;35.053.412;-2.151.263;32.902.150;0;0;0;0;0;5.500.821;614.670;129.184;47.243.503;0;47.243.503
BANCO ITAÚ BMG CONSIGNADO S.A.;33885724;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;03/2015;2;11.053.439;0;29.645.856;-693.857;28.951.999;0;0;0;0;0;3.196.784;3.515.259;253.679;46.971.163;0;46.971.163
BANCO SOCIETE GENERALE BRASIL S.A.;61533584;SOCIETE GENERALE;31859;80264;b1;3;8;SAO PAULO;SP;03/2015;867;3.721.055;3.694.854;177.248;-13.702;163.545;0;0;0;0;0;32.505.406;711;340.690;40.427.129;0;40.427.129
BANCO DO NORDESTE DO BRASIL S.A.;7237373;;;81593;b1;1;8;FORTALEZA;CE;03/2015;220.701;8.806.555;14.470.781;13.025.568;-973.976;12.051.592;0;0;0;0;0;3.136.563;494.294;229.497;39.409.982;0;39.409.982
BANCO J.P. MORGAN S.A.;33172537;JP MORGAN CHASE;20107;80116;b1;3;8;SAO PAULO;SP;03/2015;250.139;9.627.364;11.923.945;982.596;-6.202;976.395;0;0;0;0;0;14.520.053;59.810;956.115;38.313.822;0;38.313.822
BANCO BNP PARIBAS BRASIL S.A.;1522368;BNP PARIBAS;51516;80673;b1;3;8;SAO PAULO;SP;03/2015;58.316;10.668.302;7.919.812;1.192.366;-2.286;1.190.080;0;110.019;0;0;110.019;18.057.629;138.012;36.883;38.179.053;0;38.179.053
