Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BANCO DO BRASIL S.A.;0;BB;49906;;b1;1;1;BRASILIA;DF;06/2001;136.155.821;39.775.837;127.963.520;103.897.316;8.192.301;304.046;3.056;1.533
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;;b4;1;4;RIO DE JANEIRO;RJ;06/2001;108.985.222;31.740.612;97.196.284;37.439.640;11.788.938;219.129;5;0
CAIXA ECONOMICA FEDERAL;360305;;;;b1;1;6;BRASILIA;DF;06/2001;95.793.097;31.373.047;91.603.169;81.396.607;4.189.928;-4.393.613;1.695;292
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;;b1;2;8;SAO GONCALO;RJ;06/2001;75.191.569;31.732.940;66.043.522;55.822.239;9.148.048;1.042.101;2.226;344
BANCO ITAU S.A.;60701190;ITAU;10069;;b1;2;8;SAO PAULO;SP;06/2001;59.803.136;17.875.527;52.061.868;43.102.899;7.741.268;1.384.205;1.294;645
UNIBANCO-UNIAO DE BANCOS BRASILEIROS S.A.;33700394;UNIBANCO;10100;;b1;2;8;SAO PAULO;SP;06/2001;42.125.600;16.139.241;36.337.799;31.714.886;5.787.800;430.700;795;418
BANCO DO ESTADO DE SAO PAULO S.A. - BANESPA;61411633;SANTANDER BANESPA;30379;;b1;3;8;SAO PAULO;SP;06/2001;29.835.745;5.402.667;27.562.836;14.762.108;2.272.909;235.509;576;722
BANCO ABN AMRO S.A.;33066408;ABN AMRO;10076;;b1;3;8;SAO PAULO;SP;06/2001;29.537.525;11.567.909;24.590.278;14.870.567;4.947.247;238.409;684;538
BANCO SAFRA S.A.;58160789;SAFRA;10083;;b1;2;8;SAO PAULO;SP;06/2001;24.842.721;6.838.771;23.108.864;19.724.016;1.733.856;170.432;75;9
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;;b1;3;8;CURITIBA;PR;06/2001;24.389.135;7.080.675;23.409.197;16.898.681;979.938;93.661;986;599
BANCO SANTANDER BRASIL S.A.;61472676;SANTANDER BANESPA;30379;;b1;3;8;SAO PAULO;SP;06/2001;21.271.790;3.833.399;19.907.270;14.484.461;1.364.519;60.056;221;98
BANCO NOSSA CAIXA S.A.;43073394;;;;b1;1;8;SAO PAULO;SP;06/2001;20.402.325;2.586.205;19.189.199;17.140.342;1.213.126;128.473;496;286
BANKBOSTON BANCO MULTIPLO S.A.;60394079;BANKBOSTON;30300;;b1;3;8;SAO PAULO;SP;06/2001;18.419.111;3.765.603;17.276.339;14.148.225;1.142.771;260.244;58;10
BANCO DE CREDITO NACIONAL S.A.;60898723;BRADESCO;10045;;b1;2;8;SAO GONCALO;RJ;06/2001;18.270.298;6.451.523;17.107.909;14.929.127;1.162.390;137.413;204;64
BANCO SUDAMERIS BRASIL S.A.;60942638;SUDAMERIS;31330;;b1;3;8;SAO PAULO;SP;06/2001;17.803.089;6.432.463;16.964.695;14.137.252;838.394;48.775;282;72
BANCO CITIBANK S.A.;33479023;CITIBANK;30403;;b1;3;8;SAO PAULO;SP;06/2001;17.422.694;6.566.606;16.295.117;9.231.017;1.127.578;83.133;52;4
BANKBOSTON, N.A.;33140666;BANKBOSTON;30300;;b1;3;28;SAO PAULO;SP;06/2001;13.465.476;4.586.694;12.989.970;6.246.797;475.506;161.554;1;0
BANCO BBA-CREDITANSTALT S.A.;31516198;BBA-CREDITANSTALT;50012;;b1;2;8;SAO PAULO;SP;06/2001;11.338.842;2.846.511;10.219.571;6.944.865;1.119.271;90.417;5;0
CITIBANK N.A.;33042953;CITIBANK;30403;;b1;3;28;SAO PAULO;SP;06/2001;9.800.726;3.310.601;9.200.459;5.962.562;600.267;183.313;1;0
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM;51011;;b1;2;8;SAO PAULO;SP;06/2001;9.645.431;520.745;9.003.340;7.000.788;642.091;80.677;3;0
BANCO BILBAO VIZCAYA ARGENTARIA BRASIL S.A.;33870163;BILBAO VIZCAYA;50452;;b1;3;8;SALVADOR;BA;06/2001;9.472.748;3.616.185;8.723.511;6.599.404;749.237;13.699;435;37
BANCO DO NORDESTE DO BRASIL S.A.;7237373;;;;b1;1;8;FORTALEZA;CE;06/2001;8.684.660;6.863.138;7.660.974;6.881.331;1.023.687;8.674;174;4
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL;30173;;b1;1;8;PORTO ALEGRE;RS;06/2001;8.599.396;3.062.326;8.028.883;7.088.630;570.513;41.393;359;221
LLOYDS BANK PLC;61383170;LLOYDS;20121;;b1;3;28;SAO PAULO;SP;06/2001;8.010.170;897.368;7.660.633;3.921.863;349.537;34.530;6;0
BANCO MERCANTIL-FINASA S.A. - SAO PAULO;61065421;MERCANTIL SP;20145;;b1;2;8;SAO PAULO;SP;06/2001;7.020.786;3.070.843;5.976.888;5.420.563;1.043.898;50.051;221;72
CIA ITAULEASING DE ARRENDAMENTO MERCANTIL;49925225;ITAU;10069;;n1;2;19;SAO PAULO;SP;06/2001;6.423.279;1.270.059;5.205.654;3.378.906;1.217.625;61.005;2;0
DEUTSCHE BANK S.A.BANCO ALEMAO;62331228;DEUTSCHE;51183;;b1;3;8;SAO PAULO;SP;06/2001;6.034.172;563.116;5.618.077;1.645.359;416.095;18.285;3;0
BANCO SANTANDER S.A.;33517640;SANTANDER BANESPA;30379;;b1;3;8;SAO PAULO;SP;06/2001;6.002.031;538.511;3.537.754;3.213.151;2.464.277;-7.373.768;1;0
BANCO J.P. MORGAN S.A.;33172537;CHASE;20107;;b1;3;8;SAO PAULO;SP;06/2001;5.699.272;123.187;5.098.451;2.839.876;600.821;-10.185;3;1
BANCO DE INVEST CREDIT SUISSE FIRST BOSTON GARANTIA S.A.;33987793;CSFB GARANTIA;30771;;b2;3;13;SAO PAULO;SP;06/2001;5.697.028;451.524;5.346.468;4.165.953;350.560;22.701;2;0
BANCO BANESTADO S.A.;76492172;ITAU;10069;;b1;2;8;SAO PAULO;SP;06/2001;5.398.724;1.633.187;4.912.114;3.417.040;486.610;48.656;353;167
BANCO SANTOS S.A.;58257619;SANTOS;50177;;b1;2;8;SAO PAULO;SP;06/2001;5.261.720;1.230.504;4.969.524;4.819.013;292.196;16.334;4;1
BANCO BOAVISTA INTERATLANTICO S.A.;33485541;BRADESCO;10045;;b1;2;8;SAO GONCALO;RJ;06/2001;4.947.021;121.495;1.425.735;98.737;3.521.286;70.289;1;1
BANCO BANEB S.A.;15142490;BRADESCO;10045;;b1;2;8;SAO GONCALO;RJ;06/2001;4.620.707;500.935;3.250.933;2.967.564;1.369.774;61.956;173;95
