Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
ITAU;10069;b1;S1;C;2;SAO PAULO;SP;12/2018;37.007.793;298.300.214;271.343.963;452.666.174;-31.020.910;421.645.264;6.953.976;1.642.257;1.043.791;-272.083;9.367.941;239.028.073;113.243.942;103.918.802;1.493.855.991;1.043.791;1.492.812.201
BB;49906;b1;S1;C;1;BRASILIA;DF;12/2018;13.611.585;415.091.595;146.525.171;581.796.156;-32.778.037;549.018.119;105.078;222.505;93.869;-10.254;411.199;188.883.622;69.989.270;34.736.186;1.418.266.746;93.869;1.418.172.877
CAIXA ECONOMICA FEDERAL;360305;b1;S1;I;1;BRASILIA;DF;12/2018;9.272.424;174.659.802;199.067.484;684.005.589;-36.444.704;647.560.884;0;0;0;0;0;81.676.883;139.347.673;13.064.425;1.264.649.576;0;1.264.649.576
BRADESCO;10045;b1;S1;C;2;OSASCO;SP;12/2018;19.468.109;103.929.665;352.755.053;342.200.035;-32.867.500;309.332.535;35.699;3.542.750;1.488.587;-128.565;4.938.472;163.515.179;96.008.460;84.396.240;1.134.343.713;1.488.587;1.132.855.126
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;S2;I;1;RIO DE JANEIRO;RJ;12/2018;482;79.486.467;107.530.411;296.594.352;-21.803.930;274.790.422;0;0;0;0;0;26.125.946;211.799.288;106.829.690;806.562.705;0;806.562.705
SANTANDER;30379;b1;S1;C;3;SAO PAULO;SP;12/2018;11.538.870;57.312.385;182.940.886;244.954.688;-17.195.038;227.759.650;20.145;4.602.318;2.051.422;-70.276;6.603.609;204.515.701;82.627.200;16.305.333;789.603.634;2.051.422;787.552.212
SAFRA;10083;b1;S2;C;2;SAO PAULO;SP;12/2018;792.478;44.240.704;34.077.397;58.684.948;-2.527.100;56.157.848;12.274;1.445.727;623.269;-18.019;2.063.252;13.233.723;12.381.976;5.119.206;168.066.583;623.269;167.443.313
BTG PACTUAL;49944;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2018;746.043;48.664.808;49.457.715;19.201.861;-636.812;18.565.049;0;0;0;0;0;34.984.911;1.890.093;11.179.260;165.487.880;0;165.487.880
VOTORANTIM;51011;b1;S2;C;2;SAO PAULO;SP;12/2018;201.874;12.997.078;30.385.744;45.258.105;-2.847.761;42.410.344;651;191.551;485;-599;192.088;12.713.430;668.604;2.251.235;101.820.396;485;101.819.911
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;12/2018;36.880;0;7.261.906;0;0;0;0;0;0;0;0;2.883.089;61.672.206;9.903.385;81.757.466;0;81.757.466
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;12/2018;886.013;4.593.001;20.051.344;30.777.601;-2.483.006;28.294.595;162;78.271;46.401;-2.826;122.007;6.996.215;13.507.838;2.638.328;77.089.340;46.401;77.042.940
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;12/2018;3.406.169;15.197.851;27.708.993;7.254.581;-84.953;7.169.628;519;58.297;5.574;-326;64.064;18.055.481;2.830.911;285.924;74.719.020;5.574;74.713.446
REDECARD S.A.;1425787;n4;;I;2;SAO PAULO;SP;12/2018;38.544;0;10.959.106;0;0;0;0;0;0;0;0;666.294;55.850.854;1.109.053;68.623.850;0;68.623.850
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;12/2018;133.428;7.779.984;36.373.343;9.659.747;-616.930;9.042.816;0;0;0;0;0;4.506.748;599.640;193.002;58.628.963;0;58.628.963
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;12/2018;8.187;17.053.764;12.201.051;4.155.057;-51.918;4.103.139;0;0;0;0;0;3.824.841;12.623.537;206.501;50.021.018;0;50.021.018
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;12/2018;44.577;21.629.692;16.849.256;1.179.248;-968;1.178.280;0;0;0;0;0;10.186.214;5.654;105.575;49.999.248;0;49.999.248
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;12/2018;65.865;13.790.102;4.090.114;10.262.967;-1.184;10.261.783;0;0;0;0;0;2.278.249;16.293.410;200.663;46.980.187;0;46.980.187
