Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;12/2018;684.564.499;331.053.744;84.382.298;110.395.794;27.740.136;130.484.748;507.778;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;12/2018;630.208.603;277.206.687;90.887.036;78.127.245;32.161.759;113.641.555;312.959;37.871.362
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2018;554.859.269;211.047.081;26.132.759;42.630.279;10.302.033;46.704.328;687.893;217.354.895
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;12/2018;463.031.453;205.182.837;30.630.624;53.536.804;17.964.545;56.472.279;607.693;98.636.671
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;12/2018;304.159.608;175.864.546;20.511.111;30.100.778;9.372.130;43.875.841;276.996;24.158.206
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;12/2018;296.606.737;166.829.945;33.918.337;41.252.845;4.792.226;28.287.269;21.526.115;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;12/2018;69.260.629;36.047.096;4.513.453;6.929.091;1.449.755;11.800.269;7.600;8.513.365
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;12/2018;50.271.837;27.131.545;4.053.057;6.077.558;1.796.787;9.658.398;15.025;1.539.466
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;12/2018;33.342.998;3.655.380;476.706;1.085.289;503.975;27.472.257;21.338;128.053
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;12/2018;21.145.832;8.889.469;8.737.428;1.667.971;296.776;1.554.188;0;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;12/2018;20.277.331;9.367.907;2.145.293;4.207.918;1.394.636;3.144.274;17.302;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;12/2018;19.586.427;5.564.991;3.027.230;816.680;117.394;1.021.837;126.739;8.911.556
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;12/2018;18.216.597;9.746.953;2.016.071;2.546.762;965.981;2.529.023;3.589;408.219
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;12/2018;17.109.347;10.878.957;709.024;2.375.098;594.480;2.528.558;23.230;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;12/2018;14.323.553;6.709.818;1.397.098;2.444.072;860.675;2.910.283;1.607;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;12/2018;13.578.611;255.716;356.286;11.898;3.563;12.949.504;1.643;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;12/2018;12.978.938;6.901.778;1.039.012;865.368;89.996;2.146.180;1;1.936.603
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;12/2018;12.351.494;10.090.559;405.217;459.219;165.181;1.139.889;91.429;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;12/2018;10.579.107;4.404.892;1.117.738;2.009.738;894.446;2.150.780;1.512;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;12/2018;10.543.329;2.252.224;32.775;8.035.673;77.154;143.497;2.005;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;12/2018;10.498.467;128.597;3.227.095;26.812;106.607;7.006.187;3.169;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;12/2018;9.628.891;5.643.032;520.944;1.151.005;173.689;2.140.037;183;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;12/2018;9.033.615;2.935.523;373.380;587.683;178.590;904.131;457;4.053.852
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;12/2018;8.953.216;2.216.051;2.495.194;620.696;277.772;3.331.259;12.244;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;12/2018;8.794.868;4.453.640;765.931;1.731.823;634.881;903.596;6.033;298.963
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;12/2018;8.547.534;278.539;8.103.523;70.924;65.254;27.450;1.844;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;12/2018;7.690.216;4.930.351;691.832;1.081.798;257.978;693.723;34.535;0
JOHN DEERE;50.071;b1;C;3;S4;199;INDAIATUBA;SP;12/2018;7.558.766;1.221.850;3.509.327;549.782;420.969;1.850.941;5.898;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;12/2018;7.463.835;3.132.663;968.010;243.584;585.369;2.523.424;10.786;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;12/2018;7.296.444;4.140.902;1.190.284;461.767;60.305;1.442.279;908;0
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;;41;SAO PAULO;SP;12/2018;7.050.101;3.600.102;533.416;1.415.090;175.710;1.319.057;6.725;0
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;12/2018;6.656.941;5.146.883;343.941;599.134;84.417;467.825;14.742;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;12/2018;6.169.272;2.314.242;887.002;1.400.035;551.925;1.014.870;1.198;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;12/2018;5.973.309;3.021.068;1.498.596;666.988;189.099;558.397;2.007;37.154
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;12/2018;5.648.144;4.637.649;146.151;495.117;86.328;241.751;6.379;34.769
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;12/2018;5.413.650;2.783.052;525.199;795.666;280.325;1.029.407;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;12/2018;5.395.263;1.918.408;1.068.553;260.849;126.899;2.019.319;1.236;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;12/2018;5.193.284;4.939.869;55.276;148.086;6.560;43.495;0;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S4;8;BELEM;PA;12/2018;4.237.605;12.287;7.817;22.263;4.189.765;5.091;381;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;12/2018;4.152.411;1.544.351;384.808;1.283.418;382.195;414.834;142.806;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;12/2018;4.109.360;3.943.686;21.057;79.938;51.790;11.170;1.720;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;12/2018;3.698.667;1.115.736;573.339;1.149.471;518.845;340.499;779;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;12/2018;3.584.272;1.877.593;537.955;192.308;22.558;304.202;0;649.656
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;12/2018;3.548.120;3.411.496;72.713;36.486;0;27.424;0;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;12/2018;3.460.096;2.866.833;64.779;115.891;0;88.608;0;323.985
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;12/2018;3.431.536;1.700.479;389.383;293.177;42.995;345.580;26;659.896
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;12/2018;3.388.290;816.726;91.480;62.143;20.989;2.395.895;1.058;0
INTER;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;12/2018;3.344.969;2.098.562;359.711;451.287;55.989;370.739;8.680;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;12/2018;3.337.503;1.280.121;334.517;433.958;127.315;1.161.593;0;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;12/2018;3.207.242;2.195.677;184.707;284.401;99.997;442.421;40;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;12/2018;3.060.313;1.931.818;218.470;282.829;40.272;448.284;13;138.627
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;12/2018;2.978.839;765.773;868.252;548.432;715.610;80.691;81;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;12/2018;2.864.167;2.811.428;45.381;536;2.867;3.900;56;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;12/2018;2.718.739;1.879.766;177.070;70.331;9.504;494.567;87.502;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;12/2018;2.640.359;15.607;2.788;11.644;4.802;2.604.281;1.237;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;12/2018;2.566.237;957.830;210.749;198.366;138.155;1.061.138;0;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;12/2018;2.478.363;1.269.867;175.402;253.374;84.511;680.990;14.219;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;12/2018;2.350.156;5.185;2.134;2.339.069;354;818;2.596;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;12/2018;2.314.952;1.463.408;211.767;133.773;251.265;165.254;143;89.341
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;12/2018;2.256.058;64.761;7.977;83;277;2.182.960;0;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;12/2018;2.248.068;2.052.119;4.492;16.004;15.725;159.729;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;12/2018;2.230.155;2.192.195;12.601;18;12.937;12.392;13;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;12/2018;2.208.691;1.123.048;152.549;491.082;164.756;275.655;1.600;0
