Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2001;27.585.165;7.550.050;25.967.745;17.994.016;1.617.419;141.102;1.731.884;12,96%;59,60%;1.009;607
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2001;27.531.713;11.958.860;24.717.680;14.881.981;2.814.032;405.935;2.814.032;12,29%;5,95%;85;4
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;09/2001;21.856.658;2.752.877;20.733.965;18.673.985;1.122.693;-60.584;1.122.693;18,36%;26,28%;496;298
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;09/2001;19.561.052;8.080.451;18.292.064;14.193.436;1.268.988;38.733;1.829.167;15,92%;28,24%;289;73
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;09/2001;16.938.211;6.529.269;15.645.589;12.232.125;1.292.623;52.297;1.292.623;10,00%;27,39%;13;0
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2001;13.653.355;1.404.940;12.837.220;9.311.772;816.136;47.310;816.136;14,22%;1,50%;7;0
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;09/2001;12.762.767;4.834.729;11.961.206;9.227.700;801.561;6.692;801.561;11,48%;66,58%;462;39
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;09/2001;10.919.462;2.795.369;10.244.127;4.773.356;675.335;36.943;675.335;12,96%;13,41%;13;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;09/2001;9.047.624;6.527.930;8.017.846;7.136.694;1.029.778;5.983;1.029.778;10,54%;14,72%;174;4
MERCANTIL SP;20145;b1;;C;2;SAO PAULO;SP;09/2001;8.852.884;4.175.693;7.698.794;7.075.697;1.154.090;29.465;1.154.090;11,70%;51,16%;232;75
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2001;8.811.594;3.186.544;8.198.586;7.225.435;613.008;33.878;613.008;17,75%;24,28%;357;221
CHASE;20107;b1;;C;3;SAO PAULO;SP;09/2001;7.805.154;97.221;6.725.612;2.620.267;1.079.542;87.835;1.079.542;15,52%;8,11%;16;1
BANK OF AMERICA;50146;b1;;C;3;SAO PAULO;SP;09/2001;6.763.445;111.930;6.010.805;3.110.874;752.640;75.584;752.640;28,31%;6,22%;6;0
CSFB GARANTIA;30771;b1;;C;3;SAO PAULO;SP;09/2001;6.412.790;490.115;6.021.773;4.096.458;391.017;40.457;530.518;18,10%;8,93%;8;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;09/2001;5.903.190;636.392;5.313.588;1.790.517;589.602;118.436;800.911;19,67%;8,84%;7;0
BANCO SANTOS S.A.;58257619;b1;;I;2;SAO PAULO;SP;09/2001;5.511.694;1.470.113;5.212.286;5.089.668;299.408;10.372;299.408;14,15%;65,18%;4;1
ALFA;51293;b1;;C;2;SAO PAULO;SP;09/2001;5.116.039;3.108.873;4.268.482;3.698.178;847.557;17.787;847.557;21,05%;20,06%;34;0
EUROPEU;32078;b1;;C;3;SAO PAULO;SP;09/2001;4.218.593;549.733;3.946.617;2.378.895;271.976;55.320;271.976;15,46%;1,97%;4;0
FIAT;30692;b2;;I;3;SAO PAULO;SP;09/2001;4.208.122;3.385.560;3.404.807;2.772.740;803.314;38.229;803.314;16,65%;34,68%;17;0
PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;3.770.483;76.406;3.270.491;1.466.035;499.992;12.022;499.992;16,22%;9,17%;5;0
RURAL;31244;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;3.721.893;2.348.353;3.268.201;2.687.588;453.691;43.089;453.691;11,91%;28,59%;63;25
DRESDNER;51059;b1;;C;3;SAO PAULO;SP;09/2001;3.708.621;1.289.763;3.425.103;2.385.541;283.518;25.410;283.518;12,61%;10,25%;7;0
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;09/2001;3.505.785;1.772.971;3.173.241;2.564.638;332.545;5.739;332.545;10,62%;45,17%;5;0
FIBRA;49951;b1;;C;2;SAO PAULO;SP;09/2001;3.504.611;472.721;3.123.617;2.937.950;380.993;28.348;380.993;16,46%;51,15%;3;0
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;09/2001;3.201.020;2.644.411;2.796.331;2.188.588;404.690;16.204;404.690;12,83%;17,45%;11;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;09/2001;3.099.791;1.663.901;2.697.426;2.373.760;402.365;3.766;402.365;13,84%;41,39%;211;7
BNL;30513;b1;;C;3;SAO PAULO;SP;09/2001;2.992.742;1.469.582;2.783.353;2.199.268;209.389;23.803;275.347;11,91%;15,11%;10;0
GM;30795;b2;;C;3;SAO PAULO;SP;09/2001;2.919.646;2.270.875;2.672.469;2.142.738;247.176;16.722;247.176;8,77%;23,80%;3;0
BANCOCIDADE;30104;b2;;C;2;SAO PAULO;SP;09/2001;2.894.194;704.654;2.669.893;2.026.701;224.301;1.525;224.301;13,27%;12,63%;27;3
BANCO DE TOKYO-MITSUBISHI BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;09/2001;2.672.188;868.636;2.345.736;1.168.058;326.452;26.826;326.452;24,47%;5,10%;3;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;09/2001;2.564.878;661.510;2.256.898;1.562.797;307.980;16.945;307.980;19,48%;20,98%;82;7
BANCO BANQUE NATIONALE DE PARIS BRASIL S.A.;1522368;b1;;I;3;SAO PAULO;SP;09/2001;2.350.004;395.115;2.144.380;895.922;205.624;19.866;251.646;10,82%;7,38%;1;0
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;09/2001;2.311.065;546.523;2.138.062;1.368.520;173.003;8.450;173.003;16,61%;13,11%;6;0
ING;51073;b1;;C;3;SAO PAULO;SP;09/2001;2.277.333;554.433;2.098.363;623.768;178.970;16.649;233.537;20,36%;2,88%;3;0
BIC;32119;b1;;C;2;SAO PAULO;SP;09/2001;2.277.199;1.347.821;1.997.785;1.812.522;279.414;7.303;279.414;14,50%;12,74%;38;5
FORD;51176;b2;;C;3;SAO PAULO;SP;09/2001;2.164.033;1.672.442;1.892.504;1.614.534;271.529;-230;271.529;10,70%;0,05%;9;0
IBM BRASIL LEASING ARRENDAMENTO MERCANTIL S/A;34270520;n1;;I;3;BARUERI;SP;09/2001;2.152.546;982.662;1.804.248;1.555.331;348.298;24.207;348.298;20,72%;0,06%;1;0
BANESTES;30159;b1;;C;1;VITORIA;ES;09/2001;2.150.884;676.016;2.001.291;1.719.919;149.594;4.713;149.594;15,27%;43,47%;96;57
BMC;30276;b1;;C;2;SAO PAULO;SP;09/2001;2.065.810;941.598;1.855.360;1.733.789;210.450;9.179;210.450;16,00%;17,87%;11;0
BARCLAYS GALI;51217;b1;;C;3;SAO PAULO;SP;09/2001;1.883.995;511.241;1.745.376;1.467.917;138.619;-5.006;138.619;12,53%;29,85%;2;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;09/2001;1.831.954;474.390;1.743.325;1.012.999;88.630;10.863;88.630;11,50%;1,86%;1;0
BBM;30207;b1;;C;2;SALVADOR;BA;09/2001;1.815.261;318.973;1.264.439;1.002.474;550.823;60.844;550.823;47,63%;45,32%;8;0
BANCO DO ESTADO DE SANTA CATARINA S.A.;83876003;b1;;I;1;FLORIANOPOLIS;SC;09/2001;1.777.522;207.555;1.115.421;890.607;662.101;7.389;662.101;158,00%;16,26%;256;243
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;09/2001;1.750.293;1.383.454;1.364.191;1.296.622;386.103;31.504;386.103;33,93%;0,89%;3;0
DAIMLERCHRYSLER;51262;b2;;C;3;SAO PAULO;SP;09/2001;1.658.995;1.320.332;1.513.316;1.079.930;145.680;7.985;218.519;12,26%;2,47%;2;0
SS;31323;b1;;C;2;SAO PAULO;SP;09/2001;1.596.815;1.051.801;1.414.609;1.148.054;182.207;7.140;182.207;11,41%;41,82%;6;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;09/2001;1.558.630;512.438;1.291.130;945.115;267.500;30.746;267.500;31,87%;1,41%;1;0
PROSPER;50414;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;1.514.274;50.744;1.459.064;1.433.300;55.209;6.090;55.209;23,96%;79,81%;2;0
BRB;31976;b1;;C;1;BRASILIA;DF;09/2001;1.423.295;827.071;1.225.749;1.087.957;197.546;4.015;197.546;16,84%;46,27%;56;48
BANCO DO ESTADO DE GOIAS S.A.;1540541;b1;;I;1;GOIANIA;GO;09/2001;1.356.307;280.148;1.156.837;1.037.872;199.471;5.794;199.471;34,26%;19,99%;153;58
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;09/2001;1.152.444;633.256;343.954;324.498;808.490;7.742;808.490;142,03%;0,53%;1;0
BANCO COOPERATIVO SICREDI S.A. - BANSICREDI;1181521;b1;;I;2;PORTO ALEGRE;RS;09/2001;1.134.302;285.032;1.092.642;992.021;41.660;682;69.649;21,37%;18,39%;4;0
INTER AMEX;51145;b1;;C;2;SAO PAULO;SP;09/2001;1.052.685;506.480;882.611;722.691;170.074;14.024;170.074;14,94%;38,14%;6;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;09/2001;1.048.103;419.564;851.291;655.650;196.811;17.986;196.811;18,53%;22,56%;7;0
BEC;30214;b1;;C;1;FORTALEZA;CE;09/2001;977.694;134.974;819.932;622.956;157.762;10.212;157.762;41,57%;10,28%;72;11
CACIQUE;51121;b1;;I;2;SAO PAULO;SP;09/2001;964.475;403.228;782.524;750.477;181.951;2.702;181.951;19,68%;11,48%;1;0
PINE;50304;b1;;C;2;SAO PAULO;SP;09/2001;951.713;538.072;810.914;646.479;140.798;7.237;140.798;18,92%;17,01%;5;1
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;09/2001;905.130;616.586;660.929;507.125;244.201;11.346;244.201;29,03%;28,48%;10;0
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;09/2001;844.065;447.915;750.312;745.028;93.753;2.174;93.753;13,40%;15,73%;2;0
PEBB;31158;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;833.086;6.152;723.635;707.199;109.451;201;109.451;26,16%;4,55%;4;0
BANCO ZOGBI S.A.;61535100;b1;;I;2;SAO PAULO;SP;09/2001;804.542;559.032;602.702;468.911;201.840;-1.083;201.840;28,51%;32,79%;1;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.;38486817;b4;;I;1;BELO HORIZONTE;MG;09/2001;794.771;416.959;664.634;521.411;130.138;332;130.138;16,20%;14,69%;1;0
BANCO NEW HOLLAND BRASIL S.A.;2992446;b2;;I;3;CURITIBA;PR;09/2001;794.401;748.866;695.085;648.375;99.316;5.397;99.316;12,45%;0,50%;1;0
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;09/2001;790.416;45.569;710.103;310.108;80.313;4.506;80.313;19,30%;2,98%;4;0
BESC S/A - CREDITO IMOBILIARIO;83725150;n1;;I;1;FLORIANOPOLIS;SC;09/2001;744.402;147.408;907.555;897.352;-163.153;-11.664;-163.153;-115,70%;0,00%;4;0
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;09/2001;710.906;170.986;660.294;618.285;50.613;563;50.613;17,91%;52,75%;5;0
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;09/2001;707.767;210.945;552.417;386.318;155.350;16.085;155.350;17,30%;44,54%;4;0
BANCO DO ESTADO DO MARANHAO S.A. - BEM;6271464;b1;;I;1;SAO LUIS;MA;09/2001;690.804;88.602;651.535;588.766;39.269;-16;39.269;23,36%;62,07%;76;20
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;09/2001;642.914;99.098;577.791;512.171;65.123;1.379;65.123;40,95%;58,72%;37;41
BADESC-AGENCIA CATARINENSE DE FOMENTO S.A.;82937293;n1;;I;1;FLORIANOPOLIS;SC;09/2001;642.214;474.302;345.758;287.760;296.455;981;0;NI%;0,00%;1;0
FIAT LEASING S/A ARRENDAMENTO MERCANTIL;61190658;n1;;I;3;BARUERI;SP;09/2001;635.431;166.282;340.239;3.937;295.193;11.305;295.193;92,23%;0,00%;1;0
SCHAHIN;50191;b1;;C;2;SAO PAULO;SP;09/2001;630.010;281.203;569.243;532.040;60.767;-1.752;60.767;13,44%;25,83%;3;0
BANCO JOHN DEERE S.A.;91884981;b1;;I;2;PORTO ALEGRE;RS;09/2001;629.208;530.041;540.072;525.757;89.136;5.608;89.136;13,74%;1,51%;1;0
BANCO DO ESTADO DO AMAZONAS S.A.;4562120;b1;;I;1;MANAUS;AM;09/2001;622.123;186.814;483.475;433.518;138.648;6.646;127.861;47,00%;12,64%;36;15
ECONOMIA CREDITO IMOBILIARIO S.A.-ECONOMISA;17441197;n1;;I;2;BELO HORIZONTE;MG;09/2001;620.001;70.459;615.836;57.080;4.165;268;2.599;0,48%;91,43%;5;0
AGF BRASEG;51066;b1;;C;3;SAO PAULO;SP;09/2001;618.558;30.808;494.413;422.388;124.146;-3.142;124.146;45,86%;14,83%;2;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;09/2001;612.500;370.402;507.296;472.823;105.204;1.744;0;NI%;0,00%;1;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;09/2001;611.835;168.975;545.311;510.608;66.524;3.748;66.524;22,65%;50,32%;50;17
SUL AMERICA;50108;b2;;C;2;SAO PAULO;SP;09/2001;599.008;17.035;470.854;425.511;128.154;2.602;128.154;17,82%;51,06%;5;0
BANCO COOPERATIVO DO BRASIL S.A.;2038232;b1;;I;2;BRASILIA;DF;09/2001;597.384;198.292;562.264;416.736;35.119;783;39.255;11,29%;21,84%;1;0
MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;09/2001;574.033;0;509.120;153.886;64.913;-844;64.913;23,53%;25,54%;2;0
BANCO COMERCIAL URUGUAI S.A.;74828799;b1;;I;3;PORTO ALEGRE;RS;09/2001;549.555;306.445;502.273;470.124;47.282;2.841;47.282;12,37%;15,33%;5;0
COOPERATIVA CENTRAL DE CREDITO DO RIO GRANDE DO SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;09/2001;546.002;42.974;523.000;486.435;23.002;5;23.002;34,41%;39,40%;0;0
BANCO ABB S.A.;4095983;b2;;I;3;SAO PAULO;SP;09/2001;515.160;0;474.368;270.762;40.792;-1.831;40.792;18,84%;0,03%;1;0
STOCK;50201;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;489.404;91.694;437.877;369.283;51.527;2.393;51.527;24,91%;34,77%;4;0
BANCO WACHOVIA S.A.;33436486;b1;;I;3;SAO PAULO;SP;09/2001;439.384;204.276;343.657;272.386;95.727;8.478;95.727;29,37%;1,62%;1;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;09/2001;437.887;222.560;333.188;284.397;104.698;10.667;104.698;24,73%;63,62%;3;0
OPPORTUNITY;51107;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;412.059;0;324.764;300.767;87.295;4.627;87.295;193,30%;21,86%;3;0
BANCO INVESTCRED S.A.;61182408;b1;;I;2;RIO DE JANEIRO;RJ;09/2001;368.727;354.445;271.116;216.920;97.610;7.624;97.610;26,80%;15,53%;1;0
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;09/2001;366.089;0;7.154;560;358.935;20.293;358.935;22.074,10%;0,11%;1;0
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;09/2001;360.728;256.571;287.981;255.249;72.747;3.313;72.747;22,26%;25,18%;2;0
UBS;31103;b1;;C;3;RIO DE JANEIRO;RJ;09/2001;357.459;0;291.218;40.948;66.240;3.559;66.240;66,13%;17,33%;6;0
FATOR;50122;b1;;C;2;SAO PAULO;SP;09/2001;356.255;0;316.698;282.589;39.556;1.257;39.556;62,89%;39,14%;5;0
HEWLETT-PACKARD ARRENDAMENTO MERCANTIL S.A.;2663739;n1;;I;3;BARUERI;SP;09/2001;355.574;229.314;218.767;167.331;136.807;16.379;136.807;53,30%;0,07%;1;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;09/2001;348.389;164.755;278.345;233.773;70.044;5.652;70.044;22,98%;0,24%;1;0
BANCO GE CAPITAL S.A.;62421979;b1;;I;3;SAO PAULO;SP;09/2001;343.748;270.504;316.462;248.480;27.286;-8.273;54.021;16,83%;12,44%;2;0
PARAIBAN-BANCO DO ESTADO DA PARAIBA S.A.;9093352;b1;;I;1;JOAO PESSOA;PB;09/2001;336.935;44.434;292.534;268.948;44.402;2.005;44.402;65,23%;7,37%;8;9
HABITASUL - CREDITO IMOBILIARIO S/A;92859800;n1;;I;2;PORTO ALEGRE;RS;09/2001;304.099;213.935;274.265;251.087;29.835;-14;29.835;15,26%;9,19%;1;0
BANCO BRJ S.A.;27937333;b2;;I;2;RIO DE JANEIRO;RJ;09/2001;289.273;133.851;278.667;258.731;10.606;7.350;10.606;8,14%;59,65%;0;0
ARBI;31677;b1;;C;2;RIO DE JANEIRO;RJ;09/2001;277.169;7.167;255.977;254.519;21.192;-920;21.192;39,38%;95,82%;2;0
PRIMUS;20255;b1;;C;3;RIO DE JANEIRO;RJ;09/2001;274.619;8.563;244.801;221.121;29.818;-1.781;29.818;31,05%;32,90%;4;0
VOLVO;50933;b2;;C;3;CURITIBA;PR;09/2001;273.646;230.643;231.692;208.832;41.954;2.673;41.954;16,13%;1,19%;2;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;09/2001;247.100;156.174;217.139;97.612;29.961;-509;29.961;12,79%;21,55%;2;0
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;09/2001;243.904;148.526;194.869;166.529;49.035;3.821;49.035;15,37%;12,44%;2;0
DC CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;33806647;n2;;I;2;RIO DE JANEIRO;RJ;09/2001;228.366;0;210.869;38.467;17.497;481;17.497;36,55%;62,16%;2;0
QUALITY CORRETORA DE CAMBIO TIT E VALORES MOBILIARIOS LTDA;3014007;n2;;I;2;SAO PAULO;SP;09/2001;224.117;0;218.176;6.120;5.941;753;5.941;42,81%;30,48%;2;0
TRADICAO S/A CREDITO IMOBILIARIO;15213192;n1;;I;2;SALVADOR;BA;09/2001;211.761;202.390;202.528;201.995;9.233;-5;9.233;13,20%;0,64%;2;0
HEDGING-GRIFFO CORRETORA DE VALORES S/A;61809182;n2;;I;2;SAO PAULO;SP;09/2001;205.469;0;170.571;44.738;34.898;1.512;34.898;27,97%;3,60%;1;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;09/2001;201.714;167.687;170.074;133.564;31.640;963;31.640;16,55%;2,13%;3;0
OBJETIVA - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LT;30456180;n2;;I;2;RIO DE JANEIRO;RJ;09/2001;201.311;0;201.867;201.787;-556;-1.366;-556;-276,74%;0,00%;1;0
CAIXA ESTADUAL S.A. AGENCIA DE FOMENTO;2885855;n1;;I;1;PORTO ALEGRE;RS;09/2001;200.814;0;6.934;0;193.880;5.102;0;NI%;0,00%;1;0
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;09/2001;200.152;62.294;162.209;143.974;37.943;4.287;37.943;30,39%;2,23%;1;0
IBIBANK S.A. - BANCO MULTIPLO;4184779;b1;;I;3;BARUERI;SP;09/2001;195.206;31.212;139.796;130.796;55.410;9.273;55.410;54,55%;7,60%;1;0
BANCO DE LA PROVINCIA DE BUENOS AIRES;44189447;b1;;I;3;SAO PAULO;SP;09/2001;194.239;87.432;111.992;80.176;82.247;5.091;82.247;59,33%;1,07%;2;0
DOMUS - CIA. DE CREDITO IMOBILIARIO;10372647;n1;;I;2;FORTALEZA;CE;09/2001;190.291;79.329;184.335;181.485;5.956;-563;5.956;3,98%;6,09%;1;0
TENDENCIA;42264;b2;;C;2;SAO PAULO;SP;09/2001;187.375;0;46.057;543;141.319;452;141.319;188,94%;1,21%;3;0
SOLIDEZ CORRETORA DE CAMBIO, TITULOS E VALORES MOBIL. LTDA.;96477906;n2;;I;2;SAO PAULO;SP;09/2001;186.842;0;175.019;169.141;11.823;-135;11.823;79,40%;27,54%;3;0
EL CAMINO RESOURCES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;RIO DE JANEIRO;RJ;09/2001;184.663;70.893;175.676;144.759;8.987;-1.986;13.284;7,48%;3,97%;2;0
BANCO DO ESTADO DO PIAUI S.A. - BEP;6833131;b1;;I;1;TERESINA;PI;09/2001;183.869;35.364;156.361;144.908;27.509;859;27.509;37,71%;22,18%;7;4
ELITE - CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;28048783;n2;;I;2;RIO DE JANEIRO;RJ;09/2001;182.663;0;176.103;166.820;6.560;-468;6.560;59,28%;55,59%;2;0
BANCO REDE S.A.;33603457;b2;;I;2;SAO PAULO;SP;09/2001;179.493;5.752;3.319;600;176.173;3.851;176.173;90,73%;69,04%;1;0
COOP. CENTRAL CREDITO RURAL MG LTDA. CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;09/2001;178.878;21.721;168.933;0;9.945;385;9.945;9,96%;45,48%;0;0
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;09/2001;172.388;98.021;139.762;120.232;32.626;2.193;32.626;22,62%;11,32%;3;0
BANCO ROYAL DE INVESTIMENTO S.A.;21594726;b2;;I;2;SAO PAULO;SP;09/2001;171.618;151.991;158.124;155.732;13.494;302;13.494;16,39%;35,39%;3;0
CCR COOPERCITRUS - CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;09/2001;170.843;99.851;125.204;122.310;45.639;2.369;0;NI%;14,67%;0;14
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;09/2001;164.351;48.718;136.062;109.069;28.290;22;28.290;26,20%;17,83%;5;0
MAXIMA FINANCEIRA-CREDITO,FINANCIAMENTO E INVESTIMENTO S.A;3928044;n1;;I;2;RIO DE JANEIRO;RJ;09/2001;162.518;166.612;144.328;134.323;18.190;-1.274;18.190;8,84%;19,72%;1;0
VR;50524;b1;;C;2;SAO PAULO;SP;09/2001;159.770;8.658;116.445;29.141;43.325;920;43.325;56,87%;0,77%;2;0
COOPERATIVA CENTRAL DE CREDITO DO PARANA;80230774;b3C;;I;2;CURITIBA;PR;09/2001;153.149;11.793;143.008;137.889;10.141;0;10.141;49,87%;28,43%;0;0
CATERPILLAR;51231;n1;;C;3;SAO PAULO;SP;09/2001;152.925;145.092;113.337;98.769;39.587;1.322;39.587;23,29%;2,17%;2;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;;I;2;SAO PAULO;SP;09/2001;151.691;128.597;74.695;50.836;76.996;6.316;76.996;52,94%;3,53%;1;0
SANTOS CORRETORA DE CAMBIO E VALORES S/A;61658811;n2;;I;2;SAO PAULO;SP;09/2001;150.530;0;125.783;0;24.747;1.600;24.747;194,49%;10,85%;2;0
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;09/2001;149.532;107.817;98.655;88.881;50.877;1.525;50.877;32,00%;4,43%;1;0
CCCR DO ESTADO DE SAO PAULO - SICOOB - SP - COCECRER;63917579;b3C;;I;2;SAO PAULO;SP;09/2001;148.201;16.499;130.021;128.890;18.179;-313;18.179;11,95%;17,36%;0;0
AGENCIA DE FOMENTO DO PARANA S.A.;3584906;n1;;I;1;CURITIBA;PR;09/2001;139.149;4.401;11.045;0;128.104;6.241;0;NI%;0,00%;1;0
DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;33851064;n2;;I;2;RIO DE JANEIRO;RJ;09/2001;135.111;0;134.121;134.087;990;12;990;156,35%;12,50%;1;0
ZOGBI LEASING S.A. - ARRENDAMENTO MERCANTIL;74533787;n1;;I;2;SAO PAULO;SP;09/2001;131.739;5.831;71.137;51.581;60.602;1.341;60.602;161,79%;0,09%;1;0
BMW LEASING DO BRASIL S.A. - ARRENDAMENTO MERCANTIL;60872983;n1;;I;3;SAO PAULO;SP;09/2001;126.611;51.393;117.685;43.752;8.926;59;8.926;14,65%;1,94%;1;0
BITTENCOURT S/A - CORRETORA DE TITULOS, VALORES E CAMBIO;33868878;n2;;I;2;RIO DE JANEIRO;RJ;09/2001;123.779;0;113.615;110.794;10.165;450;9.267;42,10%;9,78%;2;0
RENASCENCA DISTRIBUIDORA DE TITS E VALORES MOBILIARIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;09/2001;119.876;0;111.168;107.368;8.708;1.488;8.708;63,76%;4,47%;1;0
