Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2018;683.711.428;118.210.942;484.905.527;29.696.067;0;0;26;36.448.310;0;0;461.641;3.555.055;0;0;10.368.044;65.816;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2018;624.290.395;367.029.243;60.423.967;16.063.284;1.711.451;94.606;9.275;94.376.561;0;40.272.260;2.126.303;269.083;0;0;4.336.059;91.188;37.487.115
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2018;536.766.101;225.233.701;46.142.896;8.457.247;780.951;950.764;9.937.811;24.438.538;53.236;416.261;470.401;86.708;0;0;48.688;400.060;219.348.841
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2018;439.634.074;210.789.614;55.697.492;18.308.653;806.153;16.966;15.525.515;39.359.404;17.366;361.381;3.355.271;0;0;24.061;0;446.065;94.926.133
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2018;298.905.127;56.773.489;31.195;201.968.863;2.958.896;7.031.575;9.401.527;1.990.793;9.960.340;0;43.821;8.744.629;0;0;0;0;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2018;289.347.125;191.663.829;41.724.294;7.268.083;205.686;619;175.487;19.150.420;1.249.422;0;419.184;415.902;0;2.470;74.035;127.027;26.870.665
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2018;64.282.665;35.050.732;311.661;1.822.891;240.696;0;2.051.073;15.534.229;298.263;0;46.572;146;0;4.536;0;1.169;8.920.696
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2018;49.151.884;40.730.888;701.868;635.531;11.254;100.321;767.358;4.301.150;91.916;0;480;13.795;0;0;231.693;7.517;1.558.114
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2018;31.076.524;21.970.374;5.372.571;208.810;4.932;0;9.949;3.256.812;17.016;0;45.958;0;0;0;50.074;17.373;122.656
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;06/2018;19.109.065;17.342.116;366.802;0;0;0;0;924.777;0;0;314.445;82.683;0;0;63.134;15.106;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;06/2018;18.738.882;15.610.549;94.017;263.080;19.900;0;0;2.748.521;0;0;0;0;0;0;2.815;0;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;06/2018;17.606.836;1.477.013;61.735;2.575.623;0;169.163;0;4.796.740;0;0;53.850;34.565;0;12.726;67.769;0;8.357.650
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;06/2018;16.138.073;10.849.039;0;6.142;0;0;3.857.581;1.402.543;0;0;0;0;0;0;1.884;20.884;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;06/2018;15.049.699;11.111.702;3.239;128.876;56.293;0;202.140;1.888.894;553.297;231.656;148;7.663;0;2.465;747.867;1.866;113.595
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;06/2018;13.895.131;9.029.434;62.293;3.436.257;0;0;0;0;507.203;0;540.034;0;0;363;319.542;4;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;06/2018;13.150.861;8.953.820;0;1.431.857;351.862;0;0;2.277.691;0;0;0;0;0;0;135.562;70;0
