Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2016;682.450.985;142.101.606;444.060.548;28.342.413;0;18;52.027.190;0;0;519.664;3.982.340;0;26;10.017.367;1.399.812;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2016;674.641.980;386.689.279;59.772.652;16.559.718;395.840;102.415;117.437.574;0;40.532.326;2.139.848;233.600;0;187;3.360.609;1.780.046;45.637.885
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2016;548.819.286;224.184.742;44.966.804;9.432.258;1.059.154;8.409.863;24.778.890;49.077;670.639;504.179;145.151;0;6.116;6.070;6.485.137;228.121.205
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2016;390.116.711;172.281.522;44.988.915;27.472.637;0;10.773.552;33.186.018;0;436.826;3.598.155;0;0;11.962;0;6.080.476;91.286.649
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;06/2016;368.819.835;96.792.943;3.237;232.992.123;7.884.589;15.296.421;0;11.450.701;0;14.828;4.384.994;0;0;0;0;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2016;243.676.610;144.504.201;47.069.640;4.611.370;15.131;255.458;19.059.045;799.574;0;146.208;711.489;0;1.720;11.691;1.866.512;24.624.570
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2016;66.068.476;30.976.551;7.783.578;654.062;33.520;7.487.344;9.924.299;0;0;33.062;85.846;0;0;263.710;1.208.782;7.617.722
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2016;46.773.851;37.416.420;11.364;815.599;16.241;1.845.319;4.634.151;47.080;0;0;94.612;0;0;0;287.271;1.605.793
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;06/2016;46.182.955;582.238;47.087;2.257.522;0;0;3.902.793;0;0;112.347;309.132;0;492;104.797;0;38.866.548
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2016;44.733.902;19.833.063;491.969;1.198.668;0;1.661.000;13.496.421;207.843;0;136.503;2.599;0;10.709;0;34.574;7.660.552
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2016;28.618.906;16.572.496;5.462.615;290.621;0;1.206.439;4.522.210;0;0;44.502;0;0;0;136.196;213.567;170.262
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;06/2016;20.252.033;12.877.866;1.119.310;205.015;0;781;5.912.987;45.736;0;0;0;0;0;0;90.338;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;06/2016;17.906.106;14.244.197;640.985;0;0;0;2.010.304;0;0;603.441;19.493;0;0;127.948;259.739;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;06/2016;16.239.430;13.470.454;0;745.184;0;0;2.017.187;0;0;0;0;0;0;0;6.605;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;06/2016;14.119.160;12.343.098;308;182.568;0;0;1.582.455;0;0;0;7.067;0;0;3.664;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;06/2016;13.187.647;7.294.012;27.641;1.207.358;0;1.319.970;945.389;0;20;2.285.661;0;0;57.398;0;50.197;0
DAYCOVAL;51.987;b1;C;2;;199;SAO PAULO;SP;06/2016;12.960.748;9.192.526;3.640;18.481;0;9.018;2.156.644;742.206;97.525;262;0;0;6.714;543.562;65.827;124.343
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;06/2016;12.950.387;11.631.346;0;78.822;0;1.084.899;150.967;0;0;0;0;0;0;0;4.353;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;06/2016;12.782.689;9.079.399;1.484;2.658.048;0;0;0;0;0;506.881;153;0;388;536.044;292;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;06/2016;11.314.926;8.160.846;0;13.014;0;2.117.638;549.446;0;0;0;0;0;0;4.756;469.225;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;06/2016;10.985.953;3.176.035;155;256.942;0;12.999;4.851.405;21.999;0;4.084;24.622;0;0;290.632;51;2.347.028
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;06/2016;10.915.671;10.276.903;74.952;260.684;0;0;177.453;0;0;0;0;0;0;0;125.679;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;06/2016;9.557.987;8.050.111;1.069.180;82.330;0;334.358;0;0;0;11.333;0;0;0;0;10.675;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;06/2016;9.265.487;9.257.537;0;0;0;0;0;0;0;0;0;0;0;0;7.950;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;06/2016;8.847.447;7.760.455;0;888.990;0;0;0;197.980;0;0;0;0;0;0;22;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;06/2016;8.499.674;6.735.671;0;0;0;39.765;1.386.104;0;0;0;0;0;0;163.495;174.639;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;06/2016;7.555.149;622.249;0;0;0;0;1.804.493;0;0;0;1.324.453;0;0;0;0;3.803.953
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;06/2016;7.362.774;5.497.450;96.309;0;0;276.727;1.335.715;0;0;0;0;0;0;0;156.572;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;06/2016;6.900.845;5.006.793;0;406.125;0;7.534;1.336.113;112.340;0;0;0;0;0;0;31.939;0
