Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BANCO DO BRASIL S.A.;0;BB;49906;;b1;1;1;BRASILIA;DF;06/2004;206.130.056;71.764.844;193.266.511;161.623.913;12.863.546;1.420.752;3.709;1.483
CAIXA ECONOMICA FEDERAL;360305;;;;b1;1;6;BRASILIA;DF;06/2004;166.697.414;27.952.445;160.538.630;145.765.750;6.158.784;623.745;1.734;429
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;;b4;1;4;RIO DE JANEIRO;RJ;06/2004;164.125.113;55.951.819;149.743.209;66.626.409;14.381.904;1.407.303;4;0
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;;b1;2;8;OSASCO;SP;06/2004;133.919.641;46.525.566;120.269.268;99.833.107;13.650.372;1.250.049;2.976;782
BANCO ITAÚ S.A.;60701190;ITAU;10069;;b1;2;8;SAO PAULO;SP;06/2004;88.727.553;16.121.554;82.031.050;60.645.771;6.696.504;742.628;1.957;735
UNIBANCO-UNIAO DE BANCOS BRASILEIROS S.A.;33700394;UNIBANCO;10100;;b1;2;8;SAO PAULO;SP;06/2004;58.633.653;19.410.942;50.929.264;45.432.706;7.704.389;580.761;904;482
BANCO ABN AMRO REAL S.A.;33066408;ABN AMRO;10076;;b1;3;8;SAO PAULO;SP;06/2004;52.656.392;19.946.882;44.240.279;34.847.346;8.416.113;513.332;789;723
BANCO SANTANDER BRASIL S.A.;61472676;SANTANDER BANESPA;30379;;b1;3;8;SAO PAULO;SP;06/2004;33.467.652;7.542.955;31.945.442;23.226.783;1.522.210;7.186;228;71
BANCO SAFRA S.A.;58160789;SAFRA;10083;;b1;2;8;SAO PAULO;SP;06/2004;33.054.330;12.848.904;29.877.035;15.855.257;3.177.295;274.797;83;13
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;;b1;3;8;CURITIBA;PR;06/2004;31.754.529;11.365.043;29.983.938;24.296.849;1.770.590;126.507;923;382
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM;51011;;b1;2;8;SAO PAULO;SP;06/2004;31.378.832;1.906.323;28.578.408;26.218.507;2.800.423;358.226;3;0
BANCO DO ESTADO DE SÃO PAULO S.A. - BANESPA;61411633;SANTANDER BANESPA;30379;;b1;3;8;SAO PAULO;SP;06/2004;29.822.903;7.134.935;24.545.350;15.886.555;5.277.553;865.394;599;577
BANCO CITIBANK S.A.;33479023;CITIBANK;30403;;b1;3;8;SAO PAULO;SP;06/2004;29.594.426;6.700.511;27.495.896;11.205.158;2.098.530;7.998;47;4
BANCO NOSSA CAIXA S.A.;43073394;;;;b1;1;8;SAO PAULO;SP;06/2004;27.546.414;4.368.561;25.649.232;23.471.619;1.897.182;146.025;505;322
BANCO ITAÚ-BBA S.A.;31516198;ITAU;10069;;b1;2;8;SAO PAULO;SP;06/2004;26.023.210;12.264.560;22.838.720;19.936.617;3.184.490;176.212;5;0
BANKBOSTON BANCO MULTIPLO S.A.;60394079;BANKBOSTON;30300;;b1;3;8;SAO PAULO;SP;06/2004;17.693.348;6.201.865;15.648.497;11.452.043;2.044.851;130.568;59;9
BANCO SUDAMERIS BRASIL S.A.;60942638;ABN AMRO;10076;;b1;3;8;SAO PAULO;SP;06/2004;14.839.024;6.566.087;13.408.871;11.370.584;1.430.153;134.843;296;46
BANCO DO NORDESTE DO BRASIL S.A.;7237373;;;;b1;1;8;FORTALEZA;CE;06/2004;13.249.516;3.779.879;11.934.617;5.850.757;1.314.899;88.172;177;4
BANCO ITAÚ HOLDING FINANCEIRA S.A.;60872504;ITAU;10069;;b1;2;8;SAO PAULO;SP;06/2004;12.941.117;0;449.779;0;12.491.338;1.799.567;1;0
ITAUCARD FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;17192451;ITAU;10069;;n1;2;14;SAO PAULO;SP;06/2004;12.853.251;1.819.138;8.462.136;6.457.011;4.391.115;583.705;1;0
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL;30173;;b1;1;8;PORTO ALEGRE;RS;06/2004;12.410.870;4.928.926;11.575.394;9.606.287;835.476;112.581;380;209
CIA ITAULEASING DE ARRENDAMENTO MERCANTIL;49925225;ITAU;10069;;n1;2;19;SAO PAULO;SP;06/2004;12.063.904;1.898.269;9.637.957;7.027.669;2.425.947;124.648;2;0
