Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;12/2001;165.120.025;49.893.768;156.372.671;132.047.618;8.747.353;777.906;8.747.353;9,14%;42,37%;3.073;1.575
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2001;114.693.473;34.704.075;102.490.357;39.072.445;12.203.116;583.356;18.293.968;21,85%;65,80%;5;0
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2001;101.330.651;20.946.301;97.439.182;85.701.145;3.891.470;-293.719;3.891.470;13,56%;63,81%;1.694;335
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;12/2001;95.074.011;44.378.851;85.274.244;73.957.329;9.799.767;1.130.786;10.768.222;15,22%;51,11%;2.629;516
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2001;78.637.442;27.308.905;68.584.324;52.892.539;10.053.118;1.510.840;11.485.949;18,27%;69,59%;2.043;811
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;12/2001;57.436.399;13.684.778;52.014.395;35.677.914;5.422.004;859.038;5.422.004;14,66%;37,77%;1.018;864
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;12/2001;51.753.738;23.253.872;45.550.265;40.237.463;6.203.473;551.881;6.203.473;13,72%;69,00%;928;571
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;12/2001;32.121.472;13.783.896;26.968.648;14.660.735;5.152.825;129.872;5.152.825;16,75%;46,85%;822;759
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2001;30.335.748;9.358.924;28.482.045;21.834.779;1.853.703;232.360;1.853.703;12,91%;26,12%;84;9
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;12/2001;25.766.153;9.134.804;23.767.489;15.816.508;1.998.664;327.052;1.998.664;11,39%;22,71%;93;10
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2001;22.430.293;7.204.588;21.012.874;15.466.617;1.417.419;58.389;1.960.600;12,23%;50,93%;1.007;602
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2001;22.243.072;9.833.815;19.384.672;12.985.561;2.858.400;211.924;2.858.400;12,73%;6,01%;84;4
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;12/2001;22.167.216;2.948.025;20.812.048;19.248.038;1.355.168;176.478;1.355.168;22,37%;22,34%;497;309
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;12/2001;18.923.108;8.277.216;17.573.014;14.591.929;1.350.094;138.402;1.818.941;15,34%;27,47%;300;65
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;12/2001;15.819.657;6.014.219;14.539.945;11.545.894;1.279.712;117.701;1.279.712;12,20%;28,85%;13;0
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;12/2001;12.573.295;5.008.378;11.664.267;9.762.799;909.028;8.623;909.028;13,12%;59,21%;464;40
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2001;11.765.865;1.446.438;10.960.727;9.329.758;805.138;106.060;805.138;12,27%;1,70%;7;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2001;10.463.496;6.324.698;9.434.503;7.193.566;1.028.994;-2.551.364;1.028.994;15,00%;14,14%;174;4
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2001;8.964.061;3.468.299;8.377.659;7.677.816;586.403;56.036;586.403;14,79%;25,95%;360;218
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;12/2001;8.774.777;3.039.988;8.100.196;4.688.880;674.581;36.190;674.581;13,33%;9,73%;13;0
MERCANTIL SP;20145;b1;;C;2;SAO PAULO;SP;12/2001;8.240.988;3.751.421;7.108.388;6.680.399;1.132.600;-15.580;1.132.600;12,59%;69,10%;232;72
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2001;7.403.358;430.527;6.998.914;4.621.955;404.444;53.795;521.475;22,35%;9,00%;8;0
BANK OF AMERICA;50146;b1;;C;3;SAO PAULO;SP;12/2001;6.865.248;120.462;6.210.518;3.135.924;654.730;48.288;654.730;21,79%;7,55%;6;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;12/2001;6.839.697;1.078.197;6.353.991;2.441.009;485.705;32.447;655.186;15,96%;11,16%;7;0
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2001;6.823.439;82.976;5.889.169;3.589.601;934.270;-52.078;934.270;15,82%;9,14%;16;1
BANCO SANTOS S.A.;58257619;b1;;I;2;SAO PAULO;SP;12/2001;5.806.469;1.492.789;5.489.221;5.414.387;317.248;43.719;317.248;14,78%;63,52%;4;1
