Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;09/2014;1.291.559.805;642.742.861;1.220.070.853;1.025.697.026;71.488.952;2.823.106;123.713.046;16,04%;21,97%;5.495;1.528
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2014;1.069.551.529;428.798.287;971.334.232;748.845.358;98.217.297;5.068.929;124.724.337;16,60%;49,42%;3.914;948
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2014;1.018.864.588;576.423.587;990.342.653;877.917.087;28.521.935;1.897.979;74.013.916;15,33%;14,26%;3.368;783
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2014;848.838.310;335.462.000;769.426.425;657.753.344;79.411.885;3.880.921;95.824.433;16,28%;46,80%;4.677;1.281
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2014;823.501.811;309.884.695;782.279.971;533.714.716;41.221.840;1.927.963;107.581.287;17,81%;37,98%;4;0
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;09/2014;523.560.479;234.377.410;464.362.610;354.216.858;59.197.870;579.021;64.082.538;18,76%;27,65%;2.726;1.186
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2014;149.876.571;65.364.350;139.898.474;107.992.692;9.978.097;-404.458;13.513.512;12,74%;29,18%;856;438
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;09/2014;138.660.142;17.247.505;124.439.314;79.422.731;14.220.828;803.740;17.353.404;15,98%;49,92%;13;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2014;135.671.802;53.630.128;127.209.764;106.860.034;8.462.038;447.168;10.437.102;12,73%;22,83%;109;6
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2014;98.735.434;52.806.216;91.052.479;59.878.428;7.682.955;135.112;11.190.211;15,28%;3,66%;119;0
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2014;61.202.922;16.242.615;54.290.928;28.756.781;6.911.994;-158.047;6.787.805;15,16%;11,41%;134;19
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2014;58.656.365;29.950.778;53.236.932;45.549.899;5.419.433;215.346;6.812.611;17,18%;10,34%;525;210
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;09/2014;38.060.615;12.339.936;34.660.601;18.011.945;3.400.014;103.039;5.846.854;16,61%;3,79%;283;4
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;09/2014;33.498.231;1.530.485;29.775.803;13.321.874;3.722.428;10.515;3.579.229;16,97%;2,85%;8;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;09/2014;29.970.228;2.547.752;28.300.062;5.023.212;1.670.166;37.495;1.670.166;17,37%;2,07%;3;0
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;09/2014;29.708.748;5.641.745;26.386.986;18.941.486;3.321.762;-49.198;4.349.657;15,77%;24,48%;10;0
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;09/2014;26.297.166;8.330.883;23.478.320;12.792.896;2.818.846;45.971;2.841.858;14,88%;2,86%;10;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;09/2014;25.916.407;12.475.283;24.857.469;23.930.357;1.058.938;28.520;1.184.396;16,16%;10,32%;5;0
PAN;31323;b1;;C;2;SAO PAULO;SP;09/2014;25.214.419;16.385.629;21.629.853;17.855.587;3.584.566;-95.659;3.553.604;18,10%;30,29%;4;0
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;09/2014;24.943.190;22.005.266;22.536.840;17.442.956;2.406.350;61.192;3.301.380;14,45%;5,00%;1;0
BANCOOB;51750;b1;;C;2;BRASILIA;DF;09/2014;22.910.775;8.698.313;22.190.062;20.599.507;720.713;13.632;720.461;13,55%;9,95%;4;0
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;09/2014;19.749.199;3.189.260;18.701.642;4.990.288;1.047.557;12.475;1.038.623;16,82%;4,06%;5;0
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;09/2014;19.216.524;10.699.534;17.088.782;14.236.436;2.127.742;77.946;2.789.078;14,68%;3,61%;6;0
BMG;30290;b1;;C;2;SAO PAULO;SP;09/2014;18.656.329;11.713.663;15.095.327;8.450.339;3.561.002;97.157;3.210.493;24,16%;41,40%;22;0
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;09/2014;17.807.764;9.883.359;15.327.069;13.654.644;2.480.695;51.809;2.480.695;18,82%;8,84%;39;0
BANESTES;30159;b1;;C;1;VITORIA;ES;09/2014;15.664.593;4.359.888;14.623.546;13.890.138;1.041.046;33.986;1.037.408;16,40%;20,29%;134;28
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;09/2014;15.063.473;9.812.163;13.777.184;11.607.619;1.286.289;39.913;1.936.263;15,89%;1,74%;17;0
BIC;32119;b1;;C;3;SAO PAULO;SP;09/2014;15.044.910;9.964.213;13.596.256;11.389.107;1.448.654;-368.602;2.163.091;14,35%;8,70%;36;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;09/2014;14.602.388;7.937.835;12.524.097;11.383.850;2.078.292;22.060;2.052.045;19,73%;11,55%;47;1
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;09/2014;13.956.977;11.299.242;12.446.758;4.546.711;1.510.219;62.284;1.425.683;12,30%;8,96%;1;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;09/2014;13.717.331;1.215.222;12.543.679;4.713.900;1.173.652;13.903;1.173.505;39,23%;4,85%;2;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;09/2014;13.129.532;8.327.658;12.359.850;9.614.186;769.682;-30.079;1.160.836;13,72%;22,16%;193;3
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;09/2014;13.009.440;10.877.303;10.956.578;10.424.546;2.052.862;56.848;2.052.862;18,62%;1,22%;3;0
BRB;31976;b1;;C;1;BRASILIA;DF;09/2014;12.446.815;8.743.783;11.312.855;9.881.621;1.133.961;19.228;1.281.021;15,54%;19,88%;116;8
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;09/2014;12.045.354;0;10.043.448;6.770.917;2.001.906;55.851;1.880.830;24,29%;0,96%;2;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;09/2014;11.463.816;2.972.036;9.797.738;4.141.297;1.666.078;-12.064;1.599.036;13,09%;15,01%;123;4
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;09/2014;11.092.973;376.492;9.756.734;2.613.727;1.336.239;6.237;1.369.386;27,85%;2,55%;2;0
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;09/2014;11.062.463;10.642.586;9.651.684;8.800.676;1.410.778;48.301;1.555.346;14,12%;0,30%;2;0
PINE;50304;b1;;C;2;SAO PAULO;SP;09/2014;10.909.130;6.364.296;9.635.711;8.262.916;1.273.419;18.616;1.413.188;13,83%;2,17%;12;0
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;09/2014;8.473.396;162;7.882.771;2.293.520;590.624;19.336;588.955;29,90%;5,32%;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;09/2014;7.642.910;257.136;7.293.806;9.898;349.104;0;160.786;15,06%;2,78%;0;0
BANCO FIBRA S.A.;58616418;b1;;I;2;SAO PAULO;SP;09/2014;7.581.358;4.217.454;6.589.273;5.832.050;992.085;-80.861;786.815;14,17%;6,09%;8;0
BES;51482;b2;;C;3;SAO PAULO;SP;09/2014;7.446.941;1.616.829;6.762.657;5.523.141;684.284;4.414;665.754;15,09%;8,68%;5;0
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;09/2014;7.435.380;3.784.040;7.008.742;6.830.866;426.638;12.560;320.696;25,71%;16,52%;2;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;09/2014;7.162.860;6.066.133;5.984.313;5.548.437;1.178.547;71.389;1.174.810;18,82%;2,48%;1;0
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;09/2014;6.534.049;1.275.390;5.741.306;2.725.252;792.743;1.339;791.494;18,24%;2,22%;3;0
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;09/2014;6.441.095;0;1.333.720;1;5.107.375;46.389;5.107.375;66,64%;0,00%;1;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;09/2014;6.038.443;4.979.544;4.235.683;3.818.764;1.802.760;6.827;1.252.223;19,83%;8,49%;1;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;09/2014;5.859.551;5.104.928;5.061.464;4.682.125;798.086;27.421;793.805;17,83%;1,00%;2;0
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;09/2014;5.692.107;3.372.648;4.326.073;4.223.865;1.366.034;28.496;1.264.266;31,37%;47,43%;2;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;09/2014;5.602.223;4.495.685;5.050.350;4.946.940;551.873;17.106;545.346;17,38%;1,16%;2;0
ING;51073;b1;;C;3;SAO PAULO;SP;09/2014;5.530.987;2.541.264;4.678.271;4.154.218;852.716;8.148;852.020;31,79%;0,34%;2;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;09/2014;5.498.898;1.049.484;679.645;539.521;4.819.253;27.040;622.431;35,80%;5,24%;54;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;09/2014;5.495.801;2.950.956;4.823.040;4.531.749;672.760;1.661;599.914;13,18%;17,02%;13;1
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;09/2014;5.401.149;138.113;4.359.101;1.616.041;1.042.048;6.049;998.885;15,85%;4,20%;2;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;09/2014;5.307.927;5.264.808;4.652.612;4.379.980;655.315;27.693;747.082;13,13%;0,63%;2;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;09/2014;5.168.008;3.018.038;4.650.856;4.434.221;517.151;8.649;510.148;18,10%;18,75%;57;49
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;09/2014;4.780.174;3.465.599;4.257.801;3.814.689;522.373;20.704;519.145;14,96%;3,11%;1;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;09/2014;4.441.632;3.746.735;3.331.503;168.142;1.110.130;104.573;1.091.446;28,28%;3,30%;1;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;09/2014;4.403.283;1.919.163;3.741.726;2.819.510;661.557;11.250;600.939;15,65%;35,59%;17;0
