Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2018;688.190.316;365.907.952;62.472.995;119.820.717;68.626.404;33.894.908;6.623.592;9.619.266;2.870.431;18.354.051;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2018;614.119.701;284.860.905;62.802.647;124.555.025;56.594.294;9.958.052;12.019.100;4.788.456;6.375.748;17.070.397;35.095.078
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2018;538.145.694;121.811.350;128.486.274;16.868.734;14.409.304;8.065.930;4.307.488;5.194.308;3.746.842;11.884.651;223.370.813
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2018;408.928.546;101.420.510;119.968.801;36.678.491;34.917.054;8.674.169;6.191.746;4.871.947;2.622.567;17.780.924;75.802.337
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2018;296.878.815;41.216.780;90.522.001;110.074.897;34.816.164;3.667.279;13.812.857;94.567;397.509;2.276.761;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2018;279.267.819;85.739.752;107.219.236;21.808.210;13.292.562;10.055.826;4.151.156;2.960.368;1.933.090;9.238.214;22.869.406
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2018;61.041.525;31.703.274;14.096.084;2.532.610;1.056.703;642.287;75.719;67.696;68.652;1.197.610;9.600.889
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2018;47.767.226;3.086.116;20.795.375;8.842.280;8.465.383;1.418.957;620.624;455.837;1.047.066;1.496.987;1.538.601
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2018;31.116.739;2.651.779;19.710.342;3.373.239;1.352.652;979.591;616.752;181.599;282.951;1.855.700;112.135
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;03/2018;18.817.418;0;15.088.128;942.141;716.635;441.930;368.407;356.648;160.913;742.615;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2018;17.489.665;1.880.498;4.002.310;9.107.588;911.479;620.454;195.802;216.981;21.098;533.455;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;03/2018;15.361.175;1.300.802;2.941.786;1.205.397;1.237.259;1.056.076;539.206;554.043;40.446;176.344;6.309.817
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2018;14.796.112;404;6.644.856;5.718.291;1.139.149;197.034;81.816;73.114;41.280;762.039;138.129
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2018;14.470.850;2.811.428;9.269.753;532.382;1.183.988;94.178;63.184;193.234;59.301;263.402;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2018;13.979.115;6.476.302;5.860.707;543.266;320.347;241.890;89.214;27.432;80.237;339.720;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2018;12.846.792;535.173;7.574.918;2.083.950;1.364.663;422.552;324.227;98.481;78.338;364.490;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;03/2018;12.239.799;495.739;3.607.393;4.227.573;1.239.983;218.249;152.054;28.989;29.887;53.987;2.185.945
