Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Quantidade de Clientes;Quantidade de Operações;
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2016;27.109.170;133.243.014
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2016;23.836.671;140.249.291
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2016;14.578.387;51.794.156
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2016;12.096.478;46.481.329
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2016;9.835.884;33.031.904
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2016;4.988.051;20.898.261
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2016;3.671.797;6.446.604
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;06/2016;2.681.823;6.880.732
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;06/2016;2.070.599;5.131.979
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;06/2016;1.884.954;5.111.531
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;06/2016;1.620.527;7.272.844
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2016;1.577.825;5.603.412
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;06/2016;1.542.190;3.907.566
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;06/2016;1.093.848;1.823.932
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;06/2016;1.068.372;19.493.935
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;06/2016;919.729;1.834.237
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;06/2016;775.846;2.106.046
DAYCOVAL;51.987;b1;C;2;;199;SAO PAULO;SP;06/2016;743.303;1.793.277
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;06/2016;728.852;1.065.089
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;06/2016;712.342;4.931.699
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;06/2016;559.024;628.743
DACASA FINANCEIRA;51.891;n1;C;2;;197;VITORIA;ES;06/2016;547.625;2.369.718
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2016;526.649;841.030
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;06/2016;468.861;2.402.154
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;06/2016;468.263;1.057.404
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;06/2016;467.544;607.795
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;06/2016;438.283;465.075
PARANÁ BANCO;30.881;b1;C;2;;199;CURITIBA;PR;06/2016;384.542;1.677.300
BRB;31.976;b1;C;1;;199;BRASILIA;DF;06/2016;267.969;1.158.503
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;06/2016;247.494;821.081
CCB;32.119;b1;C;3;;199;SAO PAULO;SP;06/2016;207.429;359.103
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;06/2016;191.401;409.790
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4.379.829;n1;I;2;;14;CURITIBA;PR;06/2016;189.164;635.378
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;06/2016;186.933;652.352
AGIPLAN FINANCEIRA S.A. - CREDITO FINANCIAMENTO E INVESTIMENTO;13.660.104;n1;I;2;;14;PORTO ALEGRE;RS;06/2016;183.227;533.154
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;06/2016;177.087;669.763
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;06/2016;173.761;362.437
BANCO SEMEAR S.A.;795.423;b1;I;2;;8;BELO HORIZONTE;MG;06/2016;167.122;613.168
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;06/2016;165.215;486.366
SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7.747.410;n1;I;2;;14;BARUERI;SP;06/2016;140.611;287.074
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;06/2016;128.279;142.454
VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;5.192.316;n1;I;2;;14;SANTO CRISTO;RS;06/2016;104.197;1.145.002
SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;4.814.563;n1;I;2;;14;BARUERI;SP;06/2016;100.284;614.073
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;06/2016;99.561;118.271
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;06/2016;95.475;135.912
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;06/2016;94.493;269.090
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;06/2016;91.706;166.465
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;06/2016;84.719;2.355.450
KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;6.040.559;n1;I;2;;14;FLORIANOPOLIS;SC;06/2016;78.242;224.363
FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;411.939;n1;I;2;;14;JUNDIAI;SP;06/2016;74.303;108.564
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;06/2016;73.774;677.166
PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1.800.019;n1;I;2;;14;PORTO ALEGRE;RS;06/2016;72.778;137.657
DREBES FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11.271.860;n1;I;2;;14;ELDORADO;RS;06/2016;65.223;434.714
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;06/2016;65.012;88.496
HS FINANCEIRA S/A CREDITO, FINANCIAMENTO E INVESTIMENTOS;7.512.441;n1;I;2;;14;DOIS IRMAOS;RS;06/2016;61.519;579.004
AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36.321.990;n1;I;2;;14;VITORIA;ES;06/2016;60.141;204.054
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;06/2016;54.189;89.072
ORIGINAL;51.781;b1;C;2;;199;SAO PAULO;SP;06/2016;53.861;306.271
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;;9;MARINGA;PR;06/2016;48.215;149.650
JBCRED S/A SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR;4.230.630;n1;I;2;;10;SAO PAULO;SP;06/2016;47.767;112.969
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;06/2016;46.974;74.076
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;06/2016;42.535;96.937
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;06/2016;41.973;119.479
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;06/2016;36.734;109.799
FINSOL SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A.;18.810.553;n1;I;3;;10;RECIFE;PE;06/2016;36.293;71.870
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;06/2016;35.449;54.321
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;06/2016;35.337;120.070
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS POLICIAIS MILITARES E SERVIDORES DA SECRETARIA DOS NEGÓCIOS DA SEGURANÇA PÚBLICA DO ESTADO DE SÃO PAULO;62.673.470;b3S;I;2;;9;SAO PAULO;SP;06/2016;31.896;79.256
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;06/2016;30.908;73.137
ESTRELA MINEIRA CREDITO, FINANCIAMENTO E INVESTIMENTO S/A;5.351.887;n1;I;2;;14;ARAXA;MG;06/2016;29.153;71.073
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;06/2016;28.134;33.724
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;;9;CHAPECO;SC;06/2016;27.897;123.025
BANCO BONSUCESSO S.A.;71.027.866;b1;I;2;;8;BELO HORIZONTE;MG;06/2016;27.821;80.841
BANCO FICSA S.A.;61.348.538;b1;I;2;;8;SAO PAULO;SP;06/2016;26.921;38.379
BARIGUI;51.774;n1;C;2;;197;CURITIBA;PR;06/2016;26.139;53.424
SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5.503.849;n1;I;2;;14;SAO PAULO;SP;06/2016;25.586;31.291
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;06/2016;25.473;81.151
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;;9;PALOTINA;PR;06/2016;24.879;82.444
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;06/2016;23.932;24.598
BANCO TOPÁZIO S.A.;7.679.404;b1;I;2;;8;PORTO ALEGRE;RS;06/2016;23.218;94.862
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO BRF - CREDIBRF;82.096.447;b3S;I;2;;9;CURITIBA;PR;06/2016;23.108;30.993
