Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2017;701.198.444;346.099.679;84.660.150;110.155.063;28.567.319;130.106.139;1.610.094;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2017;622.171.502;289.612.333;81.164.886;74.564.084;28.711.180;113.097.679;1.788.570;33.232.770
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2017;525.772.633;198.215.614;19.125.506;37.765.300;9.569.117;42.342.027;6.015.968;212.739.100
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2017;421.050.975;190.058.234;27.685.009;45.983.158;15.132.679;52.201.316;6.823.607;83.166.972
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2017;333.189.240;195.258.171;35.124.064;43.823.292;5.735.803;27.072.088;26.175.821;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2017;255.829.247;149.779.022;14.684.283;22.805.121;5.820.650;36.991.791;1.958.397;23.789.983
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2017;52.095.049;28.664.695;2.645.942;3.251.604;972.502;6.839.280;54.763;9.666.263
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2017;46.364.428;23.320.918;3.807.922;7.116.387;1.557.116;8.807.918;242.575;1.511.591
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2017;29.473.641;3.020.633;514.889;948.069;359.709;24.227.684;266.758;135.899
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2017;20.266.416;14.858.409;1.096.073;1.086.463;592.268;2.404.965;228.237;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;03/2017;19.840.200;9.078.299;2.210.884;3.966.752;1.336.590;2.918.468;329.207;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;03/2017;16.853.045;72.858;4.579.238;4.174;72.374;12.116.882;7.519;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2017;15.893.599;5.853.460;6.762.346;1.395.512;62.003;1.820.277;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2017;13.874.551;6.298.310;1.239.167;2.494.474;889.834;2.942.640;10.126;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2017;13.500.448;430.119;336.337;15.769;4.402;12.712.214;1.608;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2017;12.890.447;6.642.799;1.251.019;2.282.769;647.548;1.763.344;84.561;218.408
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2017;12.359.893;6.536.333;772.441;2.033.467;533.006;2.014.166;470.480;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;03/2017;12.356.113;2.110.654;683.366;9.290.423;121.627;99.985;50.059;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;03/2017;11.962.646;6.229.148;769.262;695.440;117.977;2.027.408;262;2.123.148
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;03/2017;11.773.113;6.828.161;962.177;169.998;713.436;2.956.567;142.775;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;03/2017;11.508.848;4.404.809;2.953.276;302.604;35.213;253.259;2.520;3.557.167
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;03/2017;9.303.579;427.460;8.717.678;72.449;59.719;20.817;5.445;11
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;03/2017;8.199.203;3.463.074;885.173;1.668.640;651.776;1.522.393;8.148;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;03/2017;7.799.195;3.912.264;907.936;1.379.256;626.528;765.399;207.812;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;03/2017;7.752.138;4.470.505;523.662;1.006.931;174.442;1.576.579;18;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;03/2017;7.336.079;1.635.526;2.019.229;542.650;197.989;2.936.568;4.117;0
JOHN DEERE;50.071;b1;C;3;S4;199;INDAIATUBA;SP;03/2017;7.162.814;1.195.463;3.266.655;570.676;303.223;1.817.818;8.979;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;03/2017;7.101.120;2.682.219;455.595;1.051.075;139.556;988.316;26.506;1.757.852
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;03/2017;6.718.258;4.138.563;898.510;472.209;122.885;1.059.443;26.649;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;03/2017;6.303.975;4.867.151;275.759;623.942;87.131;339.501;110.492;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;03/2017;5.995.060;5.673.366;135.673;138.808;9.135;37.945;134;0
CREDIT SUISSE;30.771;b1;C;3;S2;199;SAO PAULO;SP;03/2017;5.382.997;2.772.596;63.313;102.268;0;270.412;0;2.174.409
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;03/2017;5.367.099;3.241.433;429.506;528.590;154.062;442.219;571.290;0
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;03/2017;5.008.137;3.833.285;249.879;389.889;58.523;322.937;153.623;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;03/2017;4.859.573;2.881.565;796.710;503.816;130.490;321.951;27.400;197.642
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;03/2017;4.669.424;1.366.996;984.962;295.460;126.538;1.894.038;1.430;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;03/2017;4.051.900;2.353.005;347.905;510.181;7.610;525.634;0;307.563
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;03/2017;3.893.594;1.550.018;517.508;796.659;328.946;698.001;2.462;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;03/2017;3.800.316;1.820.434;430.809;500.688;41.486;331.789;45.190;629.920
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;03/2017;3.781.127;824.299;119.284;86.753;24.077;2.638.193;88.521;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;03/2017;3.753.901;3.618.411;12.651;29.992;61.299;2.047;29.500;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S4;8;BELEM;PA;03/2017;3.724.960;10.130;6.451;16.779;3.680.742;1.732;9.128;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;03/2017;3.707.535;1.374.025;861.830;507.942;847.622;113.304;2.812;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;03/2017;3.432.837;1.242.508;363.104;462.625;195.992;1.168.510;99;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;03/2017;3.397.728;2.898.451;0;489.439;0;9.837;0;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;03/2017;3.377.880;1.133.537;538.441;973.328;424.230;295.627;12.718;0
