Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2018;683.711.428;332.788.212;83.884.247;109.559.481;27.819.493;129.097.902;562.093;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2018;624.290.395;282.281.920;86.763.721;76.694.080;30.165.609;110.571.451;326.499;37.487.115
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2018;536.766.101;199.137.131;25.056.851;38.756.696;9.612.915;44.142.850;710.817;219.348.841
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2018;439.634.074;192.927.502;29.422.853;50.463.152;16.761.473;54.477.478;655.482;94.926.133
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2018;298.905.127;165.001.464;32.965.780;42.658.540;5.849.524;25.960.028;26.469.791;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2018;289.347.125;166.727.084;19.006.552;27.348.525;8.590.815;40.513.582;289.902;26.870.665
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2018;64.282.665;35.207.411;3.668.639;4.948.423;1.234.236;10.295.601;7.658;8.920.696
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2018;49.151.884;25.879.303;4.003.151;6.641.294;1.678.563;9.374.922;16.537;1.558.114
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2018;31.076.524;3.236.818;477.514;1.013.009;473.172;25.730.642;22.714;122.656
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;06/2018;19.109.065;8.726.804;2.113.533;4.031.117;1.295.414;2.923.068;19.129;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;06/2018;18.738.882;7.203.191;8.368.508;1.629.898;168.367;1.368.917;0;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;06/2018;17.606.836;5.199.410;2.844.161;628.088;83.027;367.760;126.739;8.357.650
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;06/2018;16.138.073;9.939.331;704.159;2.418.677;659.317;2.392.510;24.080;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;06/2018;15.049.699;8.061.193;1.558.054;2.386.004;781.284;2.146.029;3.541;113.595
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;06/2018;13.895.131;429.724;362.446;13.517;3.827;13.083.934;1.683;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;06/2018;13.150.861;6.147.149;1.204.163;2.254.060;795.955;2.747.839;1.697;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;06/2018;12.458.064;6.290.084;874.613;811.172;131.179;2.154.416;1;2.196.601
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;06/2018;10.446.094;2.012.564;55.181;8.111.473;122.296;142.698;1.881;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;06/2018;10.249.829;7.902.495;419.118;429.815;355.263;1.131.490;11.648;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;06/2018;9.402.078;102.674;2.930.913;8.960;87.599;6.268.750;3.182;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;06/2018;8.623.970;301.694;8.158.556;73.589;64.361;23.699;2.071;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;06/2018;8.530.506;3.422.973;929.732;1.750.066;725.731;1.700.314;1.689;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;06/2018;8.386.157;4.222.727;786.567;1.678.862;636.955;838.662;6.036;216.349
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;06/2018;8.335.089;2.429.269;308.330;651.500;159.989;956.071;523;3.829.407
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;06/2018;8.222.355;4.764.716;505.788;1.048.451;153.998;1.749.212;190;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;06/2018;7.712.337;4.643.213;1.098.947;556.305;77.858;1.334.852;1.162;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;06/2018;7.341.883;1.878.377;1.932.950;499.506;261.418;2.767.247;2.385;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;06/2018;6.625.463;4.262.880;600.448;914.369;220.548;593.861;33.357;0
JOHN DEERE;50.071;b1;C;3;S4;199;INDAIATUBA;SP;06/2018;6.443.118;1.208.979;2.899.987;473.851;317.100;1.537.460;5.741;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;06/2018;6.253.248;2.687.855;766.689;164.175;483.609;2.140.297;10.625;0
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;06/2018;6.133.352;4.774.808;316.385;536.360;78.082;414.344;13.373;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;06/2018;5.750.478;4.532.634;186.712;654.776;95.443;272.250;8.663;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;06/2018;5.484.774;5.217.949;81.648;134.427;9.278;41.473;0;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;06/2018;5.289.770;2.022.089;739.222;1.208.877;464.501;853.663;1.418;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;06/2018;5.252.148;2.753.884;1.405.029;530.384;102.878;415.049;2.123;42.801
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;06/2018;4.917.784;1.703.517;980.029;239.092;114.354;1.879.755;1.038;0
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;06/2018;4.871.617;2.446.667;496.109;741.462;243.225;943.842;312;0
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;;41;SAO PAULO;SP;06/2018;4.827.295;1.151.100;173.776;402.486;51.801;394.783;2.653.350;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;06/2018;4.465.278;3.106.333;63.313;122.299;0;82.589;0;1.090.744
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S4;8;BELEM;PA;06/2018;4.142.895;12.115;7.239;20.248;4.097.538;5.390;364;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;06/2018;4.036.973;3.861.998;20.833;86.629;55.373;10.223;1.917;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;06/2018;3.560.270;1.311.451;338.438;1.094.650;326.773;354.045;134.913;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;06/2018;3.496.787;816.769;100.696;67.441;21.862;2.488.189;1.830;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;06/2018;3.464.341;1.054.906;550.902;1.059.717;487.039;311.011;767;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;06/2018;3.439.944;1.601.690;336.460;367.788;42.980;227.854;35;863.137
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;06/2018;3.417.510;1.715.790;276.206;628.637;31.198;526.096;0;239.581
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;06/2018;3.390.073;1.777.128;614.685;229.097;48.114;248.990;13;472.045
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;06/2018;3.054.353;1.145.145;305.463;399.977;132.393;1.071.373;0;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;06/2018;3.034.170;971.218;733.872;553.539;700.070;75.386;84;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;06/2018;3.022.207;2.967.673;46.700;699;3.776;3.314;46;0
INTER;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;06/2018;2.877.251;1.835.938;333.343;361.996;40.861;298.101;7.011;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;06/2018;2.827.749;1.980.202;167.958;243.460;102.036;334.035;58;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;06/2018;2.762.363;2.059.932;73.214;417.879;1.827;209.511;0;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;06/2018;2.726.027;2.286.883;141.273;242.429;0;55.441;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;06/2018;2.460.880;13.656;2.697;9.978;3.866;2.429.342;1.342;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;06/2018;2.358.220;67.137;7.924;105;430;2.282.623;0;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;06/2018;2.292.732;1.588.604;134.668;59.015;6.955;424.828;78.663;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;06/2018;2.268.259;1.172.995;151.701;493.072;164.289;284.379;1.823;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;06/2018;2.171.536;5.730;1.167;2.159.311;368;1.242;3.719;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;06/2018;2.152.252;1.081.552;147.503;205.568;79.903;624.766;12.960;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;06/2018;2.106.792;712.429;178.986;170.265;105.301;939.810;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;8;SAO PAULO;SP;06/2018;2.103.890;1.889.145;0;65.897;0;148.847;0;0
BANCO IBM S.A.;34.270.520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;06/2018;2.062.013;1.688.862;72.797;70.512;10.235;219.607;0;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;06/2018;1.872.530;1.161.514;97.168;139.347;254.795;146.562;144;73.000
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;06/2018;1.851.805;1.836.006;6.195;22;3.963;5.606;12;0
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;06/2018;1.794.728;1.646.564;63.883;64.528;0;19.753;0;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;06/2018;1.747.466;1.409.598;118.790;50.765;149.991;18.322;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;8;SAO PAULO;SP;06/2018;1.721.545;1.284.443;0;14.134;77.848;52.566;0;292.555
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;8;SAO PAULO;SP;06/2018;1.720.987;1.519.394;73.072;0;0;128.521;0;0
BANCO MUFG BRASIL S.A.;60.498.557;b1;I;3;S3;8;SAO PAULO;SP;06/2018;1.710.385;1.080.024;555.899;45.741;3.518;25.203;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;06/2018;1.697.103;348.929;677.078;270.322;156.083;242.671;2.020;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;06/2018;1.690.709;641.885;192.671;386.684;237.568;205.743;26.156;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;8;SAO PAULO;SP;06/2018;1.688.011;289.217;611.107;429.009;79.372;279.306;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;S4;9;MARINGA;PR;06/2018;1.635.993;361.744;11.543;605;7.001;1.254.308;792;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;06/2018;1.614.143;752.747;120.943;125.913;109.436;505.104;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;S5;9;BRASILIA;DF;06/2018;1.555.878;554.713;301.697;411.618;96.720;190.197;932;0
AGIBANK;51.956;b1;C;2;S4;199;PORTO ALEGRE;RS;06/2018;1.553.401;820.351;115.404;190.840;80.820;343.919;2.067;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;06/2018;1.366.828;6.062;1.332.608;5.149;1.838;20.989;183;0
BMW;51.420;n1;C;3;S4;197;SAO PAULO;SP;06/2018;1.345.305;692.275;141.545;150.481;53.421;307.098;485;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;S4;9;MEDIANEIRA;PR;06/2018;1.309.314;205.353;6.722;1.232;1.256;1.093.478;1.274;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;S4;19;BARUERI;SP;06/2018;1.239.280;1.041.920;28.934;29.386;871;138.171;0;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;S4;8;SAO PAULO;SP;06/2018;1.202.707;881.160;70.835;177.528;0;73.185;0;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;06/2018;1.199.679;596.494;83.810;197.567;49.417;253.900;18.490;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;S5;9;CHAPECO;SC;06/2018;1.198.300;10.106;2.651;1.610;656;1.183.197;81;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;S4;30;SAO PAULO;SP;06/2018;1.197.872;1.194.884;1.792;801;187;208;0;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;S4;8;SAO PAULO;SP;06/2018;1.159.822;415.754;290.442;187.383;164.126;101.927;189;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;S4;30;CURITIBA;PR;06/2018;1.133.407;4.706;102;30;1.789;1.126.778;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;S4;9;PALOTINA;PR;06/2018;1.115.473;179.128;4.613;1.497;2.812;926.457;967;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;S4;5;VITORIA;ES;06/2018;1.060.027;1.054.046;380;3.287;1.506;312;495;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;S5;9;GOIANIA;GO;06/2018;1.047.399;6.804;873.423;2.442;163.706;1.002;21;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;S4;9;CERRO LARGO;RS;06/2018;1.042.089;2.780;1.832;2.438;129;1.034.521;388;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;S4;8;SAO PAULO;SP;06/2018;1.040.302;780.554;65.984;93.660;9.436;90.660;8;0
BANCO FORD S.A.;90.731.688;b2;I;3;S4;8;SAO PAULO;SP;06/2018;1.008.558;410.352;103.661;140.436;53.368;300.741;0;0
BANCO CBSS S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;06/2018;933.124;504.545;63.025;237.428;51.628;62.966;13.531;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;S4;8;PORTO ALEGRE;RS;06/2018;931.504;117.346;3.821;9.032;1.927;799.219;159;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;S4;9;CAMPO MOURAO;PR;06/2018;925.885;8.188;128.418;51;184;788.899;144;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;S5;9;LINHARES;ES;06/2018;912.553;895.598;1.993;10.948;3.925;31;58;0
GRUPO BONSUCESSO - BS2;52.034;b1;C;2;S4;199;BELO HORIZONTE;MG;06/2018;909.568;655.523;196.555;17.000;1.462;38.713;316;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91.586.982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;06/2018;900.173;1.759;290;264;20;897.552;289;0
