Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
ITAÚ UNIBANCO S.A.;60701190;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2010;5.217.412;168.412.206;159.602.681;120.554.634;-11.937.315;108.617.319;157.175;2.439.570;1.519.989;-69.880;4.046.853;39.213.202;83.569.201;153.771.011;722.449.885;1.519.989;720.929.896
BANCO DO BRASIL S.A.;0;BB;49906;;b1;1;1;BRASILIA;DF;12/2010;8.871.885;97.094.112;93.328.130;287.823.525;-15.742.633;272.080.893;0;44.473;0;0;44.473;105.451.994;90.155.373;31.307.046;698.333.906;0;698.333.906
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2010;14.030.835;109.338.193;150.080.693;147.391.745;-11.643.137;135.748.609;20.501;8.289.354;5.028.932;-217.429;13.121.358;35.071.426;67.014.820;106.146.028;630.551.960;5.028.932;625.523.028
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;;b4;1;4;RIO DE JANEIRO;RJ;12/2010;8.008;10.113.958;39.157.786;176.957.171;-2.629.389;174.327.782;0;0;0;0;0;12.315.362;193.067.936;91.863.333;520.854.166;0;520.854.166
CAIXA ECONOMICA FEDERAL;360305;;;;b1;1;6;BRASILIA;DF;12/2010;3.490.993;12.207.242;108.575.273;175.783.675;-11.146.174;164.637.501;0;0;0;0;0;29.225.474;77.025.222;6.250.785;401.412.490;0;401.412.490
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER;30379;;b1;3;8;SAO PAULO;SP;12/2010;4.176.963;38.003.527;94.333.762;108.838.587;-7.080.409;101.758.178;2.647;890.156;511.292;-48.456;1.355.640;50.556.072;39.545.840;60.717.072;390.447.053;511.292;389.935.761
BANCO ITAÚ BBA S.A.;17298092;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2010;51.465;39.960.545;55.894.660;37.950.985;-455.322;37.495.663;166.021;4.443.739;2.061.861;-90.028;6.581.592;4.778.774;2.467.016;5.738.884;152.968.599;2.061.861;150.906.738
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;;b1;3;8;CURITIBA;PR;12/2010;1.855.747;13.289.317;16.443.947;34.752.528;-1.848.117;32.904.412;22.850;5.678.632;2.607.761;-108.528;8.200.714;19.475.398;25.623.304;6.147.643;123.940.482;2.607.761;121.332.722
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM;51011;;b1;2;8;SAO PAULO;SP;12/2010;11.583;46.761.162;38.115.197;18.482.514;-230.999;18.251.515;0;0;0;0;0;2.129.674;6.333.334;3.817.312;115.419.776;0;115.419.776
BFB LEASING S.A. ARRENDAMENTO MERCANTIL;43425008;ITAU;10069;;n1;2;19;SAO PAULO;SP;12/2010;2.604;74.414.784;112.757;0;0;0;524.033;18.038.641;10.296.977;-764.659;28.094.992;920.960;68.440;5.348.901;108.963.438;10.296.977;98.666.461
DIBENS LEASING S.A. ARRENDAMENTO MERCANTIL;65654303;ITAU;10069;;n1;2;19;SAO PAULO;SP;12/2010;3.961;70.634.912;209.181;0;0;0;104.401;10.390.630;6.274.957;-353.256;16.416.733;1.136.564;214.058;5.031.473;93.646.882;6.274.957;87.371.924
BANCO ITAUCARD S.A.;17192451;ITAU;10069;;b2;2;8;SAO PAULO;SP;12/2010;131.972;3.154.566;2.738.473;29.606.838;-4.113.799;25.493.039;521.159;15.423.024;7.828.431;-351.777;23.420.837;22.912.161;409.051;16.472.038;94.732.138;7.828.431;86.903.706
ITAÚ UNIBANCO HOLDING S.A.;60872504;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2010;1.469;10.418.693;39.876;0;0;0;0;0;0;0;0;3.804.529;4.835;63.123.574;77.392.977;0;77.392.977
BANCO SAFRA S.A.;58160789;SAFRA;10083;;b1;2;8;SAO PAULO;SP;12/2010;141.362;17.136.841;22.017.270;23.493.942;-556.472;22.937.470;259.690;3.463.549;2.502.312;-56.935;6.168.617;3.781.693;1.569.402;3.547.680;77.300.335;2.502.312;74.798.023
BANCO BRADESCO FINANCIAMENTOS S.A.;7207996;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2010;159;27.395.667;231.894;26.422.978;-1.097.067;25.325.911;48.641;9.420.279;5.200.819;-508.840;14.160.899;3.311.407;681.745;524.840;71.632.521;5.200.819;66.431.702
BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;47509120;BRADESCO;10045;;n1;2;19;OSASCO;SP;12/2010;113;52.216.173;1.398.865;0;0;0;106.676;9.918.822;3.108.620;-442.492;12.691.626;802.977;56.206;154.496;67.320.456;3.108.620;64.211.836
SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;47193149;SANTANDER;30379;;n1;3;19;SAO PAULO;SP;12/2010;39.355;33.002.209;1.078.646;0;0;0;222.894;17.895.136;8.596.165;-518.004;26.196.191;2.233.836;81.469;166.876;62.798.582;8.596.165;54.202.417
BANCO CITIBANK S.A.;33479023;CITIBANK;30403;;b1;3;8;SAO PAULO;SP;12/2010;715.776;13.509.659;14.104.849;8.770.057;-817.936;7.952.121;0;0;0;0;0;7.530.574;2.101.325;1.683.003;47.597.307;0;47.597.307
BANCO BTG PACTUAL S.A.;30306294;BTG PACTUAL;49944;;b1;2;8;RIO DE JANEIRO;RJ;12/2010;1.905;18.277.449;16.178.164;2.866.759;-80.338;2.786.420;0;0;0;0;0;7.367.303;176.652;1.671.903;46.459.797;0;46.459.797
BANCO ITAULEASING S.A.;49925225;ITAU;10069;;b2;2;8;SAO PAULO;SP;12/2010;7.733;11.235.692;359.585;0;0;0;496.985;22.703.876;10.478.285;-920.894;32.758.252;2.409.216;187.442;1.142.346;48.100.265;10.478.285;37.621.981
BV FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1149953;VOTORANTIM;51011;;n1;2;14;SAO PAULO;SP;12/2010;63.293;1.296.799;756.096;32.889.465;-767.468;32.121.996;0;0;0;0;0;1.885.770;611.699;86.916;36.822.570;0;36.822.570
UNIBANCO - UNIÃO DE BANCOS BRASILEIROS S.A.;33700394;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2010;0;31.207.837;0;0;0;0;0;0;0;0;0;1.342.233;6;1.535;32.551.612;0;32.551.612
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL;30173;;b1;1;8;PORTO ALEGRE;RS;12/2010;400.519;2.329.534;8.510.430;16.475.753;-1.058.723;15.417.031;84;132.264;53.078;-8.914;176.512;1.694.882;3.185.391;778.051;32.492.349;53.078;32.439.271
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;DEUTSCHE;51183;;b1;3;8;SAO PAULO;SP;12/2010;80.302;4.682.156;3.507.872;582.440;-4.862;577.578;0;0;0;0;0;19.662.803;296.981;434.552;29.242.245;0;29.242.245
AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;7707650;SANTANDER;30379;;n1;3;14;SAO PAULO;SP;12/2010;77.477;9.060.418;0;15.022.788;-467.480;14.555.309;0;0;0;0;0;2.480.491;2.316.311;48.342;28.538.348;0;28.538.348
BV LEASING - ARRENDAMENTO MERCANTIL S.A.;1858774;VOTORANTIM;51011;;n1;2;19;SAO PAULO;SP;12/2010;8.569;0;19.699.845;0;0;0;13.172;6.888.272;2.923.626;-100.183;9.724.888;1.208.648;12.002;6.933;30.660.886;2.923.626;27.737.260
BANCO ALVORADA S.A.;33870163;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2010;2;11.174.725;785.998;0;0;0;35.954;3.016.954;1.265.221;-271.140;4.046.989;4.608.290;1.632;6.488.726;27.106.363;1.265.221;25.841.142
BANCO DO NORDESTE DO BRASIL S.A.;7237373;;;;b1;1;8;FORTALEZA;CE;12/2010;82.391;3.872.110;7.766.766;10.715.839;-580.934;10.134.904;0;0;0;0;0;1.450.760;284.730;192.056;23.783.716;0;23.783.716
