Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2019;673.934.748;319.052.601;84.684.969;111.013.389;27.751.616;131.016.398;415.775;0
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2019;653.319.683;225.702.701;30.428.179;46.123.747;11.072.256;51.979.769;430.449;287.582.583
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2019;618.136.004;258.372.033;94.252.212;80.879.372;33.851.661;112.476.224;246.034;38.058.468
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2019;514.484.875;225.171.605;34.676.092;60.529.902;20.050.603;63.240.725;261.830;110.554.118
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2019;330.124.214;184.886.156;22.403.651;34.469.965;10.781.624;45.779.595;180.616;31.622.606
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2019;274.507.222;155.418.606;32.879.826;39.996.583;4.611.423;27.773.028;13.827.756;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2019;72.818.247;37.456.985;4.719.404;7.648.175;1.749.903;12.446.634;6.731;8.790.415
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2019;53.092.690;28.439.932;4.298.207;6.443.479;2.123.018;10.717.445;13.881;1.056.729
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2019;34.204.021;3.875.210;488.048;1.146.116;521.300;28.047.377;6.371;119.599
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2019;26.033.766;8.232.645;3.337.056;689.974;398.849;1.163.330;130.368;12.081.543
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;09/2019;23.239.934;10.834.833;2.298.456;4.882.515;1.623.496;3.588.952;11.682;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2019;22.385.142;9.232.440;9.410.223;1.826.462;336.191;1.579.826;0;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2019;21.437.906;10.964.145;2.018.529;3.038.433;1.094.714;3.020.945;2.459;1.298.681
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2019;16.811.254;10.449.685;650.778;2.598.759;590.423;2.508.288;13.321;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;09/2019;16.023.435;7.459.138;1.726.069;2.814.929;1.049.987;2.970.785;2.527;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;09/2019;14.249.075;8.064.267;1.470.848;952.570;50.713;2.767.045;2;943.630
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;09/2019;13.354.719;234.539;332.477;9.556;3.271;12.773.556;1.320;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;09/2019;11.316.581;9.331.521;389.230;340.362;70.859;1.184.609;0;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;09/2019;11.171.056;6.368.976;532.742;1.426.636;207.395;2.635.058;249;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;09/2019;10.501.345;2.323.867;40.909;7.936.483;97.162;101.073;1.852;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;09/2019;10.449.612;152.167;2.777.743;33.655;110.204;7.372.597;3.244;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;09/2019;10.069.782;5.118.317;850.551;1.888.612;648.067;1.078.258;3.402;482.575
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;;41;SAO PAULO;SP;09/2019;9.651.722;4.649.913;777.182;2.040.413;282.989;1.773.349;127.876;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;09/2019;9.622.673;3.983.674;1.015.237;2.036.210;849.602;1.736.497;1.453;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;09/2019;9.589.908;281.656;9.121.084;80.999;71.525;33.013;1.631;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;09/2019;9.149.813;3.145.574;446.645;577.049;220.066;1.089.429;362;3.670.688
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;09/2019;9.143.350;2.288.589;2.497.729;636.569;308.149;3.405.138;7.176;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;09/2019;9.001.538;5.694.958;824.296;1.334.274;319.253;819.627;9.129;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;09/2019;8.664.447;3.577.004;1.185.832;274.696;783.878;2.840.467;2.570;0
JOHN DEERE;50.071;b1;C;3;S3;199;INDAIATUBA;SP;09/2019;8.458.816;1.351.511;3.959.339;734.248;503.408;1.902.697;7.613;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;09/2019;7.806.668;4.557.337;1.201.165;526.272;71.098;1.449.888;909;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;09/2019;7.357.385;3.113.120;1.840.238;856.357;250.968;634.418;1.457;660.827
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;09/2019;7.068.175;5.364.798;386.536;676.375;90.620;546.245;3.600;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;09/2019;6.758.187;2.499.004;953.643;1.532.111;612.575;1.159.411;1.443;0
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;09/2019;6.010.983;3.059.538;580.348;903.394;301.490;1.165.906;307;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;09/2019;5.521.822;1.979.843;1.154.085;248.726;134.522;2.001.462;3.183;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;09/2019;5.054.747;4.272.687;90.640;415.827;88.432;165.752;2.339;19.069
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;09/2019;4.574.575;13.261;8.518;24.934;4.522.761;4.773;327;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;09/2019;4.570.966;1.731.395;430.860;1.461.706;430.498;475.607;40.900;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;09/2019;4.518.265;4.366.303;21.832;84.739;679;44.713;0;0
INTER;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;09/2019;4.371.422;2.787.325;457.268;573.575;83.054;464.087;6.114;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;09/2019;4.228.293;1.524.435;454.270;483.691;152.405;1.613.493;0;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;09/2019;4.214.236;3.553.329;98.253;155.229;0;119.449;0;287.975
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;09/2019;4.197.641;1.855.116;642.645;182.351;26.200;229.346;0;1.261.983
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;09/2019;4.161.881;4.019.364;19.350;65.514;46.175;10.956;521;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;09/2019;3.962.870;3.786.403;0;165.798;0;10.669;0;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;09/2019;3.934.956;1.102.771;600.784;1.293.431;573.187;363.818;966;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;09/2019;3.700.150;1.347.422;413.393;259.875;178.235;1.501.224;0;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;09/2019;3.628.498;2.415.616;204.059;352.931;117.037;497.734;22;41.100
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;09/2019;3.497.652;1.649.608;503.653;286.303;47.870;303.270;18;706.930
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;09/2019;3.354.455;850.649;961.079;590.024;871.831;80.795;77;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;09/2019;3.324.501;2.184.089;244.557;275.059;46.363;500.336;9;74.088
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;09/2019;3.289.568;899.548;92.907;72.619;25.736;2.197.654;1.105;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;09/2019;3.098.838;3.000.656;89.444;1.359;3.133;4.228;19;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;09/2019;3.071.336;21.076;3.963;17.200;8.108;3.020.290;699;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;09/2019;2.952.683;2.052.447;218.434;79.942;12.420;522.161;67.279;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;09/2019;2.947.579;1.526.319;226.163;327.611;89.284;773.133;5.070;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;09/2019;2.729.800;1.298.781;196.835;468.451;133.768;604.508;27.457;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;09/2019;2.670.037;2.602.093;44.213;29;19.121;4.579;3;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;09/2019;2.506.985;5.999;1.296;2.497.318;372;1.448;552;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;09/2019;2.399.342;1.350.346;197.400;189.017;280.068;227.607;164;154.739
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;09/2019;2.389.136;1.159.312;169.065;565.615;195.921;298.100;1.123;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;S4;9;MARINGA;PR;09/2019;2.250.134;497.504;13.714;1.207;12.747;1.724.679;283;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;09/2019;2.209.878;1.635.723;156.024;52.364;247.708;118.059;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;09/2019;2.201.020;21.797;2.139.122;7.216;6.303;26.553;29;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;09/2019;2.192.245;512.093;749.848;355.028;192.892;379.591;2.793;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;09/2019;2.059.054;22.099;7.368;85;234;2.029.269;0;0
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;09/2019;2.036.044;1.935.980;41.275;39.008;0;19.782;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;S4;9;MEDIANEIRA;PR;09/2019;2.023.610;398.645;9.598;2.495;2.244;1.609.320;1.308;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;8;SAO PAULO;SP;09/2019;1.993.071;1.835.355;0;84.497;0;73.218;0;0
BANCO IBM S.A.;34.270.520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;09/2019;1.968.803;1.742.353;47.605;51.992;1.326;125.527;0;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;09/2019;1.884.545;642.411;217.221;491.789;266.662;261.029;5.434;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;S4;9;PALOTINA;PR;09/2019;1.760.397;310.203;8.245;6.220;4.469;1.430.390;869;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;S5;9;BRASILIA;DF;09/2019;1.734.094;608.408;339.069;457.720;116.315;211.787;795;0
BMW;51.420;n1;C;3;S4;197;SAO PAULO;SP;09/2019;1.724.008;900.273;187.179;174.011;63.772;398.448;325;0
AGIBANK;51.956;b1;C;2;S4;199;PORTO ALEGRE;RS;09/2019;1.721.874;878.898;140.106;255.001;98.572;347.264;2.033;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;8;SAO PAULO;SP;09/2019;1.720.781;62.967;790.259;493.868;162.905;210.783;0;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;09/2019;1.659.830;901.123;112.710;132.660;86.884;426.452;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;8;SAO PAULO;SP;09/2019;1.618.749;1.402.521;103.875;0;0;112.354;0;0
MIZUHO;51.554;b1;I;3;S4;199;SAO PAULO;SP;09/2019;1.615.635;627.720;149.706;2.840;96.414;20.702;0;718.252
BANCO MUFG BRASIL S.A.;60.498.557;b1;I;3;S3;8;SAO PAULO;SP;09/2019;1.568.482;1.054.976;435.011;2.221;3.424;72.851;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;S5;9;CHAPECO;SC;09/2019;1.549.609;9.480;2.961;1.879;1.066;1.534.204;20;0
BANCO DIGIO S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;09/2019;1.514.009;750.862;111.625;447.154;75.960;123.222;5.187;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;S5;9;GOIANIA;GO;09/2019;1.511.969;279.038;1.058.170;4.962;168.863;918;18;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88.894.548;b3S;I;2;S4;9;CERRO LARGO;RS;09/2019;1.509.945;2.078;3.356;3.502;412;1.500.313;285;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;S4;9;DOURADOS;MS;09/2019;1.408.222;46.546;1.275.923;431;5.435;77.291;2.596;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;S4;9;CAMPO MOURAO;PR;09/2019;1.375.511;11.523;240.215;182;1.124;1.122.259;209;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81.466.286;b3S;I;2;S4;9;PONTA GROSSA;PR;09/2019;1.349.006;88.172;1.532;5.417;216;1.253.616;53;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87.780.268;b3S;I;2;S4;9;ERECHIM;RS;09/2019;1.343.168;18.627;4.229;4.896;10.355;1.305.038;23;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;09/2019;1.321.877;2.974;434;786;2.853;1.314.815;16;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;S4;8;PORTO ALEGRE;RS;09/2019;1.313.546;156.860;5.448;15.368;5.513;1.129.479;877;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;09/2019;1.304.552;1.136.123;3.020;9.641;2.435;153.334;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91.586.982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;09/2019;1.287.681;2.134;538;1.017;216;1.283.677;99;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88.038.260;b3S;I;2;S4;9;CRUZ ALTA;RS;09/2019;1.275.362;23.599;7.339;145;48;1.244.219;11;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;S4;8;SAO PAULO;SP;09/2019;1.253.668;521.421;327.263;160.796;151.346;92.682;160;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3.632.872;b3S;I;2;S5;9;VILHENA;RO;09/2019;1.242.295;20.599;711.962;555;484.273;24.776;129;0
