Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;06/2002;169.909.948;57.031.090;161.925.454;133.681.948;7.984.494;823.122;11.779.968;11,53%;32,81%;3.110;1.597
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2002;123.811.062;38.101.139;111.310.948;45.750.578;12.500.114;576.408;18.739.465;21,24%;66,80%;5;0
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2002;113.418.734;22.516.040;109.117.599;97.264.882;4.301.135;564.434;4.301.135;13,68%;56,93%;1.694;357
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;06/2002;111.525.970;52.513.804;100.984.577;81.015.526;10.541.393;912.552;12.492.054;14,31%;56,65%;2.957;621
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2002;85.685.919;29.028.955;74.575.938;55.047.841;11.109.981;1.003.216;12.996.797;15,73%;68,58%;2.247;857
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;06/2002;59.508.003;24.263.398;53.135.782;43.159.300;6.372.221;481.249;6.921.242;13,42%;58,38%;915;483
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;06/2002;58.414.919;14.341.725;52.439.252;35.230.752;5.975.666;1.258.538;5.975.666;13,56%;33,30%;1.028;855
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;06/2002;36.399.457;14.631.739;31.186.251;18.548.133;5.213.205;392.380;5.213.205;14,95%;42,13%;848;828
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2002;31.524.337;9.036.901;28.028.806;12.124.891;3.495.530;702.500;3.495.530;14,69%;5,01%;61;5
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;06/2002;29.784.893;9.377.367;27.852.128;18.503.438;1.932.766;210.226;2.220.985;11,84%;25,74%;96;9
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2002;25.491.060;10.611.882;23.425.297;18.119.528;2.065.764;183.010;2.065.764;12,08%;27,32%;82;13
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;06/2002;23.703.981;3.513.953;22.429.613;20.650.642;1.274.368;171.224;1.274.368;18,19%;28,81%;497;311
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2002;20.014.901;7.488.517;18.807.496;12.779.581;1.207.405;126.013;1.809.450;12,25%;46,79%;998;584
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;06/2002;18.196.972;6.811.207;16.742.605;13.690.502;1.454.367;169.778;1.596.293;13,58%;22,26%;12;0
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;06/2002;15.595.579;7.895.535;14.209.657;10.882.838;1.385.922;139.860;1.963.535;15,88%;25,78%;300;59
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2002;14.143.286;2.019.741;12.764.549;9.348.330;1.378.738;110.768;1.378.738;15,40%;1,15%;7;0
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;06/2002;13.752.225;5.989.111;11.329.705;10.090.985;2.422.520;56.431;2.422.520;26,23%;21,72%;462;40
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2002;10.843.587;6.325.905;9.785.668;6.619.240;1.057.919;25.548;1.057.919;16,82%;13,83%;174;4
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;06/2002;9.811.471;3.311.606;8.996.998;5.849.885;814.473;162.417;814.473;11,07%;8,92%;5;0
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2002;9.597.477;3.757.500;8.997.694;7.880.304;599.783;55.339;599.783;14,46%;26,81%;359;222
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;06/2002;8.180.293;140.319;6.977.066;4.115.456;1.203.227;267.807;1.203.227;20,94%;6,77%;13;1
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;06/2002;7.374.061;1.036.141;6.914.154;4.185.170;459.907;75.264;616.488;14,85%;12,47%;8;0
