Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;06/2019;89.354.835;2.206.913;84.338.325;29.740.666;5.016.510;146.633;11;0
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;06/2019;78.899.589;10.738.256;69.735.008;38.726.620;9.164.581;705.902;129;22
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;06/2019;78.645.177;34.237.212;71.125.996;61.435.867;7.519.181;655.348;522;139
REDECARD S.A.;1425787;n4;;I;2;SAO PAULO;SP;06/2019;66.115.798;0;49.063.260;0;17.052.537;649.746;1;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;06/2019;59.679.411;10.549.801;54.951.629;16.709.874;4.727.782;744.777;296;2
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;06/2019;51.495.898;8.219.342;49.625.626;42.321.603;1.870.273;81.821;6;0
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;06/2019;47.533.149;3.245.760;43.464.426;14.599.413;4.068.722;384.072;10;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;06/2019;46.406.517;10.782.776;45.163.599;41.965.867;1.242.918;27.688;6;0
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;06/2019;44.669.648;16.785.233;40.422.814;21.398.676;4.246.835;212.659;7;0
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;06/2019;34.916.050;13.633.293;31.033.833;22.360.794;3.882.217;252.279;13;0
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;06/2019;34.380.207;2.206.651;32.707.321;5.677.687;1.672.887;44.960;5;0
ING;51073;b1;S3;C;3;SAO PAULO;SP;06/2019;32.825.869;4.211.992;31.877.943;8.464.009;947.926;38.335;4;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;06/2019;32.111.198;21.524.332;28.739.262;22.079.082;3.371.936;187.419;18;0
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;S4;I;3;RIO DE JANEIRO;RJ;06/2019;31.451.444;0;30.116.159;22.111.344;1.335.285;94.977;4;0
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;06/2019;31.173.198;19.656.696;27.655.200;23.232.687;3.517.999;378.748;46;0
PAN;31323;b1;S3;C;2;SAO PAULO;SP;06/2019;30.505.929;22.230.039;26.279.372;21.367.755;4.226.557;213.814;4;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;06/2019;27.801.411;4.198.106;26.270.504;25.439.796;1.530.907;108.993;125;36
GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.;10440482;n4;;I;2;SAO PAULO;SP;06/2019;24.448.998;53.627;22.054.294;69.117;2.394.704;301.099;0;0
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;06/2019;23.243.633;181.234;19.764.672;13.461.302;3.478.961;162.483;4;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;06/2019;22.582.937;699.531;19.848.139;8.361.029;2.734.798;138.162;4;0
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;06/2019;22.566.815;1.721.036;21.056.267;6.593.030;1.510.548;11.832;2;0
CCB;32119;b1;S3;C;3;SAO PAULO;SP;06/2019;21.905.726;8.161.390;20.305.934;16.162.714;1.599.792;-98.647;14;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;06/2019;20.172.766;3.299.672;18.163.878;5.665.095;2.008.888;59.191;121;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;06/2019;17.969.992;15.601.295;15.137.717;11.661.129;2.832.275;295.442;2;0
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;06/2019;17.950.232;362.446;16.155.320;4.108.977;1.794.912;58.393;4;0
BMG;30290;b1;S3;C;2;SAO PAULO;SP;06/2019;17.331.031;10.260.506;14.631.182;10.941.452;2.699.850;138.885;36;0
STONE PAGAMENTOS S.A.;16501555;n4;;I;2;SAO PAULO;SP;06/2019;17.211.328;0;14.746.155;453.591;2.465.174;264.644;1;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;06/2019;16.842.735;13.408.943;14.057.204;13.132.057;2.785.531;109.582;4;0
BRB;31976;b1;S3;C;1;BRASILIA;DF;06/2019;15.919.105;9.092.422;14.420.196;12.112.032;1.498.909;160.902;127;7
SOCIETE GENERALE;31859;b1;S3;C;3;SAO PAULO;SP;06/2019;15.899.985;1.604.336;14.438.890;4.017.825;1.461.094;123.778;4;0
NU PAGAMENTOS S.A.;18236120;n4;;I;2;SAO PAULO;SP;06/2019;15.739.322;8.553.598;14.770.746;5.286.562;968.576;-139.514;1;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;06/2019;15.474.225;7.961.338;12.983.052;12.014.673;2.491.173;62.931;45;1
PAGSEGURO INTERNET S.A.;8561701;n4;;I;2;SAO PAULO;SP;06/2019;14.004.978;373;7.182.381;1.740.013;6.822.596;617.794;1;0
BANCO GMAC S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;06/2019;13.398.546;10.543.506;10.956.271;7.862.893;2.442.275;199.454;2;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;06/2019;11.916.770;6.585.062;9.684.614;8.979.287;2.232.157;3.601;4;0
BANCO CLASSICO S.A.;31597552;b1;S3;I;2;RIO DE JANEIRO;RJ;06/2019;11.811.046;0;4.448.101;1.408.712;7.362.945;6.641;2;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;06/2019;10.949.678;10.597.553;9.151.409;8.580.178;1.798.269;112.467;4;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;06/2019;10.698.903;0;10.304.980;0;393.924;6;0;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;06/2019;10.267.105;3.178.578;9.459.467;7.062.270;807.638;-70.639;8;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;06/2019;9.682.494;5.260.398;8.787.862;7.108.206;894.632;53.697;161;85
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;06/2019;9.491.213;8.429.570;7.061.247;1.404.558;2.429.966;263.640;2;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;S3;I;3;SAO PAULO;SP;06/2019;9.129.133;1.650.763;7.508.975;3.023.805;1.620.158;26.604;2;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;06/2019;8.884.974;8.674.130;7.529.528;7.112.983;1.355.447;43.779;2;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;06/2019;8.274.877;1.619.865;1.677.881;1.572.311;6.596.996;34.582;64;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;06/2019;8.142.178;1.417.346;6.371.852;5.185.750;1.770.326;17.448;2;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S3;I;1;BELEM;PA;06/2019;8.076.798;4.468.350;6.795.835;6.442.143;1.280.962;149.390;122;34
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S4;I;3;SAO PAULO;SP;06/2019;7.954.055;6.719.718;7.133.607;6.333.908;820.447;75.996;2;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;06/2019;7.606.151;0;7.377.343;0;228.808;0;0;0
JOHN DEERE;50071;b1;S3;C;3;INDAIATUBA;SP;06/2019;7.454.025;7.423.881;6.188.326;6.067.410;1.265.699;131.541;4;0
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;06/2019;7.277.026;4.153.151;6.656.838;6.052.960;620.188;38.163;8;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;06/2019;7.165.662;55.352;6.796.330;1.732.354;369.332;25.094;0;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;06/2019;6.995.556;2.667.545;5.990.783;4.824.538;1.004.773;11.900;2;0
INTER;51884;b1;S4;C;2;BELO HORIZONTE;MG;06/2019;6.760.945;3.888.972;5.787.847;5.071.854;973.098;46.179;28;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;06/2019;6.716.621;6.536.253;5.916.102;1.535.003;800.519;113.368;4;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;06/2019;6.654.558;125.983;6.115.470;148.013;539.088;17.114;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;S4;I;3;SAO PAULO;SP;06/2019;6.430.247;1.869.011;5.330.969;3.220.451;1.099.278;23.341;2;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;06/2019;6.294.093;4.755.451;4.552.107;3.814.226;1.741.986;7.605;2;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;06/2019;6.239.296;3.418.425;4.791.273;4.466.067;1.448.023;134.070;4;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;06/2019;5.972.598;3.071.088;4.380.695;3.464.164;1.591.903;90.853;0;63
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;06/2019;5.952.383;3.440.420;5.238.510;4.985.565;713.874;60.487;18;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;06/2019;5.907.751;2.373.026;500.032;31.178;5.407.719;368.967;4;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;06/2019;5.761.781;5.379.292;4.818.219;4.403.761;943.562;57.886;3;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;06/2019;5.592.381;2.934.216;4.177.711;3.833.040;1.414.670;148.918;0;93
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;06/2019;5.583.620;276.805;5.358.956;2.803;224.665;3.158;0;1
BANCO FIDIS S/A;62237425;b2;S4;I;3;BETIM;MG;06/2019;5.511.420;5.205.901;4.777.513;4.485.677;733.908;77.679;3;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;06/2019;5.494.550;2.432.963;5.129.999;4.643.516;364.552;41.360;64;9
MIZUHO;51554;b1;S4;I;3;SAO PAULO;SP;06/2019;5.199.618;1.398.672;4.494.082;3.448.183;705.536;16.227;2;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;06/2019;4.918.318;3.853.113;4.028.944;3.840.811;889.374;87.031;4;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;06/2019;4.726.611;0;4.465.459;4.268.535;261.151;8.054;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;06/2019;4.560.035;4.281.112;3.678.103;1.461.171;881.932;124.746;2;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;06/2019;4.324.954;312.682;3.807.437;3.492.924;517.517;13.971;6;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;06/2019;4.043.035;3.756.943;3.008.055;2.900.840;1.034.980;60.792;2;0
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;06/2019;3.990.619;70.301;3.666.512;170.761;324.107;0;0;0
BANCO CARGILL S.A.;3609817;b1;S4;I;3;SAO PAULO;SP;06/2019;3.639.262;1.538.966;3.057.061;1.316.699;582.201;74.037;2;0
MODAL;51963;b1;S4;C;2;RIO DE JANEIRO;RJ;06/2019;3.621.736;351.431;3.271.282;2.603.651;350.454;1.547;6;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;06/2019;3.589.131;2.545.877;3.067.514;2.168.606;521.617;22.521;0;32
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;06/2019;3.573.181;2.443.051;3.053.956;2.935.919;519.225;28.120;11;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;06/2019;3.449.999;2.917.763;2.816.665;839.928;633.334;42.088;2;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;06/2019;3.432.881;0;3.310.381;0;122.501;-110;0;0
SCANIA BANCO S.A.;11417016;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;06/2019;3.310.814;3.185.461;2.994.486;2.884.686;316.328;28.115;2;0
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;06/2019;3.300.530;2.740.412;2.985.616;2.488.117;314.914;37.649;6;0
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;06/2019;3.289.258;92.680;3.109.602;201.938;179.656;8.931;0;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;06/2019;3.211.793;8.511;3.086.039;2.234.840;125.754;6.114;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;06/2019;3.201.514;2.163.312;2.775.154;1.859.432;426.360;24.856;0;97
MÁXIMA;50201;b1;S4;C;2;RIO DE JANEIRO;RJ;06/2019;3.152.916;799.433;2.959.582;2.694.486;193.334;8.057;6;1
GRUPO BONSUCESSO - BS2;52034;b1;S4;C;2;BELO HORIZONTE;MG;06/2019;3.078.724;661.006;2.674.022;2.244.534;404.702;491;7;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;06/2019;3.046.731;1.876.113;2.583.827;1.983.773;462.904;7.681;2;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;06/2019;2.979.674;0;2.859.129;0;120.545;1.475;0;0
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;06/2019;2.946.892;14.341;2.829.527;0;117.364;4.742;0;0
MERCADOPAGO.COM REPRESENTACOES LTDA.;10573521;n4;;I;2;OSASCO;SP;06/2019;2.869.949;66.112;2.707.116;1.654.088;162.833;34.347;1;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;S4;I;1;PORTO ALEGRE;RS;06/2019;2.807.303;2.061.123;2.073.838;1.932.966;733.465;24.620;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;06/2019;2.787.504;1.903.995;2.379.797;1.798.798;407.706;37.808;0;61
BANCO ABN AMRO S.A.;3532415;b1;S4;I;3;SAO PAULO;SP;06/2019;2.775.326;658.731;2.159.789;1.366.856;615.538;15.401;2;0
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;06/2019;2.734.659;946.393;2.416.047;1.577.539;318.612;34.079;13;1
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;06/2019;2.714.114;1.075.482;2.302.607;2.248.442;411.507;35.988;0;33
BANCO CATERPILLAR S.A.;2658435;b2;S4;I;3;SAO PAULO;SP;06/2019;2.694.198;1.682.679;1.814.002;1.703.615;880.196;27.338;2;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;06/2019;2.670.299;95.397;2.493.691;0;176.608;1.994;0;0
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;06/2019;2.668.594;2.140.007;2.198.923;1.893.953;469.671;54.395;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;06/2019;2.630.284;1.963.218;2.005.643;1.122.071;624.641;60.938;0;27
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;06/2019;2.606.342;1.219.089;2.198.237;1.920.747;408.106;40.407;0;42
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;06/2019;2.585.201;940.649;2.005.224;1.858.356;579.976;47.712;0;27
AGIBANK;51956;b1;S4;C;2;PORTO ALEGRE;RS;06/2019;2.503.598;1.831.466;2.022.034;1.855.202;481.563;13.893;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;06/2019;2.503.161;1.484.021;2.035.858;1.890.881;467.303;30.033;0;34
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;06/2019;2.399.855;2.343.144;1.968.735;297.385;431.120;85.469;2;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;06/2019;2.376.044;1.683.616;1.818.700;1.759.189;557.344;46.175;0;5
INDUSVAL;50531;b1;S4;C;2;SAO PAULO;SP;06/2019;2.370.866;306.040;2.052.160;1.946.849;318.706;-77.230;11;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;06/2019;2.349.949;1.109.416;1.659.740;1.582.147;690.209;49.784;0;46
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;06/2019;2.304.685;1.599.100;1.995.222;1.415.236;309.463;12.267;0;88
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;06/2019;2.257.805;1.466.677;1.940.754;1.676.056;317.051;42.623;0;76
HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;53518684;b2;S4;I;3;SAO PAULO;SP;06/2019;2.212.317;41.709;1.117.775;124.943;1.094.542;11.119;2;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;S4;I;3;SAO PAULO;SP;06/2019;2.192.209;482.235;2.069.841;1.007.859;122.368;2.656;2;1
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;06/2019;2.165.149;1.187.877;1.842.688;1.518.392;322.461;39.913;0;31
SOCOPA;50328;b1;S4;C;2;SAO PAULO;SP;06/2019;2.139.938;460.110;1.900.562;1.428.502;239.376;14.372;4;0
BANCO CBSS S.A.;27098060;b2;S4;I;3;BARUERI;SP;06/2019;2.112.718;1.448.167;1.725.450;1.016.083;387.268;-2.264;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;06/2019;2.106.269;1.376.819;1.686.374;1.153.602;419.895;44.868;0;44
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;06/2019;2.068.742;589.105;1.623.155;1.452.893;445.587;36.134;0;21
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;S4;I;1;CURITIBA;PR;06/2019;2.041.309;1.129.390;365.196;244.365;1.676.113;38.812;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;06/2019;1.990.221;919.877;1.590.258;1.077.557;399.964;42.434;0;15
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;06/2019;1.916.248;23.663;1.869.344;0;46.904;-34;0;0
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;S4;I;2;PORTO ALEGRE;RS;06/2019;1.897.922;7.183;1.813.370;0;84.552;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;06/2019;1.891.695;1.014.330;1.621.347;1.278.342;270.347;25.774;0;30
BANCO RODOBENS S.A.;33603457;b1;S4;I;2;SAO PAULO;SP;06/2019;1.841.467;1.213.793;1.251.070;1.105.780;590.397;24.729;2;0
COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;23522214;b1;S4;I;3;SAO PAULO;SP;06/2019;1.832.924;211.716;1.643.840;466.564;189.084;-24.829;2;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;S4;I;1;SAO PAULO;SP;06/2019;1.829.379;1.258.685;728.799;594.154;1.100.580;18.918;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;06/2019;1.820.755;1.261.797;1.382.433;881.241;438.322;52.323;0;29
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;S4;I;2;LONDRINA;PR;06/2019;1.761.683;0;1.711.531;0;50.152;149;0;1
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;06/2019;1.752.848;2.670;1.636.625;0;116.223;644;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;06/2019;1.737.361;1.180.081;1.496.354;1.126.300;241.007;27.031;0;46
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;06/2019;1.728.234;1.155.929;1.276.084;1.049.172;452.151;47.110;0;17
BANCO A.J. RENNER S.A.;92874270;b1;S4;I;2;PORTO ALEGRE;RS;06/2019;1.722.152;1.192.801;1.540.440;1.144.141;181.712;24.725;3;12
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74064502;b3S;S5;I;2;FLORIANOPOLIS;SC;06/2019;1.708.309;569.369;1.414.132;1.373.829;294.177;22.273;0;13
BMW;51420;n1;S4;C;3;SAO PAULO;SP;06/2019;1.674.942;1.587.069;1.281.682;1.188.543;393.259;20.954;4;0
