Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2018;682.719.633;362.691.353;66.363.763;112.215.145;76.269.786;28.367.348;7.202.202;10.210.781;3.866.394;15.532.862;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2018;623.604.844;295.265.464;59.113.136;128.042.196;53.267.429;12.777.380;9.767.925;4.739.740;4.116.010;18.259.868;38.255.696
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2018;548.500.232;126.222.320;132.456.965;16.882.759;14.650.264;8.229.306;4.088.317;3.878.921;4.011.241;11.942.545;226.137.593
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2018;448.724.951;108.257.157;128.305.940;39.035.147;37.966.734;7.046.085;5.489.934;3.817.555;3.285.415;17.141.882;98.379.101
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2018;298.796.087;42.368.911;88.998.874;112.116.836;27.079.886;4.280.807;13.337.396;289.638;0;10.323.738;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2018;297.273.533;95.044.425;98.568.030;23.672.395;21.885.872;11.413.231;4.783.036;2.383.806;1.779.790;9.207.132;28.535.816
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2018;68.168.528;35.753.915;17.102.094;3.437.018;1.130.495;787.791;71.972;52.388;48.785;1.097.048;8.687.022
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2018;49.919.215;4.440.241;21.463.915;8.639.048;8.478.969;1.262.456;896.060;396.232;1.139.268;1.554.953;1.648.073
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2018;30.916.211;2.304.944;20.122.297;3.619.041;1.154.694;943.375;607.779;225.928;297.285;1.519.511;121.356
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2018;20.476.156;2.519.778;4.307.053;11.139.486;834.552;730.374;386.812;59.718;27.769;470.615;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;09/2018;19.411.406;0;16.158.259;701.993;536.789;418.623;336.722;287.671;211.954;759.394;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2018;18.198.583;1.406.681;3.222.276;1.539.504;1.393.006;1.274.768;381.628;308.674;41.993;183.383;8.446.671
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2018;17.510.095;5.222.001;10.218.344;1.183.675;191.659;74.555;48.209;184.481;44.302;342.870;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2018;16.473.523;399;7.540.277;6.308.664;1.253.330;285.524;77.265;66.970;55.017;592.843;293.233
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;09/2018;13.897.039;811.131;8.156.977;2.369.059;1.409.238;397.897;264.912;99.818;36.660;351.346;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;09/2018;13.476.872;6.301.133;5.576.049;599.463;407.392;147.400;111.282;31.784;50.409;251.961;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;09/2018;12.550.001;4.912.722;6.167.170;861.356;320.690;176.239;11.756;18.998;9.707;71.363;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;09/2018;12.499.858;605.687;3.575.466;4.176.999;1.423.974;312.234;160.373;16.785;40.279;40.788;2.147.272
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;09/2018;10.446.830;3.818.109;4.347.203;1.044.062;332.267;234.492;56.996;63.760;39.404;510.536;0
