Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;03/2014;70.614.406;144.111.158;26.210.815;231.063.247;7.117.325;479.116.950;271.764.528;8.057.405;87.749.921;2.344.732;30.626.506;2.412;128.780.976;106.653.694;986.316.149;3.281.222;179.474.386;1.169.071.757;407.757;72.096.740;1.241.576.254
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2014;57.027.196;108.931.513;5.493.210;121.109.644;569.058;293.130.621;303.048.091;8.588.667;7.355.187;23.577.755;14.327.096;998.335;54.847.040;76.184.245;727.209.998;12.638.504;203.155.004;943.003.505;1.100.181;89.836.290;1.033.939.976
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2014;24.310.490;214.614.189;3.394.763;122.177.665;10.360.260;374.857.368;136.886.164;58.931.788;0;28.466.851;6.245.340;3.119.281;96.763.260;168.601.295;777.108.088;165.944;106.229.122;883.503.154;0;26.686.870;910.190.024
BRADESCO;10045;b1;;C;2;OSASCO;SP;03/2014;38.782.505;82.098.296;658.242;98.128.638;73.389;219.741.070;256.182.852;7.023.452;4.643.358;48.209.686;10.410.532;760.636;71.047.663;56.713.579;603.685.164;3.894.067;109.019.850;716.599.082;556.915;73.529.854;790.685.851
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2014;0;0;50.000;0;18.827.030;18.877.030;7.107.685;0;273.752;0;17.192.824;0;17.466.576;437.674.482;481.125.773;329.470;244.347.009;725.802.253;0;39.640.735;765.442.987
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;03/2014;14.252.795;35.023.334;3.825.708;80.240.375;137.997;133.480.210;93.678.286;18.892.638;1.740.185;30.498.498;11.505.394;1.154.976;63.791.691;29.987.110;320.937.296;4.531.931;119.487.255;444.956.482;315.025;58.180.516;503.452.022
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2014;11.663.105;7.252.571;339.604;37.656.087;221.913;57.133.280;7.085.902;3.526.332;1.544.986;26.297.265;1.761.437;0;33.130.020;8.375.140;105.724.342;5.884.350;45.812.856;157.421.549;0;9.973.788;167.395.337
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2014;667.190;1.523.531;4.125.883;3.529.991;268;9.846.862;58.149.039;2.032.439;3.118.725;13.206.317;3.090.892;310.121;21.758.494;15.992.026;105.746.421;6.337.026;11.862.865;123.946.313;29.221;7.832.394;131.807.928
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;03/2014;156.580;0;395.623;19.832.497;0;20.384.700;34.565.097;521.671;2.047.634;7.543.685;5.794.048;18.940;15.925.977;5.464.747;76.340.522;8.417.961;27.163.738;111.922.221;108.457;13.007.339;125.038.017
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2014;176.439;0;2.472.238;4.268.231;0;6.916.908;29.350.097;169.569;2.567.565;13.152.879;6.020.603;1.545.956;23.456.571;6.125.850;65.849.427;1.390.425;31.278.671;98.518.523;31.562;7.339.035;105.889.119
