Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2017;699.937.601;341.307.425;86.419.292;111.827.419;28.722.383;131.258.081;403.001;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2017;615.254.117;286.068.048;80.619.831;74.709.017;29.155.580;110.762.303;300.563;33.638.774
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2017;502.780.994;192.837.812;21.217.559;37.525.533;9.446.197;40.914.969;626.065;200.212.860
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2017;405.042.015;185.748.554;27.097.297;47.918.940;15.977.845;50.600.276;658.047;77.041.056
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2017;316.591.664;183.580.787;33.582.238;42.740.085;5.554.785;26.300.723;24.833.047;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2017;262.143.391;155.673.625;16.175.299;24.568.869;6.922.814;37.491.352;246.908;21.064.526
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2017;53.943.687;29.923.099;2.993.129;3.569.954;971.187;7.364.189;4.772;9.117.357
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2017;47.052.749;23.849.886;3.776.483;7.239.353;1.582.900;9.014.515;22.933;1.566.679
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2017;29.625.570;3.256.334;623.324;1.028.788;429.034;24.146.790;26.913;114.385
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;09/2017;18.527.509;8.815.092;2.054.647;3.680.753;1.254.810;2.712.230;9.977;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;09/2017;17.249.334;13.123.284;640.054;1.108.581;479.814;1.810.548;87.052;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2017;15.692.946;6.229.735;6.490.733;1.321.053;57.233;1.594.192;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;09/2017;13.948.573;443.268;350.403;14.730;4.176;13.134.001;1.995;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2017;13.311.604;7.078.299;1.258.111;2.274.264;733.191;1.832.444;3.912;131.383
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2017;13.117.720;4.899.970;3.010.658;219.427;119.704;252.090;28.820;4.587.051
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2017;13.091.473;6.821.411;704.336;2.558.037;663.224;2.321.702;22.762;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;09/2017;12.857.115;5.841.108;1.149.668;2.320.030;827.306;2.715.558;3.444;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;09/2017;12.620.595;6.517.156;653.057;810.470;94.819;2.095.521;1;2.449.571
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;09/2017;10.729.596;1.943.856;97.780;8.456.582;120.433;109.598;1.348;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;09/2017;8.768.317;344.906;8.273.478;68.986;59.230;20.656;1.061;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;09/2017;8.660.933;3.846.529;917.699;1.664.776;673.556;1.556.326;2.048;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;09/2017;8.256.177;4.339.601;859.115;1.579.309;647.630;825.187;5.334;0
