Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;03/2015;4.301.120;4.139.395;11.056;49.218;60.148;11.379;29.924;0
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;03/2015;4.274.035;1.858.176;524.078;795.223;220.091;876.144;323;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;03/2015;4.236.016;3.296.899;188.725;314.645;52.570;241.140;142.037;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;03/2015;4.230.567;2.378.023;314.395;387.325;118.341;322.788;709.695;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;03/2015;4.047.095;1.455.178;447.381;540.644;244.375;1.359.334;184;0
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;03/2015;3.991.561;3.537.513;54.112;121.594;55.949;222.362;30;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;03/2015;3.791.014;1.499.831;521.165;784.268;332.759;651.091;1.900;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;03/2015;3.764.057;1.004.546;116.661;132.695;25.244;2.396.744;88.166;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;03/2015;3.708.593;190.492;7.174;50.959;934;3.459.026;8;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;03/2015;3.671.498;1.395.929;368.937;526.595;395.756;984.258;23;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;03/2015;3.665.273;3.131.869;54.968;122.838;13.778;318.158;23.662;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;03/2015;3.554.106;1.242.080;712.313;514.968;1.024.751;56.831;3.164;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;03/2015;3.496.375;1.949.687;121.157;19.621;7.058;155.910;2;1.242.940
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;03/2015;3.231.226;1.194.334;511.875;920.173;337.655;250.979;16.211;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;03/2015;2.835.851;939.676;67.895;8.615;56.702;48.890;2;1.714.071
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;03/2015;2.775.758;1.637.887;354.708;134.461;20.545;426.518;6;201.632
ORIGINAL;51.781;b1;C;2;;199;SAO PAULO;SP;03/2015;2.674.476;1.456.233;665.367;351.708;65.855;130.738;4.575;0
ING;51.073;b1;C;3;;199;SAO PAULO;SP;03/2015;2.381.447;2.116.105;0;235.047;0;30.295;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;03/2015;2.181.951;367.857;122.637;379.751;95.858;87.389;1.128.458;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;03/2015;2.042.859;708.980;265.694;172.286;75.392;820.507;0;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;03/2015;2.006.447;1.974.688;25.601;639;1.255;3.829;435;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;03/2015;1.896.462;813.648;201.368;285.353;77.294;518.056;743;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;03/2015;1.894.131;1.412.397;117.608;97.445;49.973;215.898;811;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;03/2015;1.854.498;1.477.850;218.791;56.291;27.987;73.579;0;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;03/2015;1.840.737;706.442;541.404;542.449;7.051;43.390;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;03/2015;1.830.764;3.079;796;1.727.869;165;306;98.548;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;03/2015;1.806.157;1.355.319;32.244;97.378;12.907;308.309;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;03/2015;1.743.434;8.997;1.884;6.325;1.833;1.714.619;9.776;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;03/2015;1.711.765;836.546;110.563;339.596;128.001;196.764;100.294;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;;8;SAO PAULO;SP;03/2015;1.658.284;593.224;348.828;281.278;291.834;142.619;500;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;03/2015;1.637.315;1.098.383;191.594;130.232;12.746;148.369;55.990;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;03/2015;1.566.029;623.235;156.546;249.429;75.726;461.093;0;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;03/2015;1.498.270;1.003.962;128.438;71.068;171.356;111.280;12.165;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;03/2015;1.435.985;510.902;129.046;315.233;139.707;115.904;225.193;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;03/2015;1.419.621;1.401.733;16.532;127;360;406;463;0
BES;51.482;b2;C;3;;198;SAO PAULO;SP;03/2015;1.417.553;766.169;21.026;129.596;47.067;144.777;0;308.917
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;03/2015;1.390.837;1.272.732;14.870;48.525;0;54.710;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;03/2015;1.251.297;3.893;1.217.466;10.887;2.012;14.054;2.986;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;03/2015;1.250.745;697.366;206.324;161.093;214;163.818;14;21.917
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;03/2015;1.180.961;426.467;227.174;316.146;67.177;143.047;950;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;03/2015;1.160.162;1.021.236;11.501;25.611;955;100.636;224;0
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;03/2015;1.153.228;655.118;100.855;131.620;35.230;230.207;199;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;03/2015;1.073.610;1.068.247;254;2.349;1.915;274;570;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;03/2015;1.058.111;172.785;599.760;116.475;43.553;124.355;1.185;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;03/2015;1.038.140;480.050;68.618;34.064;16.047;262.486;176.875;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;03/2015;1.020.162;1.015.630;0;158;0;4.374;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;;9;MARINGA;PR;03/2015;973.730;113.622;13.382;326;3.106;838.176;5.117;0
MIZUHO;51.554;b1;I;3;;199;SAO PAULO;SP;03/2015;940.132;700.631;58.010;117.275;57.107;0;0;7.110
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;;8;SAO PAULO;SP;03/2015;909.938;652.738;13.171;48.098;0;195.932;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;03/2015;865.660;154;74;40;2.830;862.252;309;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;03/2015;860.760;374.807;68.077;135.728;75.560;206.515;73;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;03/2015;818.614;74.166;8.432;679;777;730.225;4.335;0
CAIXA GERAL;51.815;b1;C;3;;199;SAO PAULO;SP;03/2015;781.206;559.863;20.514;99.677;2.128;99.020;4;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;03/2015;750.087;92.799;8.374;9.739;3.990;622.633;12.552;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;03/2015;721.940;3.339;47.787;0;97;669.788;929;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;03/2015;706.243;2.554;1.566;5.614;188;692.635;3.687;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;03/2015;694.948;0;1.430;0;697;692.822;0;0
BANCO BONSUCESSO S.A.;71.027.866;b1;I;2;;8;BELO HORIZONTE;MG;03/2015;655.088;343.317;35.370;113.790;46.882;56.051;59.678;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;;9;CRUZ ALTA;RS;03/2015;628.807;547;625;10;1.299;624.829;1.497;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;03/2015;626.174;1.585;165;180;27;619.767;4.450;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;;9;GOIANIA;GO;03/2015;619.862;2.931;523.998;826;91.662;258;187;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;;9;LINHARES;ES;03/2015;609.115;599.651;2.193;5.727;669;200;675;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;;9;SORRISO;MT;03/2015;606.908;2.123;587.825;187;870;14.013;1.888;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;;9;CHAPECO;SC;03/2015;604.166;600;1.299;71;518;601.237;441;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;03/2015;573.318;561.519;10.822;3;618;34;323;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;;9;PALOTINA;PR;03/2015;572.098;32.664;3.947;1.664;1.134;529.793;2.897;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35.571.249;b3S;I;2;;9;JOAO PESSOA;PB;03/2015;570.198;132;117;568.611;956;25;357;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;;30;SALVADOR;BA;03/2015;566.977;38.231;18.391;497.513;1.759;8.890;2.192;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;;9;DOURADOS;MS;03/2015;565.146;15.262;516.685;44;1.011;28.478;3.667;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;03/2015;557.639;190.757;65.311;159.920;82.254;55.380;4.018;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;;9;SANTA MARIA;RS;03/2015;549.063;565;654;75;64;544.941;2.764;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;;9;CANARANA;MT;03/2015;519.732;14.865;481.346;2.260;1.917;17.582;1.762;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;03/2015;514.375;510.939;138;2.171;577;96;454;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2.398.976;b3S;I;2;;9;LONDRINA;PR;03/2015;503.126;44.377;1.169;152;143;457.091;194;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;03/2015;502.201;499.805;237;285;747;183;943;0
BANCO MODAL S.A.;30.723.886;b1;I;2;;8;RIO DE JANEIRO;RJ;03/2015;500.901;385.366;0;62.100;22.722;30.713;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;;9;ERECHIM;RS;03/2015;500.426;546;1.336;107;3.088;493.399;1.950;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;;8;SAO PAULO;SP;03/2015;497.227;341.515;9.073;6.913;0;139.726;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;03/2015;490.054;1.407;1.399;248;334;486.277;388;0
BOFA MERRILL LYNCH;51.255;b1;C;3;;199;SAO PAULO;SP;03/2015;489.324;409.261;80.043;0;0;17;3;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;03/2015;487.073;406.161;45.896;29.252;725;4.237;804;0
BANCO RANDON S.A.;11.476.673;b1;I;2;;8;CAXIAS DO SUL;RS;03/2015;451.110;217.690;43.088;19.363;17.039;153.926;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;;9;ITAQUI;RS;03/2015;448.240;2.750;16;38;0;443.001;2.435;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;;9;CARLOS BARBOSA;RS;03/2015;441.866;116;440;84;96;439.087;2.043;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43.818.780;b2;I;3;;8;BARUERI;SP;03/2015;430.349;311.460;17.126;25.927;6.109;69.720;7;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74.114.042;b3S;I;2;;9;ITAJAI;SC;03/2015;429.320;1.295;397;87;129;427.086;327;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32.467.086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;03/2015;429.164;428.319;180;235;6;81;343;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74.064.502;b3S;I;2;;9;FLORIANOPOLIS;SC;03/2015;428.031;573;121;63;130;426.793;350;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31.804.966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;03/2015;412.092;410.186;51;1.024;72;164;596;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT/RO;70.431.630;b3S;I;2;;9;JUINA;MT;03/2015;405.229;6.469;312.150;176;74.723;9.190;2.521;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37.442.605;b3S;I;2;;9;COLIDER;MT;03/2015;397.797;5.993;340.680;263;41.009;7.632;2.220;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3.459.850;b3S;I;2;;9;MARINGA;PR;03/2015;393.028;5.766;7.179;17;74;378.977;1.014;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32.995.755;b3S;I;2;;9;TANGARA DA SERRA;MT;03/2015;392.423;2.694;378.441;280;1.394;7.476;2.137;0
RENDIMENTO;51.468;b1;C;2;;199;SAO PAULO;SP;03/2015;392.266;346.107;9.542;612;21.683;13.217;1.105;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42.898.825;b3S;I;2;;9;BELO HORIZONTE;MG;03/2015;392.204;390.186;277;600;89;64;988;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36.900.256;b3S;I;2;;9;CUIABA;MT;03/2015;390.912;1.643;387.638;106;688;653;183;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81.466.286;b3S;I;2;;9;PONTA GROSSA;PR;03/2015;388.091;18.224;241;61;29;367.542;1.994;0
BANCO GUANABARA S.A.;31.880.826;b1;I;2;;8;RIO DE JANEIRO;RJ;03/2015;386.470;254.790;2.276;105.296;14.428;9.680;1;0
BANCO SEMEAR S.A.;795.423;b1;I;2;;8;BELO HORIZONTE;MG;03/2015;378.952;165.978;45.255;31.446;8.279;10.864;117.130;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87.733.770;b3S;I;2;;9;RODEIO BONITO;RS;03/2015;372.714;537;1.243;23;83;369.368;1.461;0
COOPERATIVA DE CRÉDITO E DE INVESTIMENTO DE LIVRE ADMISSÃO FRONTEIRAS DO IGUAÇU E SUDESTE PAULISTA - SICREDI FRONTEIRAS PR/SC/SP;82.527.557;b3S;I;2;;9;CAPANEMA;PR;03/2015;370.295;36.445;1.708;117;689;329.841;1.494;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24.795.049;b3S;I;2;;9;RIO VERDE;GO;03/2015;364.786;8.772;355.490;107;363;2;53;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89.049.738;b3S;I;2;;9;TRES DE MAIO;RS;03/2015;355.514;154;1.219;66;138;352.746;1.191;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32.983.165;b3S;I;2;;9;CAMPO VERDE;MT;03/2015;354.134;10.415;336.512;172;403;5.852;781;0
