Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Quantidade de Clientes;Quantidade de Operações;
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2019;41.387.441;120.130.135
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2019;38.149.198;114.934.074
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2019;19.943.452;47.184.186
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2019;18.045.469;38.942.728
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2019;15.965.916;43.464.056
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;09/2019;9.588.268;31.423.976
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;;41;SAO PAULO;SP;09/2019;7.377.096;13.162.777
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;09/2019;5.724.902;9.146.407
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;09/2019;4.116.047;5.932.370
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;09/2019;4.090.659;8.523.897
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2019;3.850.047;5.440.211
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;09/2019;3.767.345;7.556.541
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;09/2019;3.712.213;9.749.888
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2019;3.029.058;9.007.506
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2019;2.960.476;12.174.333
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;09/2019;2.924.950;7.135.973
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;09/2019;1.713.290;2.883.301
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;09/2019;1.693.270;2.416.990
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2019;1.619.294;2.590.610
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;09/2019;1.596.252;1.987.322
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;09/2019;1.492.688;2.053.937
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;09/2019;1.179.214;2.458.426
BANCO DIGIO S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;09/2019;1.102.346;1.850.311
DACASA FINANCEIRA;51.891;n1;C;2;S4;197;VITORIA;ES;09/2019;1.059.334;1.885.179
