Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;03/2014;10.469.650;288.366.729;101.945.222;566.197.137;-21.283.576;544.913.561;248.958;1.004.799;481.336;-24.424;1.710.669;164.229.976;98.897.424;31.524.359;1.242.057.590;481.336;1.241.576.254
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2014;15.866.986;182.990.798;172.397.672;352.067.453;-23.492.597;328.574.855;1.338.965;19.449.879;12.105.005;-621.340;32.272.509;165.824.233;88.366.110;59.751.819;1.046.044.981;12.105.005;1.033.939.976
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2014;10.130.627;81.847.366;150.665.753;511.504.839;-24.041.804;487.463.035;0;0;0;0;0;54.007.815;115.900.500;10.174.928;910.190.024;0;910.190.024
BRADESCO;10045;b1;;C;2;OSASCO;SP;03/2014;11.783.621;126.849.106;167.513.752;296.293.809;-19.689.554;276.604.256;97.694;10.135.146;5.101.985;-424.439;14.910.385;88.069.721;65.065.573;44.991.423;795.787.836;5.101.985;790.685.851
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2014;17.907;469.173;75.582.359;285.183.150;-1.985.218;283.197.933;0;0;0;0;0;24.586.686;298.598.971;82.989.959;765.442.987;0;765.442.987
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;03/2014;4.892.487;31.255.026;99.584.281;193.493.752;-14.426.260;179.067.492;67.798;7.806.886;4.233.462;-122.835;11.985.311;115.299.050;44.679.894;20.921.943;507.685.485;4.233.462;503.452.022
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2014;2.440.360;17.152.970;35.692.128;54.197.168;-3.647.989;50.549.180;17.056;1.344.397;585.033;-45.797;1.900.690;41.784.465;14.405.254;4.055.324;167.980.370;585.033;167.395.337
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2014;601.528;35.995.786;32.332.024;46.297.315;-1.471.167;44.826.148;34.005;1.273.016;907.348;-14.502;2.199.868;12.303.940;2.235.759;2.220.224;132.715.277;907.348;131.807.928
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;03/2014;434.909;35.672.523;40.587.350;12.977.013;-188.545;12.788.468;0;0;0;0;0;28.024.575;449.431;7.080.762;125.038.017;0;125.038.017
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2014;90.410;12.015.270;28.951.330;51.292.748;-3.578.830;47.713.919;27.807;1.995.807;1.270.365;-63.794;3.230.185;13.725.830;1.065.984;366.556;107.159.485;1.270.365;105.889.119
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;03/2014;823.042;10.025.459;15.652.884;11.143.224;-747.621;10.395.604;327;149.764;16.266;-2.045;164.312;16.747.628;3.948.492;754.109;58.511.531;16.266;58.495.265
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;03/2014;728.368;971.502;18.765.399;26.140.949;-1.503.208;24.637.742;409;138.502;62.914;-7.193;194.632;3.717.944;7.664.746;651.412;57.331.743;62.914;57.268.829
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;03/2014;117.667;8.470.672;12.208.221;11.275.508;-875.234;10.400.275;0;0;0;0;0;2.997.949;523.989;233.948;34.952.721;0;34.952.721
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;03/2014;263.119;3.677.605;3.596.112;1.617.738;-11.374;1.606.364;0;0;0;0;0;25.419.282;133.905;36.685;34.733.071;0;34.733.071
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;03/2014;150.397;12.846.312;8.488.784;797.973;-30.749;767.225;0;0;0;0;0;9.203.257;55.021;165.875;31.676.870;0;31.676.870
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;03/2014;843.265;11.842.515;6.375.348;4.019.768;-313.165;3.706.602;0;0;0;0;0;5.284.137;67.255;1.214.219;29.333.342;0;29.333.342
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;03/2014;4.210;2.002.286;161.861;22.124.113;-842.469;21.281.644;2.907;630.825;407.452;-18.920;1.022.264;2.418.157;235.900;162.913;27.289.235;407.452;26.881.782
BMG;30290;b1;;C;2;SAO PAULO;SP;03/2014;81.097;666.236;2.384.248;16.943.243;-801.118;16.142.125;114;7.319;4.744;-243;11.934;2.730.916;1.023.670;1.543.768;24.583.994;4.744;24.579.249
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;03/2014;22.221;8.249.687;3.278.508;11.432.616;-16.517;11.416.100;0;0;0;0;0;296.589;693.152;111.611;24.067.866;0;24.067.866
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;03/2014;42.256;2.225.637;4.916.430;6.584.213;-263.434;6.320.779;0;250.019;0;0;250.019;7.858.772;740.671;87.637;22.442.202;0;22.442.202
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;03/2014;44.513;707.964;1.073.117;14.772.887;-907.718;13.865.169;2.889;329.477;223.789;-17.838;538.316;4.549.035;611.083;1.119.046;22.508.242;223.789;22.284.454
BANCOOB;51750;b1;;C;2;BRASILIA;DF;03/2014;11.205;6.793.927;4.830.153;7.194.272;-34.179;7.160.092;0;0;0;0;0;774.462;1.162.537;71.819;20.804.196;0;20.804.196
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;03/2014;177.595;3.025.294;3.284.240;9.210.361;-170.231;9.040.130;0;0;0;0;0;2.676.920;99.577;96.632;18.400.388;0;18.400.388
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;03/2014;106.004;2.549.715;1.469.518;8.882.197;-445.285;8.436.911;0;0;0;0;0;2.945.198;593.153;236.703;16.337.202;0;16.337.202
BIC;32119;b1;;C;2;SAO PAULO;SP;03/2014;250.498;1.074.099;1.872.019;8.893.268;-379.349;8.513.919;3.963;429.093;118.538;-17.863;533.730;2.354.626;660.770;210.741;15.470.403;118.538;15.351.865
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;03/2014;12.030;2.327.254;1.651.341;7.455.413;-135.021;7.320.391;0;0;0;0;0;3.803.448;7.998;34.723;15.157.185;0;15.157.185
BANESTES;30159;b1;;C;1;VITORIA;ES;03/2014;296.943;3.636.667;4.795.723;3.909.079;-214.379;3.694.700;511;147.843;77.921;-7.645;218.630;911.034;876.992;206.905;14.637.596;77.921;14.559.675
ALFA;51293;b1;;C;2;SAO PAULO;SP;03/2014;12.984;132.455;5.180.827;6.928.973;-124.422;6.804.551;14.710;307.406;44.845;-3.936;363.026;810.193;131.598;263.465;13.699.099;44.845;13.654.254
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;03/2014;187.801;2.699.014;599.244;8.691.197;-649.919;8.041.278;23;1.318;1.236;-18;2.559;1.024.354;712.870;261.355;13.528.475;1.236;13.527.238
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;03/2014;9.972;163.498;224.454;10.408.744;-173.328;10.235.416;6.225;304.838;238.956;-2.597;547.422;1.744.391;222.955;160.623;13.308.731;238.956;13.069.775
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;03/2014;2.038;1.039.886;2.436.468;2.098.022;-193.211;1.904.812;887;569.734;76.214;-2.222;644.613;6.370.774;66.854;50.510;12.515.956;76.214;12.439.742
