Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;09/2017;44.372.548;5.423.268;42.884.388;37.790.668;1.488.160;40.583;5;0
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;09/2017;41.557.805;13.083.685;38.159.261;16.988.046;3.398.544;133.931;5;0
CREDIT SUISSE;30771;b1;S2;C;3;SAO PAULO;SP;09/2017;39.833.969;4.055.456;35.957.335;25.832.538;3.876.633;114.094;6;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;09/2017;38.400.089;8.042.397;37.121.394;35.372.917;1.278.696;18.641;5;0
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;09/2017;38.084.476;1.179.195;33.280.290;22.386.255;4.804.186;80.726;8;1
PAN;31323;b1;S3;C;2;SAO PAULO;SP;09/2017;27.304.531;18.527.760;23.782.119;19.093.635;3.522.413;111.269;3;0
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;09/2017;26.986.744;11.629.801;23.758.307;21.011.693;3.228.437;104.134;6;0
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;09/2017;23.814.013;13.310.853;20.891.068;17.391.406;2.922.945;143.635;39;0
ING;51073;b1;S3;C;3;SAO PAULO;SP;09/2017;23.329.131;2.206.601;22.524.016;4.481.958;805.115;643;2;0
SOCIETE GENERALE;31859;b1;S3;C;3;SAO PAULO;SP;09/2017;23.260.475;1.983.361;21.966.897;9.396.670;1.293.579;11.001;4;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;09/2017;22.087.515;3.868.201;20.702.270;19.951.088;1.385.245;39.439;131;25
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;09/2017;21.992.953;15.692.946;19.628.663;16.582.887;2.364.291;69.968;17;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;09/2017;20.904.506;1.001.783;19.468.937;8.236.353;1.435.569;21.927;2;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;09/2017;20.427.455;1.097.241;18.112.416;11.799.477;2.315.038;56.982;2;0
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;09/2017;18.831.295;1.332.160;17.955.615;3.999.068;875.679;8.464;3;0
CCB;32119;b1;S3;C;3;SAO PAULO;SP;09/2017;18.394.914;7.115.655;17.639.609;14.201.537;755.305;14.997;36;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;09/2017;16.834.451;13.948.573;14.311.957;13.668.231;2.522.494;38.627;3;0
BMG;30290;b1;S3;C;2;SAO PAULO;SP;09/2017;16.238.273;8.390.787;13.640.741;9.479.935;2.597.532;3.738;32;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;09/2017;16.194.159;3.217.161;14.229.344;4.653.253;1.964.814;-6.120;119;1
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;09/2017;15.401.534;12.990.129;12.439.359;9.007.437;2.962.175;100.957;1;0
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;09/2017;14.508.158;0;13.033.388;4.632.837;1.474.770;15.763;3;0
BRB;31976;b1;S3;C;1;BRASILIA;DF;09/2017;13.807.838;8.768.332;12.551.457;10.566.788;1.256.381;71.630;124;4
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;09/2017;13.056.136;7.146.323;10.724.078;9.851.833;2.332.059;30.959;40;1
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;09/2017;12.754.106;0;9.773.357;6.119.144;2.980.749;57.523;2;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;09/2017;12.595.013;256.569;12.233.487;0;361.526;0;0;0
BANCO GMAC S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;09/2017;11.771.302;9.092.290;9.834.361;5.905.757;1.936.941;92.663;1;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;09/2017;10.126.628;5.904.288;9.320.338;7.668.021;806.290;2.558;158;69
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;S3;I;3;SAO PAULO;SP;09/2017;9.906.035;2.003.429;8.326.561;5.345.025;1.579.475;13.608;1;0
BANCO CLASSICO S.A.;31597552;b1;S3;I;2;RIO DE JANEIRO;RJ;09/2017;9.166.559;0;3.371.971;975.123;5.794.587;-395;1;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;09/2017;9.016.648;3.988.927;8.101.302;6.506.172;915.345;-244.159;8;0
XP INVESTIMENTOS;51994;n2;S4;C;2;RIO DE JANEIRO;RJ;09/2017;8.751.302;1.427;7.700.528;1.372.824;1.050.774;35.282;4;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;09/2017;8.242.982;7.868.198;6.686.172;6.007.102;1.556.810;33.743;2;0
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;09/2017;7.723.090;3.718.289;5.468.336;5.034.564;2.254.754;943;3;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;09/2017;7.469.963;6.912.541;6.128.611;5.764.209;1.341.352;71.774;1;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;09/2017;7.452.469;3.076.159;6.459.110;5.768.593;993.359;-17.255;4;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;09/2017;7.449.352;5.872.782;5.723.618;5.033.096;1.725.734;2.161;1;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;09/2017;7.142.670;130.944;6.949.318;0;193.352;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;09/2017;7.075.254;1.652.277;1.333.848;1.209.011;5.741.405;17.618;63;0
JOHN DEERE;50071;b1;S4;C;3;INDAIATUBA;SP;09/2017;7.016.308;6.999.094;6.013.516;5.695.037;1.002.791;18.847;2;0
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;09/2017;6.721.721;5.613.833;4.721.942;627.464;1.999.779;40.083;2;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;09/2017;6.627.641;40.336;6.307.144;3.554.718;320.496;0;0;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S4;I;1;BELEM;PA;09/2017;6.550.919;3.916.107;5.595.535;5.286.618;955.384;60.267;113;31
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;09/2017;6.450.845;455.161;5.879.469;5.384.211;571.376;-10.045;4;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;09/2017;6.319.816;4.465;5.870.954;317.343;448.862;8.071;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;09/2017;5.882.823;1.476.888;4.979.530;4.487.184;903.293;-1.467;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;09/2017;5.516.001;0;5.262.351;5.112.581;253.650;4.800;0;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;09/2017;5.479.967;3.696.728;4.207.079;4.033.055;1.272.888;75.168;2;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;09/2017;5.450.022;5.316.832;4.907.087;1.060.690;542.935;28.462;3;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;09/2017;5.448.141;2.619.470;4.090.963;3.075.011;1.357.179;42.376;0;58
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S4;I;3;SAO PAULO;SP;09/2017;5.340.534;4.325.618;4.741.631;3.993.836;598.903;17.732;1;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;09/2017;5.269.639;4.719.378;4.372.359;4.091.830;897.280;25.705;2;0
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;09/2017;5.155.468;2.898.134;4.584.884;4.374.254;570.584;-4.451;6;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;09/2017;4.786.149;69.570;4.606.962;56.275;179.187;3.692;0;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;09/2017;4.758.200;2.143.656;563.844;62.977;4.194.356;240.391;2;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;09/2017;4.724.704;2.175.558;4.377.829;4.007.554;346.875;21.594;63;10
BANCO FIDIS S/A;62237425;b2;S4;I;3;BETIM;MG;09/2017;4.563.551;3.194.753;3.901.510;3.562.375;662.041;17.473;2;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;09/2017;4.433.468;2.206.097;3.371.332;3.071.186;1.062.136;54.336;0;84
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;09/2017;4.418.867;2.455.280;3.661.530;3.416.261;757.337;23.053;16;0
BANCO CARGILL S.A.;3609817;b1;S4;I;3;SAO PAULO;SP;09/2017;4.254.392;2.319.761;3.810.883;2.265.170;443.510;-29.411;1;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;09/2017;3.741.866;3.437.635;3.084.970;2.831.738;656.897;28.707;2;0
MIZUHO;51554;b1;S4;I;3;SAO PAULO;SP;09/2017;3.720.350;498.612;3.128.127;1.886.590;592.223;25.836;1;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;09/2017;3.704.166;60.001;3.581.334;0;122.831;0;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;S4;I;3;SAO PAULO;SP;09/2017;3.666.848;976.758;3.156.657;2.589.896;510.191;8.502;1;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;09/2017;3.526.070;3.092.741;2.759.552;2.680.715;766.518;15.418;1;0
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;09/2017;3.513.299;2.527.805;3.003.175;2.715.404;510.124;16.623;2;0
INTERMEDIUM;51884;b1;S4;C;2;BELO HORIZONTE;MG;09/2017;3.507.334;2.478.431;3.136.835;2.991.936;370.499;10.478;40;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;S4;I;1;PORTO ALEGRE;RS;09/2017;3.470.235;2.758.822;2.798.116;2.666.168;672.118;11.273;1;0
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;S4;I;2;BLUMENAU;SC;09/2017;3.275.917;60.506;3.025.849;127.680;250.068;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;09/2017;3.258.272;2.939.672;2.467.278;982.886;790.994;38.348;2;0
INDUSVAL;50531;b1;S4;C;2;SAO PAULO;SP;09/2017;3.157.715;828.679;2.824.126;2.587.462;333.589;-74.902;13;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;09/2017;3.108.436;1.739.470;2.745.975;1.774.288;362.460;13.312;0;28
MODAL;51963;b1;S4;C;2;RIO DE JANEIRO;RJ;09/2017;3.095.454;637.685;2.722.633;2.160.368;372.821;-4.689;3;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;09/2017;3.016.761;1.754.880;2.512.966;2.401.927;503.795;6.596;8;0
SOCOPA;50328;b1;S4;C;2;SAO PAULO;SP;09/2017;2.973.615;472.538;2.762.021;1.859.113;211.594;17.040;2;0
STANDARD CHARTERED BANK (BRASIL) S.A. - BANCO DE INVESTIMENTO;11932017;b2;S4;I;3;SAO PAULO;SP;09/2017;2.789.938;0;2.478.618;1.414.248;311.320;-752;2;0
BANCO BONSUCESSO S.A.;71027866;b1;S4;I;2;BELO HORIZONTE;MG;09/2017;2.787.439;837.746;2.550.880;1.491.202;236.559;16.681;2;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;09/2017;2.666.418;1.193.533;2.117.254;2.059.848;549.164;16.855;0;43
BANCO CATERPILLAR S.A.;2658435;b2;S4;I;3;SAO PAULO;SP;09/2017;2.655.636;2.038.349;1.909.339;1.798.414;746.297;-4.841;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;09/2017;2.644.275;114.924;2.492.343;0;151.932;4.324;0;0
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;09/2017;2.633.219;43.300;2.516.525;237.538;116.694;1.083;0;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;09/2017;2.614.094;7.071;2.519.746;1.750.022;94.348;13.688;0;0
OMNI;50940;b1;S4;C;2;SAO PAULO;SP;09/2017;2.581.115;2.105.634;2.293.961;1.826.017;287.154;14.240;4;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;09/2017;2.529.643;2.251.180;1.976.267;492.581;553.377;7.396;1;0
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;09/2017;2.359.212;1.489.839;1.885.954;1.511.322;473.258;17.098;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;09/2017;2.347.051;1.420.179;2.051.332;1.381.931;295.719;11.658;0;78
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;09/2017;2.336.899;0;2.257.140;0;79.759;-392;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;09/2017;2.225.047;744.424;1.893.223;1.704.237;331.825;17.631;0;42
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;09/2017;2.214.164;1.445.598;1.719.083;1.653.247;495.081;20.939;0;5
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;09/2017;2.110.945;726.280;1.816.034;1.776.308;294.911;13.573;0;33
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;09/2017;2.104.698;1.134.451;1.785.043;1.286.834;319.655;15.781;0;49
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;09/2017;2.059.913;1.171.006;1.571.288;986.074;488.625;16.916;0;28
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;09/2017;2.052.374;6.000;1.964.342;0;88.032;-2.029;0;0
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;09/2017;1.946.967;695.238;1.682.788;1.027.828;264.179;14.573;13;1
CAIXA GERAL;51815;b1;S4;C;3;SAO PAULO;SP;09/2017;1.945.045;463.366;1.466.250;1.106.235;478.795;-2.264;3;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;09/2017;1.884.556;611.525;1.341.153;1.243.304;543.403;20.818;0;26
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;S4;I;2;GOIANIA;GO;09/2017;1.876.695;7.203;1.762.779;0;113.917;2.948;0;1
SCANIA BANCO S.A.;11417016;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;09/2017;1.872.075;1.652.311;1.613.716;1.478.228;258.359;12.637;2;0
BANCO ABN AMRO S.A.;3532415;b1;S4;I;3;SAO PAULO;SP;09/2017;1.870.671;1.041.109;1.309.834;1.139.712;560.837;9.784;1;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;S4;I;1;CURITIBA;PR;09/2017;1.850.778;1.196.407;278.562;203.229;1.572.216;16.315;1;0
BANCO RODOBENS S.A.;33603457;b1;S4;I;2;SAO PAULO;SP;09/2017;1.837.306;1.228.988;1.214.795;1.074.683;622.511;17.812;2;0
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;S4;I;2;LONDRINA;PR;09/2017;1.823.151;0;1.800.569;5.549;22.582;0;0;1
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;09/2017;1.790.541;666.954;1.562.900;1.308.871;227.641;13.664;0;30
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;09/2017;1.780.768;953.998;1.561.114;1.373.080;219.654;11.368;0;72
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;09/2017;1.744.712;33.544;1.708.800;13.233;35.912;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;09/2017;1.710.687;918.580;1.391.907;983.622;318.780;14.596;0;43
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;S4;I;2;PORTO ALEGRE;RS;09/2017;1.685.147;0;1.640.408;0;44.739;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;09/2017;1.643.705;411.474;1.299.678;1.181.750;344.027;13.526;0;21
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;09/2017;1.617.826;859.955;1.290.693;1.189.324;327.133;29.577;0;15
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;S4;I;1;SAO PAULO;SP;09/2017;1.601.707;1.158.593;539.474;488.693;1.062.233;11.292;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;09/2017;1.592.067;667.842;1.281.083;801.158;310.984;13.199;0;15
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;09/2017;1.537.650;900.571;1.300.981;905.264;236.669;10.851;0;51
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;09/2017;1.515.487;768.191;1.337.330;891.204;178.157;9.325;0;23
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;S4;I;1;VITORIA;ES;09/2017;1.514.763;1.081.346;1.062.208;844.590;452.555;3.392;1;0
BANCO CBSS S.A.;27098060;b2;S4;I;3;BARUERI;SP;09/2017;1.487.463;705.154;1.079.192;771.998;408.271;-2.589;1;0
BMW;51420;n1;S4;C;3;SAO PAULO;SP;09/2017;1.471.929;1.426.139;1.161.119;1.054.580;310.810;3.700;2;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;S4;I;2;SAO PAULO;SP;09/2017;1.420.979;18.331;1.313.802;1.168.478;107.177;2.385;0;1
MÁXIMA;50201;b1;S4;C;2;RIO DE JANEIRO;RJ;09/2017;1.413.802;548.459;1.367.401;1.267.083;46.402;-17.834;5;0
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74064502;b3S;S5;I;2;FLORIANOPOLIS;SC;09/2017;1.382.802;497.544;1.139.761;1.108.536;243.041;8.013;0;13
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;09/2017;1.366.648;830.470;1.056.167;664.462;310.482;18.533;0;26
BANCO A.J. RENNER S.A.;92874270;b1;S4;I;2;PORTO ALEGRE;RS;09/2017;1.353.627;958.446;1.214.644;1.007.964;138.983;7.710;2;0
HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;53518684;b2;S4;I;3;SAO PAULO;SP;09/2017;1.332.952;0;207.504;16.467;1.125.448;15.527;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;S4;I;2;CRUZ ALTA;RS;09/2017;1.330.160;738.279;1.027.032;532.292;303.128;11.355;0;21
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;S4;I;2;ERECHIM;RS;09/2017;1.305.254;740.360;1.124.226;798.127;181.027;10.337;0;38
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;S4;I;2;GUARIBA;SP;09/2017;1.267.665;401.214;1.099.975;680.466;167.690;6.189;0;5
BANCO LUSO BRASILEIRO S.A.;59118133;b1;S4;I;2;SAO PAULO;SP;09/2017;1.254.295;982.648;1.096.883;1.033.422;157.412;2.017;1;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;09/2017;1.251.544;1.239.107;675.909;535.632;575.635;10.419;3;0
BANCO GUANABARA S.A.;31880826;b1;S4;I;2;RIO DE JANEIRO;RJ;09/2017;1.249.014;499.360;1.109.075;1.086.445;139.939;2.378;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;09/2017;1.243.890;864.418;911.182;732.428;332.708;16.580;0;17
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;S4;I;1;SALVADOR;BA;09/2017;1.223.395;753.967;694.678;586.828;528.716;740;1;0
