Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2016;14.050.053;414.449.687;117.558.838;633.683.133;-35.849.822;597.833.312;293.384;717.939;307.290;-71.462;1.247.152;189.356.018;74.607.746;34.247.938;1.443.350.744;307.290;1.443.043.453
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2016;21.636.132;264.336.526;244.846.148;441.691.862;-34.052.798;407.639.064;6.983.635;5.905.712;3.684.238;-358.198;16.215.387;197.383.587;76.700.076;98.954.424;1.327.711.342;3.684.238;1.324.027.104
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2016;9.650.474;149.619.035;180.260.210;679.642.687;-36.286.420;643.356.267;0;0;0;0;0;77.008.524;140.684.792;13.454.979;1.214.034.280;0;1.214.034.280
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2016;32.189.199;138.369.185;228.016.845;306.284.067;-27.611.870;278.672.196;90.544;4.883.270;2.642.705;-170.478;7.446.041;167.776.680;53.437.165;52.688.997;958.596.309;2.642.705;955.953.603
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2016;2.248;79.303.322;111.727.259;368.809.301;-7.735.334;361.073.967;0;0;0;0;0;19.262.178;292.443.026;75.801.054;939.613.054;0;939.613.054
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2016;5.204.378;64.207.580;150.836.066;206.990.500;-15.738.817;191.251.683;21.007;5.212.541;2.546.380;-57.657;7.722.271;163.663.824;63.816.575;15.896.153;662.598.531;2.546.380;660.052.151
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2016;11.751.698;38.298.563;61.082.521;41.120.537;-984.792;40.135.745;0;0;0;0;0;26.618.121;2.199.457;17.217.221;197.303.326;0;197.303.326
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2016;3.009.268;14.572.775;32.601.994;53.739.712;-5.230.514;48.509.199;8.526;709.720;98.071;-27.795;788.522;32.999.749;15.783.924;2.982.222;151.247.653;98.071;151.149.582
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2016;945.905;32.086.219;47.741.925;38.032.526;-2.501.179;35.531.346;67.636;2.877.134;1.538.503;-68.880;4.414.393;11.301.318;2.054.582;3.362.882;137.438.570;1.538.503;135.900.066
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2016;141.137;19.855.391;31.689.370;44.156.604;-2.755.379;41.401.225;2.803;129.410;25.472;-9.357;148.329;13.227.542;1.165.028;489.291;108.117.312;25.472;108.091.841
