Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;12/2002;204.594.608;63.051.175;195.397.543;165.989.246;9.197.065;1.204.555;13.377.097;12,16%;28,42%;3.167;1.594
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2002;150.989.064;49.907.603;138.638.822;63.828.382;12.350.242;-26.839;18.511.648;14,47%;67,87%;4;0
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2002;128.417.934;23.535.503;123.789.813;110.584.371;4.628.121;516.658;4.628.121;14,68%;53,70%;1.701;392
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;12/2002;118.954.184;50.715.033;107.971.870;89.072.588;10.982.314;1.103.358;14.262.019;17,89%;48,72%;2.986;675
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2002;107.716.519;38.299.710;96.993.314;70.364.749;10.723.206;1.251.314;16.084.245;17,05%;45,48%;2.270;818
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;12/2002;70.902.473;24.472.837;64.244.935;54.664.183;6.657.538;538.550;7.561.151;15,71%;48,79%;920;485
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;12/2002;54.615.406;15.089.566;48.696.032;33.572.986;5.919.374;1.480.428;5.919.374;15,09%;32,14%;1.028;656
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;12/2002;36.427.993;17.098.975;30.652.164;19.409.939;5.775.829;445.790;5.775.829;15,73%;39,71%;864;833
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;12/2002;28.612.651;3.566.864;27.258.287;25.345.445;1.354.364;100.633;1.354.364;22,62%;27,92%;497;314
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2002;28.251.075;9.018.905;24.557.773;11.325.131;3.693.301;928.195;3.693.301;19,19%;4,62%;60;5
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2002;26.367.776;12.040.644;23.996.768;17.132.506;2.371.008;300.938;2.371.008;16,69%;21,67%;84;13
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2002;24.753.874;8.445.757;23.404.758;17.032.438;1.349.115;80.522;1.888.703;12,93%;43,38%;965;582
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;12/2002;24.372.706;9.200.206;21.956.568;14.812.887;2.416.138;371.824;2.773.909;14,91%;20,95%;99;9
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2002;18.797.372;2.774.793;17.055.423;13.021.301;1.741.950;278.395;1.741.950;19,57%;0,93%;7;0
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;12/2002;16.068.607;7.773.763;14.685.218;11.627.783;1.383.389;89.984;2.072.385;18,93%;24,08%;301;53
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;12/2002;14.248.306;5.610.598;11.671.329;10.840.388;2.576.977;148.704;2.576.977;28,04%;18,69%;457;35
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2002;11.204.850;4.572.979;10.511.868;9.591.157;692.982;94.530;692.982;12,49%;25,92%;371;219
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2002;11.023.681;4.450.654;9.853.416;6.532.806;1.170.266;135.306;1.170.266;19,71%;12,57%;174;4
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2002;8.994.335;116.363;7.646.182;4.179.437;1.348.154;143.646;1.348.154;13,01%;6,03%;8;1
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;12/2002;8.196.337;3.633.946;7.278.312;4.257.629;918.025;183.652;918.025;14,90%;14,40%;5;0
SANTOS;50177;b1;;C;2;SAO PAULO;SP;12/2002;5.382.530;2.094.175;4.962.145;4.602.795;420.385;43.053;420.385;12,41%;47,99%;6;2
BANCO BANQUE NATIONALE DE PARIS BRASIL S.A.;1522368;b1;;I;3;SAO PAULO;SP;12/2002;5.359.650;808.354;5.033.131;2.362.928;326.519;44.965;433.410;13,27%;7,08%;4;0
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2002;5.068.909;267.770;4.340.410;2.600.316;728.499;133.123;871.026;44,44%;4,91%;8;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;12/2002;4.852.142;3.456.464;3.932.403;3.487.228;919.739;56.461;919.739;20,59%;19,91%;35;0
