Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Quantidade de Clientes;Quantidade de Operações;
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2018;40.799.221;131.851.850
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2018;33.658.835;108.158.764
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2018;17.587.294;40.150.068
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2018;16.301.435;41.894.520
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2018;13.870.273;39.179.478
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;06/2018;7.362.324;27.098.275
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;06/2018;4.859.596;10.261.120
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;06/2018;4.149.199;7.460.369
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2018;4.034.608;5.820.252
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;06/2018;3.705.183;7.915.223
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;06/2018;3.667.942;5.191.489
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;06/2018;2.999.692;6.124.752
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;06/2018;2.973.710;8.674.703
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2018;2.568.223;11.452.554
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;;41;SAO PAULO;SP;06/2018;1.873.019;63.551.522
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;06/2018;1.478.156;1.815.293
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;06/2018;1.462.124;2.997.899
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;06/2018;1.442.646;2.308.719
DACASA FINANCEIRA;51.891;n1;C;2;S4;197;VITORIA;ES;06/2018;1.271.897;2.468.128
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2018;1.242.317;2.001.874
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;06/2018;1.079.370;2.450.831
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;06/2018;1.037.753;1.622.761
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;06/2018;858.662;1.075.975
BANCO CBSS S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;06/2018;856.977;1.739.257
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;06/2018;853.507;1.708.596
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;06/2018;835.529;2.267.893
AGIBANK;51.956;b1;C;2;S4;199;PORTO ALEGRE;RS;06/2018;577.790;1.407.556
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4.379.829;n1;I;2;S4;14;CURITIBA;PR;06/2018;533.564;738.940
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;06/2018;498.127;1.624.249
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;06/2018;462.556;466.133
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;06/2018;409.765;465.534
BANCO SEMEAR S.A.;795.423;b1;I;2;S4;8;BELO HORIZONTE;MG;06/2018;401.915;576.697
