Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2019;675.594.703;110.409.146;493.770.014;26.944.258;0;0;22;28.384.443;0;0;399.239;3.794.412;0;0;11.833.472;59.696;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2019;616.365.953;372.024.565;62.946.916;13.484.782;4.884.000;54.851;4.866;81.686.552;0;38.876.622;1.707.592;321.694;0;0;3.685.608;92.904;36.595.000
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2019;588.312.308;250.145.932;47.313.364;5.403.523;2.663.432;812.564;11.350.757;26.211.466;670;194.738;334.479;36.985;0;0;4.820;406.801;243.432.778
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2019;474.510.722;241.716.828;57.258.913;7.077.141;3.753.964;15.916;20.902.423;41.491.641;1.030.422;0;1.876.905;197.696;0;392.033;0;422.720;98.374.120
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2019;309.733.710;210.011.869;45.128.783;4.582.640;1.212.833;0;124.985;19.984.929;858.095;0;531.681;224.657;0;768;690.328;135.601;26.246.541
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2019;292.401.931;49.598.481;32.334;192.676.806;19.743.791;3.882.539;7.795.901;1.355.280;8.466.171;0;24.197;8.826.431;0;0;0;0;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2019;66.412.710;39.373.921;297.592;916.119;782.406;0;7.267;16.950.272;224.641;0;27.105;104;0;2.293;0;1.343;7.829.646
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2019;50.748.421;42.993.062;716.054;361.447;6.122;70.752;550.184;4.152.642;33.824;0;0;44.245;0;0;307.932;5.868;1.506.289
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2019;33.698.540;24.517.942;5.457.309;179.069;16.174;0;8.733;3.267.480;15.298;0;45.316;0;0;0;51.371;16.238;123.611
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2019;21.560.276;17.578.860;0;241.487;61.154;0;0;3.676.412;0;0;0;0;0;0;2.362;0;0
