Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BANCO DO BRASIL S.A.;0;BB;49906;;b1;1;1;BRASILIA;DF;12/2009;622.894.371;259.672.879;586.775.106;492.367.001;36.119.265;6.133.959;4.983;1.691
ITAÚ UNIBANCO S.A.;60701190;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2009;553.071.000;98.026.515;510.983.044;452.797.151;42.087.956;3.433.230;3.564;756
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2009;498.424.125;133.888.138;456.670.374;404.384.168;41.753.751;3.991.930;3.431;1.194
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;;b4;1;4;RIO DE JANEIRO;RJ;12/2009;379.279.940;158.104.959;351.651.895;204.589.938;27.628.046;6.033.053;4;0
CAIXA ECONOMICA FEDERAL;360305;;;;b1;1;6;BRASILIA;DF;12/2009;341.831.823;126.576.443;328.688.055;289.300.846;13.143.767;1.842.183;2.086;486
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER;30379;;b1;3;8;SAO PAULO;SP;12/2009;339.445.073;104.765.323;274.917.626;207.980.606;64.527.446;798.656;2.293;1.498
BANCO ITAÚ BBA S.A.;17298092;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2009;115.058.720;37.816.057;108.672.056;98.052.946;6.386.664;764.892;8;0
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;;b1;3;8;CURITIBA;PR;12/2009;98.745.875;38.203.358;91.577.032;72.855.306;7.168.843;421.932;893;413
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM;51011;;b1;2;8;SAO PAULO;SP;12/2009;92.348.627;15.648.335;85.203.184;57.646.918;7.145.443;401.303;20;0
BFB LEASING S.A. ARRENDAMENTO MERCANTIL;43425008;ITAU;10069;;n1;2;19;SAO PAULO;SP;12/2009;88.662.901;13.232.244;61.193.425;46.773.236;27.469.476;1.021.383;1;0
BANCO ITAUCARD S.A.;17192451;ITAU;10069;;b2;2;8;SAO PAULO;SP;12/2009;69.987.729;39.095.133;52.135.568;24.625.578;17.852.161;-102.671;1;0
DIBENS LEASING S.A. ARRENDAMENTO MERCANTIL;65654303;ITAU;10069;;n1;2;19;SAO PAULO;SP;12/2009;68.191.128;7.413.801;42.823.664;34.297.795;25.367.464;280.544;1;0
ITAÚ UNIBANCO HOLDING S.A.;60872504;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2009;67.458.646;0;3.958.031;899.224;63.500.615;3.766.742;1;0
BANCO BRADESCO FINANCIAMENTOS S.A.;7207996;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2009;66.348.440;27.736.949;43.104.803;35.302.912;23.243.636;371.228;20;0
BANCO SAFRA S.A.;58160789;SAFRA;10083;;b1;2;8;SAO PAULO;SP;12/2009;65.301.289;21.132.339;60.394.744;47.411.048;4.906.545;458.540;98;18
BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;47509120;BRADESCO;10045;;n1;2;19;OSASCO;SP;12/2009;53.670.342;6.046.011;50.320.192;46.840.780;3.350.151;251.161;1;0
SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;47193149;SANTANDER;30379;;n1;3;19;SAO PAULO;SP;12/2009;51.065.081;13.001.598;39.344.503;26.939.209;11.720.578;664.421;1;0
BANCO ITAULEASING S.A.;49925225;ITAU;10069;;b2;2;8;SAO PAULO;SP;12/2009;48.112.366;12.348.404;25.582.888;12.991.079;22.529.478;711.057;1;0
BANCO CITIBANK S.A.;33479023;CITIBANK;30403;;b1;3;8;SAO PAULO;SP;12/2009;35.421.695;9.347.844;32.368.600;22.057.234;3.053.095;100.880;125;10
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL;30173;;b1;1;8;PORTO ALEGRE;RS;12/2009;29.357.588;13.352.006;25.949.126;20.138.599;3.408.462;330.339;432;241
BV LEASING - ARRENDAMENTO MERCANTIL S.A.;1858774;VOTORANTIM;51011;;n1;2;19;SAO PAULO;SP;12/2009;25.935.126;3.947.885;24.655.536;18.368.971;1.279.590;-24.794;1;0
BV FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1149953;VOTORANTIM;51011;;n1;2;14;SAO PAULO;SP;12/2009;24.558.638;22.303.640;23.610.818;21.636.789;947.820;288.220;90;0
AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;7707650;SANTANDER;30379;;n1;3;14;SAO PAULO;SP;12/2009;22.577.429;10.603.307;21.891.969;21.639.327;685.460;55.635;115;0
HIPERCARD BANCO MÚLTIPLO S.A.;3012230;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2009;19.738.206;4.944.432;17.603.515;15.031.819;2.134.691;164.197;1;0
BANCO BTG PACTUAL S.A.;30306294;BTG PACTUAL;49944;;b1;2;8;RIO DE JANEIRO;RJ;12/2009;19.351.990;1.521.228;16.107.490;13.617.991;3.244.500;516.143;5;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;DEUTSCHE;51183;;b1;3;8;SAO PAULO;SP;12/2009;19.207.901;1.238.891;18.294.443;3.304.829;913.458;59.004;1;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;;;;b1;1;8;FORTALEZA;CE;12/2009;19.154.466;9.937.651;17.081.741;9.635.002;2.072.725;325.198;183;4
BANCO ALVORADA S.A.;33870163;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2009;18.875.168;3.114.406;3.468.638;44.928;15.406.530;1.357.506;2;0
SAFRA LEASING S/A ARRENDAMENTO MERCANTIL;62063177;SAFRA;10083;;n1;2;19;SAO PAULO;SP;12/2009;17.913.319;3.921.228;16.677.299;11.906.154;1.236.020;198.689;1;0
BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;33987793;CREDIT SUISSE;30771;;b2;3;13;SAO PAULO;SP;12/2009;17.043.533;582.998;14.108.701;11.291.855;2.934.831;13.238;4;0
BANCO VOLKSWAGEN S.A.;59109165;;;;b2;3;8;SAO PAULO;SP;12/2009;16.648.164;14.076.478;15.065.068;10.702.831;1.583.096;62.045;1;0
BANCO FIAT S.A.;61190658;ITAU;10069;;b2;2;8;SAO PAULO;SP;12/2009;15.975.557;2.995.763;15.099.359;14.970.098;876.198;44.594;1;0
BANCO BNP PARIBAS BRASIL S.A.;1522368;BNP PARIBAS;51516;;b1;3;8;SAO PAULO;SP;12/2009;14.244.674;755.538;13.251.213;7.543.272;993.461;172.205;4;0
BANCO ITAUCRED FINANCIAMENTOS S.A.;59461152;ITAU;10069;;b2;2;8;SAO PAULO;SP;12/2009;13.263.987;233.308;11.424.219;11.330.673;1.839.768;39.556;1;0
BANCO FIBRA S.A.;58616418;FIBRA;49951;;b1;2;8;SAO PAULO;SP;12/2009;12.061.211;4.699.572;11.277.541;10.169.496;783.670;44.234;14;0
UNIBANCO - UNIÃO DE BANCOS BRASILEIROS S.A.;33700394;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2009;11.568.377;0;1.885.819;0;9.682.559;214.956;972;227
BANCO BBM S/A;15114366;BBM;30207;;b1;2;8;SALVADOR;BA;12/2009;10.908.156;1.098.340;10.250.248;9.543.896;657.908;8.288;3;0
BANCO INDUSTRIAL E COMERCIAL S.A.;7450604;BIC;32119;;b1;2;8;SAO PAULO;SP;12/2009;10.715.119;8.472.419;8.946.549;7.854.121;1.768.570;161.944;32;0
BANCO BMG S.A.;61186680;BMG;30290;;b1;2;8;BELO HORIZONTE;MG;12/2009;10.171.576;6.347.222;8.000.999;6.276.490;2.170.577;346.631;14;1
BANCO ALFA DE INVESTIMENTO S.A.;60770336;ALFA;51293;;b2;2;13;SAO PAULO;SP;12/2009;9.984.127;3.268.783;9.003.610;8.310.897;980.518;35.094;9;0
BANCO COOPERATIVO SICREDI S.A.;1181521;;;;b1;2;11;PORTO ALEGRE;RS;12/2009;9.095.631;3.705.491;8.914.745;8.725.573;180.886;12.151;5;0
BANCO PANAMERICANO S.A.;59285411;PANAMERICANO;31323;;b1;2;8;SAO PAULO;SP;12/2009;9.013.217;5.466.617;7.438.618;5.843.847;1.574.599;102.865;1;0
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;28127603;BANESTES;30159;;b1;1;8;VITORIA;ES;12/2009;8.954.736;3.417.348;8.288.289;7.852.040;666.447;58.070;129;27
BANCO DA AMAZONIA S.A.;4902979;;;;b1;1;2;BELEM;PA;12/2009;7.805.744;1.876.532;5.908.425;2.829.263;1.897.319;-17.641;104;7
BANCO GMAC S/A;59274605;;;;b2;3;8;SAO PAULO;SP;12/2009;7.764.261;3.741.102;6.694.093;1.857.175;1.070.168;70.729;1;0
BANCO MERCANTIL DO BRASIL S.A.;17184037;MERCANTIL DO BRASIL;20152;;b1;2;8;BELO HORIZONTE;MG;12/2009;7.655.344;3.708.432;7.109.302;6.001.374;546.042;22.309;148;3
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;;;;b4;1;5;PORTO ALEGRE;RS;12/2009;7.320.681;5.697.365;6.245.717;5.946.714;1.074.964;59.563;3;0
BANCO J.P. MORGAN S.A.;33172537;JP MORGAN CHASE;20107;;b1;3;8;SAO PAULO;SP;12/2009;7.246.572;244.253;5.947.250;3.156.569;1.299.322;49.349;2;1
BANCO CRUZEIRO DO SUL S.A.;62136254;CRUZEIRO DO SUL;50720;;b1;2;8;SAO PAULO;SP;12/2009;7.134.688;1.889.589;6.066.494;4.740.840;1.068.194;80.475;6;0
BANCO DAYCOVAL S.A.;62232889;;;;b1;2;8;SAO PAULO;SP;12/2009;6.891.929;3.627.323;5.199.212;4.662.221;1.692.718;124.520;27;0
BANCO PINE S.A.;62144175;PINE;50304;;b1;2;8;SAO PAULO;SP;12/2009;6.843.141;3.530.761;6.017.949;5.562.587;825.192;45.039;8;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;;;;b1;3;8;SAO PAULO;SP;12/2009;6.828.824;2.537.820;6.281.097;5.656.434;547.727;44.674;14;0
BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB;2038232;;;;b1;2;3;BRASILIA;DF;12/2009;6.801.937;2.418.244;6.623.096;6.312.487;178.841;12.812;8;1
BANCO BRADESCO BBI S.A.;6271464;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2009;6.771.617;0;624.254;188.406;6.147.364;212.607;2;0
BANCO ABC BRASIL S.A.;28195667;ABC-BRASIL;41856;;b1;3;8;SAO PAULO;SP;12/2009;6.676.533;5.116.509;5.458.091;5.168.711;1.218.441;91.817;6;0
BRB - BANCO DE BRASILIA S.A.;208;BRB;31976;;b1;1;8;BRASILIA;DF;12/2009;6.339.324;2.968.803;5.757.939;5.319.479;581.385;118.612;59;44
BANCO SOFISA S.A.;60889128;SOFISA;31873;;b1;2;8;SAO PAULO;SP;12/2009;5.828.160;2.916.069;5.065.393;3.019.432;762.767;-2.061;19;0
BANCO IBI S.A. - BANCO MÚLTIPLO;4184779;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2009;5.768.403;4.009.234;3.832.893;1.276.221;1.935.509;-431.303;1;0
BANCO CITICARD S.A.;34098442;CITIBANK;30403;;b2;3;8;SAO PAULO;SP;12/2009;5.687.454;5.215.251;4.618.018;418.335;1.069.436;-6.303;1;0
BANCO MERCEDES-BENZ DO BRASIL S.A.;60814191;MERCEDES-BENZ;51262;;b2;3;8;SAO PAULO;SP;12/2009;5.637.761;4.546.014;4.894.629;4.542.419;743.132;23.024;1;0
BB-LEASING S/A ARRENDAMENTO MERCANTIL;31546476;BB;49906;;n1;1;19;BRASILIA;DF;12/2009;5.553.254;3.011.879;5.527.412;2.825.438;25.842;-4.245;1;0
BANCO SOCIETE GENERALE BRASIL S.A.;61533584;SOCIETE GENERALE;31859;;b1;3;8;SAO PAULO;SP;12/2009;5.410.720;601.501;4.284.507;3.262.267;1.126.213;-49.792;1;0
BANCO CLASSICO S.A.;31597552;;;;b1;2;8;RIO DE JANEIRO;RJ;12/2009;4.849.050;1.350;212.165;26;4.636.886;61.568;1;0
ALVORADA CARTÕES, CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;74552142;BRADESCO;10045;;n1;2;14;OSASCO;SP;12/2009;4.493.756;0;239.682;0;4.254.074;106.997;10;0
BANCO CNH CAPITAL S.A.;2992446;;;;b2;3;8;CURITIBA;PR;12/2009;4.374.752;3.624.202;3.915.576;3.357.868;459.176;-248.637;1;0
BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO;34111187;BES;51482;;b2;3;13;SAO PAULO;SP;12/2009;4.131.917;528.403;3.710.377;3.502.007;421.540;33.385;2;0
BANCO BANDEPE S.A.;10866788;SANTANDER;30379;;b1;3;8;SAO PAULO;SP;12/2009;4.104.961;0;89.917;0;4.015.044;214.560;1;0
PSA FINANCE ARRENDAMENTO MERCANTIL S.A.;3502968;PSA FINANCE;51365;;n1;3;19;SAO PAULO;SP;12/2009;3.884.420;1.344.721;3.688.498;1.062.331;195.922;21.472;1;0
CITIBANK DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;33868597;CITIBANK;30403;;n2;3;16;SAO PAULO;SP;12/2009;3.701.821;0;3.453.418;0;248.403;60.936;1;0
CETELEM BRASIL S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;3722919;BNP PARIBAS;51516;;n1;3;14;SAO PAULO;SP;12/2009;3.633.192;3.512.175;3.322.321;3.009.873;310.870;-14.743;2;0
BANCO FIDIS S/A;62237425;;;;b2;3;8;BETIM;MG;12/2009;3.539.815;2.717.068;3.205.699;2.954.716;334.116;89.918;1;0
UNICARD BANCO MÚLTIPLO S.A.;61071387;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2009;3.506.549;0;101.222;0;3.405.327;195.648;1;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;;;;b2;3;8;PORTO ALEGRE;RS;12/2009;3.351.145;3.169.063;3.020.388;2.924.376;330.757;-7.257;2;0
BANCO BRADESCO CARTÕES S.A.;59438325;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2009;3.303.134;4.736;2.957.257;2.183.518;345.877;194.947;2;0
BANCO RURAL S.A.;33124959;RURAL;31244;;b1;2;8;BELO HORIZONTE;MG;12/2009;3.296.401;1.759.396;2.908.958;2.613.044;387.443;36.103;1;0
BB-BANCO DE INVESTIMENTO S/A;24933830;BB;49906;;b2;1;13;BRASILIA;DF;12/2009;3.199.164;0;2.802.655;1.884.773;396.509;686.063;1;0
BANCO MORGAN STANLEY S.A.;2801938;MORGAN STANLEY;51413;;b1;3;8;SAO PAULO;SP;12/2009;3.033.611;0;2.354.882;1.804.629;678.729;76.552;1;0
BNY MELLON SERVIÇOS FINANCEIROS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2201501;;;;n2;3;16;RIO DE JANEIRO;RJ;12/2009;3.002.269;0;2.930.662;2.913.124;71.607;3.942;1;0
BANCO BVA S.A.;32254138;;;;b1;2;8;RIO DE JANEIRO;RJ;12/2009;2.971.339;1.676.139;2.740.884;2.574.566;230.455;29.230;5;0
