Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;06/2000;145.066.327;48.773.951;137.538.107;108.351.294;7.528.220;389.961;2.902;1.450
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2000;124.349.430;74.004.506;120.390.287;72.177.436;3.959.143;105.932;1.702;219
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2000;91.377.667;69.096.237;79.742.852;59.211.154;11.634.815;521.870;5;0
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;06/2000;77.581.979;30.500.390;70.538.891;56.190.238;7.043.088;965.540;2.474;433
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2000;50.992.693;13.856.315;43.679.939;34.191.795;7.312.754;778.019;1.687;766
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;06/2000;37.208.310;14.610.020;32.937.298;26.693.879;4.271.011;357.382;729;338
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;06/2000;30.252.247;10.835.218;25.788.920;14.506.757;4.463.327;121.162;683;556
BANESPA;30135;b1;;C;1;SAO PAULO;SP;06/2000;28.657.907;5.622.525;24.213.028;14.215.443;4.444.879;324.202;574;754
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2000;22.087.465;5.157.072;20.759.246;16.964.653;1.328.219;170.605;79;9
SANTANDER BRASIL;30379;b1;;C;3;SAO PAULO;SP;06/2000;19.679.606;3.939.387;18.382.822;13.703.027;1.296.783;55.332;220;123
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2000;18.310.274;5.530.388;17.039.308;12.370.951;1.270.966;134.221;988;481
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;06/2000;18.287.909;4.454.867;17.231.431;8.821.405;1.056.478;111.636;91;15
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2000;17.302.368;6.292.999;15.402.525;7.711.502;1.899.843;148.917;88;4
NOSSA CAIXA - NOSSO BANCO S.A.;43073394;b1;;I;1;SAO PAULO;SP;06/2000;16.390.310;1.997.857;15.395.357;13.731.837;994.954;50.101;485;110
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;06/2000;15.661.081;7.642.620;14.972.323;11.965.020;688.758;-140.565;285;86
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;06/2000;13.292.657;4.105.967;12.339.227;9.110.581;953.430;85.681;11;0
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;06/2000;9.864.754;1.916.283;9.220.556;6.509.378;644.198;36.643;316;36
MERCANTIL FINASA;20145;b1;;C;2;SAO PAULO;SP;06/2000;8.578.508;2.788.455;7.521.612;6.725.537;1.056.896;45.056;221;75
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2000;8.302.011;6.849.751;7.326.929;6.685.034;975.082;27.130;174;4
BANDEIRANTES;10021;b1;;C;3;SAO PAULO;SP;06/2000;8.210.472;2.299.222;7.715.978;6.209.856;494.494;-24.429;181;260
BANESTADO;30142;b1;;C;1;CURITIBA;PR;06/2000;6.946.441;1.851.460;6.487.771;5.295.039;458.670;19.856;378;171
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;06/2000;6.826.166;1.235.454;6.303.200;2.847.868;522.966;129.304;23;0
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2000;6.796.733;2.411.797;6.253.059;5.479.311;543.674;36.471;368;207
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2000;6.772.263;513.006;6.397.565;5.299.366;374.698;57.392;7;0
