Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2017;699.964.220;365.975.816;84.383.555;109.191.926;67.244.941;38.498.045;8.347.339;3.877.427;3.954.088;18.491.084;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2017;629.921.968;264.285.745;83.733.965;127.382.982;62.591.320;11.809.485;12.590.285;5.909.980;7.278.610;18.525.534;35.814.062
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2017;528.753.763;122.956.330;120.137.456;17.410.019;13.951.774;8.185.512;6.178.445;5.271.479;3.652.671;12.349.656;218.660.421
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2017;413.067.340;98.374.263;116.411.775;40.390.709;34.814.692;9.729.758;6.180.152;3.771.409;2.878.185;20.072.300;80.444.096
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2017;330.650.455;52.167.770;87.328.962;125.589.053;42.929.579;5.141.931;10.809.129;482.358;112.465;6.089.207;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2017;255.681.597;83.652.557;89.827.661;18.250.804;13.002.080;10.909.618;4.645.981;2.854.029;1.987.873;7.764.367;22.786.627
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2017;51.918.371;28.998.318;9.647.434;1.831.681;875.390;543.306;111.102;56.518;27.781;1.373.413;8.453.428
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2017;46.306.851;3.078.741;19.896.191;8.278.450;8.536.929;1.708.475;611.996;516.910;448.062;1.685.133;1.545.964
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2017;29.940.345;2.802.558;17.449.006;4.201.312;1.640.612;935.907;285.003;404.686;401.177;1.685.946;134.139
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;06/2017;19.426.361;6.004.958;8.555.974;2.198.362;270.448;1.053.602;211.769;248.014;126.255;756.980;0
