Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2017;699.964.220;343.011.394;85.514.101;111.492.825;28.627.724;130.904.760;413.416;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2017;629.921.968;291.074.310;82.894.569;75.542.012;29.058.935;115.233.260;304.820;35.814.062
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2017;528.753.763;197.110.645;21.586.995;38.092.550;9.469.537;43.176.215;657.400;218.660.421
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2017;413.067.340;187.961.393;27.355.378;48.076.444;15.903.025;52.662.002;665.002;80.444.096
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2017;330.650.455;192.712.737;35.242.271;43.222.102;5.675.398;27.171.305;26.626.642;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2017;255.681.597;151.195.288;15.356.506;23.303.526;6.094.708;36.731.396;213.546;22.786.627
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2017;51.918.371;28.826.356;2.991.382;3.529.663;1.002.846;7.107.545;7.152;8.453.428
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2017;46.306.851;23.247.049;3.677.381;7.305.624;1.536.053;8.971.345;23.435;1.545.964
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2017;29.940.345;3.328.497;637.932;1.068.002;422.605;24.322.912;26.257;134.139
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;06/2017;19.426.361;14.552.503;863.250;1.102.807;842.678;1.906.072;159.051;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;06/2017;19.208.637;9.090.042;2.157.107;3.888.449;1.354.845;2.707.552;10.642;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;06/2017;15.860.763;82.670;4.791.799;4.135;77.364;10.900.393;4.403;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;06/2017;15.713.311;5.918.687;6.764.468;1.386.115;42.478;1.601.564;0;0
