Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2018;682.719.633;330.972.107;84.298.310;109.727.062;27.667.901;129.522.294;531.959;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2018;623.604.844;279.783.943;87.145.785;76.897.118;31.122.535;110.080.851;318.917;38.255.696
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2018;548.500.232;201.357.709;25.539.832;39.684.600;9.775.293;45.326.733;678.470;226.137.593
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2018;448.724.951;195.323.281;29.866.576;51.986.180;16.997.618;55.542.487;629.708;98.379.101
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2018;298.796.087;165.415.110;34.004.367;42.385.674;4.842.987;26.524.331;25.623.617;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2018;297.273.533;169.294.500;19.920.407;28.147.025;9.076.547;42.007.984;291.255;28.535.816
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2018;68.168.528;36.810.339;3.843.538;6.627.555;1.316.954;10.877.288;5.832;8.687.022
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2018;49.919.215;26.879.407;4.117.637;6.013.744;1.721.257;9.522.661;16.436;1.648.073
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2018;30.916.211;3.109.147;451.056;1.021.940;490.340;25.699.876;22.496;121.356
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2018;20.476.156;8.107.972;8.746.509;1.806.666;238.087;1.576.923;0;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;09/2018;19.411.406;8.878.867;2.056.131;4.107.824;1.333.249;3.016.854;18.481;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2018;18.198.583;5.384.913;2.872.600;743.124;109.034;515.502;126.739;8.446.671
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2018;17.510.095;11.333.235;722.293;2.236.234;704.198;2.490.545;23.590;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2018;16.473.523;8.833.839;1.640.377;2.435.697;876.769;2.385.290;8.317;293.233
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;09/2018;13.897.039;6.615.793;1.293.116;2.343.966;833.778;2.808.548;1.837;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;09/2018;13.476.872;255.650;350.858;13.002;3.789;12.851.932;1.641;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;09/2018;12.550.001;9.738.595;467.342;529.834;234.153;1.478.068;102.010;0
