Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2019;675.594.703;349.133.445;82.714.641;97.709.947;79.507.596;28.549.772;9.749.638;8.833.645;2.844.143;16.551.875;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2019;616.365.953;277.806.528;65.309.454;132.252.959;54.414.669;10.210.041;12.820.396;4.639.460;3.607.062;18.710.385;36.595.000
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2019;588.312.308;131.387.357;144.290.082;21.163.340;16.203.004;7.700.007;4.347.676;3.719.402;3.668.637;12.400.024;243.432.778
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2019;474.510.722;122.725.850;143.570.162;33.531.154;39.521.517;6.924.120;5.422.692;4.493.136;3.761.935;16.186.035;98.374.120
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2019;309.733.710;100.660.580;101.250.895;27.111.991;24.285.167;11.291.355;3.975.292;3.061.636;1.956.826;9.893.427;26.246.541
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2019;292.401.931;41.083.095;96.855.946;104.047.193;25.090.019;3.325.796;7.734.134;231.824;0;14.033.924;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2019;66.412.710;31.091.728;19.436.597;4.141.516;1.604.379;408.641;743.706;101.521;80.146;974.829;7.829.646
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2019;50.748.421;3.203.640;21.940.421;9.666.003;9.232.003;1.209.633;574.870;465.539;1.332.905;1.617.116;1.506.289
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2019;33.698.540;3.266.787;18.703.559;5.299.754;2.032.917;1.257.571;656.185;394.236;374.571;1.589.350;123.611
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2019;21.560.276;2.800.424;4.211.587;11.957.789;1.000.184;747.548;496.175;12.657;78.682;255.230;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;03/2019;21.452.806;0;18.144.171;792.660;568.508;364.868;251.285;274.057;221.932;835.327;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;03/2019;21.144.565;2.339.231;4.149.488;2.031.235;586.140;654.980;816.813;351.773;42.125;125.442;10.047.339
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2019;18.228.088;961.611;7.755.630;6.578.045;1.176.696;340.892;72.395;63.989;22.613;712.109;544.108
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2019;16.951.952;4.809.987;9.716.801;1.511.605;226.924;82.876;54.036;175.269;45.816;328.639;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2019;14.490.957;1.000.057;8.723.122;2.167.653;1.506.544;432.012;187.118;152.209;43.408;278.835;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2019;13.531.772;6.400.779;5.330.496;893.590;390.464;239.623;21.639;20.047;61.812;173.322;0
