Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;09/2000;142.378.212;44.230.150;134.476.537;106.283.399;7.901.675;373.091;2.906;1.434
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2000;125.460.744;73.693.729;122.020.871;73.338.885;3.439.873;-520.676;1.697;235
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2000;95.203.343;68.853.122;83.352.610;62.217.228;11.850.733;157.835;5;0
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;09/2000;79.112.325;33.466.552;72.021.781;57.324.497;7.090.544;330.982;2.498;431
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2000;53.250.961;14.358.217;45.605.109;36.620.139;7.645.853;470.775;1.678;757
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;09/2000;35.628.861;15.113.665;31.147.825;25.717.761;4.481.036;208.627;737;362
BANESPA;30135;b1;;C;1;SAO PAULO;SP;09/2000;29.240.630;5.497.270;24.443.869;14.775.324;4.796.761;351.881;574;745
SANTANDER BRASIL;30379;b1;;C;3;SAO PAULO;SP;09/2000;27.482.171;6.605.697;25.419.113;18.312.736;2.063.058;36.985;433;161
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;09/2000;26.779.107;10.910.414;22.256.925;13.683.904;4.522.182;57.604;681;550
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2000;23.316.538;5.948.180;21.908.347;18.316.928;1.408.191;84.649;81;9
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;09/2000;18.554.997;5.224.522;17.429.434;10.714.361;1.125.563;69.085;91;15
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2000;18.288.319;5.641.848;17.103.083;13.160.668;1.185.236;52.124;985;472
NOSSA CAIXA - NOSSO BANCO S.A.;43073394;b1;;I;1;SAO PAULO;SP;09/2000;18.244.866;2.060.543;17.192.704;15.444.184;1.052.162;63.558;485;111
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2000;15.994.612;6.756.964;13.975.131;9.017.683;2.019.481;119.379;88;4
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;09/2000;15.166.403;6.849.830;14.436.512;11.136.332;729.892;14.928;308;85
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;09/2000;13.421.698;4.580.044;12.430.235;9.601.686;991.463;38.009;11;0
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;09/2000;10.016.886;2.174.921;9.358.859;7.048.647;658.027;13.832;331;33
MERCANTIL SP;20145;b1;;C;2;SAO PAULO;SP;09/2000;8.625.011;3.327.301;7.540.359;6.763.359;1.084.652;6.593;225;74
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;09/2000;8.601.159;7.304.933;7.611.771;6.869.821;989.388;14.309;174;4
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2000;7.270.930;2.543.368;6.699.940;5.892.841;570.989;27.275;368;206
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2000;7.064.582;569.581;6.661.585;5.878.320;402.996;26.807;7;0
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;09/2000;5.697.825;1.392.541;5.156.402;2.250.176;541.423;18.453;23;0
BANDEIRANTES;10021;b1;;C;3;SAO PAULO;SP;09/2000;5.615.358;2.211.514;5.149.220;4.166.956;466.138;-28.357;181;245
CCF BRASIL;20200;b2;;C;3;SAO PAULO;SP;09/2000;4.210.768;881.067;3.705.029;2.090.612;505.739;1.193;11;0
BANCO SANTOS S.A.;58257619;b1;;I;2;SAO PAULO;SP;09/2000;4.134.656;938.072;3.927.950;3.766.447;206.706;4.716;4;1
CHASE;20107;b1;;C;3;SAO PAULO;SP;09/2000;4.073.066;293.125;3.348.889;1.901.642;724.177;23.116;14;1
BOAVISTA;20066;b1;;C;3;RIO DE JANEIRO;RJ;09/2000;3.997.080;1.610.054;3.371.816;3.049.806;625.264;-13.760;80;2
ALFA;51293;b1;;C;2;SAO PAULO;SP;09/2000;3.984.607;2.570.060;3.186.738;2.513.424;797.869;15.177;32;0
BANCOCIDADE;30104;b2;;C;2;SAO PAULO;SP;09/2000;3.872.957;645.323;3.668.233;3.269.070;204.724;794;27;3
BBM;30207;b1;;C;2;SALVADOR;BA;09/2000;3.845.997;205.682;3.302.379;2.267.021;543.618;36.217;9;0
FIAT;30692;b2;;I;3;SAO PAULO;SP;09/2000;3.803.035;2.461.715;3.124.153;1.826.158;678.882;34.810;17;0
PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;09/2000;3.626.274;32.031;3.138.997;2.424.038;487.277;13.393;7;0
CSFB GARANTIA;30771;b1;;C;3;SAO PAULO;SP;09/2000;3.356.545;397.524;3.032.847;1.765.477;323.698;5.451;8;0
RURAL;31244;b1;;C;2;RIO DE JANEIRO;RJ;09/2000;2.990.544;1.661.413;2.603.430;2.102.276;387.115;20.356;44;27
FORD;51176;b2;;C;3;SAO PAULO;SP;09/2000;2.789.628;1.657.350;2.552.780;1.515.307;236.848;-9.417;10;0
GM;30795;b2;;C;3;SAO PAULO;SP;09/2000;2.546.544;1.732.421;2.336.688;1.614.441;209.857;12.149;3;0
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;09/2000;2.510.777;1.830.334;2.286.057;1.489.550;224.721;7.938;11;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;09/2000;2.409.679;446.240;2.149.225;585.105;260.454;13.177;5;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;09/2000;2.403.214;1.319.670;2.024.389;1.748.449;378.825;8.617;195;9
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;09/2000;2.360.829;1.104.145;2.076.877;1.652.271;283.951;9.989;7;0
BMC;30276;b1;;C;2;SAO PAULO;SP;09/2000;2.212.636;763.993;2.025.634;1.922.641;187.002;5.317;11;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;09/2000;2.169.031;281.951;1.910.357;1.151.391;258.674;22.301;82;8
DRESDNER;51059;b1;;C;3;SAO PAULO;SP;09/2000;2.101.037;1.044.539;1.867.000;1.260.359;234.037;10.636;10;0
BANESTES;30159;b1;;C;1;VITORIA;ES;09/2000;2.011.702;800.561;1.880.243;1.631.376;131.459;7.518;87;57
FIBRA;49951;b1;;C;2;SAO PAULO;SP;09/2000;1.930.348;299.392;1.611.246;1.350.028;319.103;8.297;3;0
MULTI BANCO S.A.;92791813;b1;;I;3;SAO PAULO;SP;09/2000;1.927.174;133.660;1.535.298;535.616;391.876;9.379;1;0
JP MORGAN;20279;b1;;C;3;SAO PAULO;SP;09/2000;1.883.876;0;1.468.876;762.814;415.000;24.726;4;0
EUROPEU;32078;b1;;C;3;SAO PAULO;SP;09/2000;1.877.403;297.265;1.693.244;1.136.971;184.159;6.984;4;0
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;09/2000;1.779.444;411.485;1.636.256;1.108.891;143.187;2.568;4;0
BNL;30513;b1;;C;3;SAO PAULO;SP;09/2000;1.754.201;811.982;1.589.786;1.263.734;164.415;6.228;10;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;09/2000;1.735.267;1.409.576;1.384.358;1.318.117;350.909;66.753;3;0
BANCO DO ESTADO DE SANTA CATARINA S.A.;83876003;b1;;I;1;FLORIANOPOLIS;SC;09/2000;1.720.858;347.488;1.075.595;880.158;645.263;-830;256;253
BARCLAYS GALI;51217;b1;;C;3;SAO PAULO;SP;09/2000;1.626.731;704.434;1.485.334;1.294.852;141.397;-15.902;2;0
ING;51073;b1;;C;3;SAO PAULO;SP;09/2000;1.596.780;285.588;1.439.751;764.976;157.029;-3.561;3;0
BIC;32119;b1;;C;2;SAO PAULO;SP;09/2000;1.594.848;1.063.226;1.328.269;1.096.351;266.579;6.131;39;13
FIAT LEASING S/A ARRENDAMENTO MERCANTIL;61190658;n1;;I;3;BARUERI;SP;09/2000;1.575.091;546.274;1.319.248;244.534;255.843;19.314;1;0
IBM BRASIL LEASING ARRENDAMENTO MERCANTIL S/A;34270520;n1;;I;3;BARUERI;SP;09/2000;1.486.104;903.921;1.266.042;1.051.521;220.062;590;1;0
DAIMLERCHRYSLER;51262;b2;;C;3;SAO PAULO;SP;09/2000;1.324.647;1.077.195;1.223.105;844.358;101.542;-5.972;2;0
BANCO DO ESTADO DE GOIAS S.A.;1540541;b1;;I;1;GOIANIA;GO;09/2000;1.312.857;200.765;1.130.639;1.001.383;182.219;4.541;153;53
