Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;12/2017;693.870.303;127.893.594;482.476.910;29.892.774;0;22;38.427.996;0;0;508.016;4.388.331;0;0;10.214.455;68.205;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;12/2017;2.544.100;1.725.658;31.161;467.760;0;0;0;282.189;0;12.383;1.267;0;0;23.681;0;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;12/2017;2.464.669;2.379.369;0;0;0;0;0;0;0;0;0;0;0;0;85.300;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;12/2017;2.280.806;1.745.748;418.768;1.029;0;0;89.963;0;0;2.313;0;0;0;18.778;4.208;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;12/2017;2.269.515;2.157.756;110.882;0;0;0;0;0;0;0;0;0;0;0;876;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;8;SAO PAULO;SP;12/2017;2.228.920;962.213;0;0;0;0;0;0;0;0;0;0;0;1.266.707;0;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;12/2017;2.199.603;41.601;0;0;0;0;329.817;0;1.828.170;0;0;0;0;14;0;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;12/2017;2.105.173;2.092.964;0;0;0;0;0;0;0;0;0;0;0;0;12.209;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;12/2017;2.096.590;2.068.576;0;0;0;0;24.347;0;0;1.671;0;0;0;0;1.996;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;12/2017;2.019.845;1.115.444;0;0;0;51.839;852.563;0;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;12/2017;1.986.933;1.056.939;0;3.958;0;34.289;22.214;679.207;0;9.673;0;0;0;151.674;147;28.831
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;8;SAO PAULO;SP;12/2017;1.927.687;543.980;0;13.533;99.723;0;992.922;0;0;0;0;0;0;0;0;277.530
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;8;SAO PAULO;SP;12/2017;1.923.101;516.625;0;0;0;0;341.279;0;1.065.197;0;0;0;0;0;0;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;12/2017;1.817.924;1.308.343;0;306.754;0;0;154.740;0;0;0;0;0;0;48.086;0;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;12/2017;1.810.723;1.801.559;0;0;0;9.165;0;0;0;0;0;0;0;0;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;12/2017;1.741.043;1.173.207;1.012;13.271;0;2.975;491.349;0;0;33.847;0;0;0;25.371;10;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;12/2017;1.704.922;1.280.084;0;72.324;0;0;252.063;73.121;0;0;0;0;0;0;27.330;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;12/2017;1.615.678;374.497;1.241.180;0;0;0;0;0;0;0;0;0;0;0;1;0
BMW;51.420;n1;C;3;S4;197;SAO PAULO;SP;12/2017;1.537.103;1.537.103;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;S4;9;MARINGA;PR;12/2017;1.502.336;1.287.110;0;0;0;59.132;154.812;0;0;0;0;0;720;0;562;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;S5;9;BRASILIA;DF;12/2017;1.486.271;47.572;1.438.693;0;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;12/2017;1.284.740;878.123;0;0;0;126.732;279.706;0;0;0;0;0;0;0;179;0
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;12/2017;1.259.874;0;0;0;0;0;232.522;0;0;0;0;0;0;1.027.352;0;0
BANCO FORD S.A.;90.731.688;b2;I;3;S4;8;SAO PAULO;SP;12/2017;1.239.700;6.781;0;0;0;0;0;0;1.232.920;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;S4;9;MEDIANEIRA;PR;12/2017;1.230.497;970.455;0;0;0;43.540;216.229;0;0;0;0;0;0;0;273;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;S3;8;SAO PAULO;SP;12/2017;1.210.820;674.203;0;36.692;0;2.895;274.572;0;0;0;0;0;0;222.457;0;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;S4;8;SAO PAULO;SP;12/2017;1.203.898;638.624;201.927;111.194;0;31.229;10.673;13.551;0;52.113;29.987;0;9.365;105.236;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;S4;19;BARUERI;SP;12/2017;1.201.389;685.284;0;0;0;0;508.693;0;0;0;0;0;0;7.413;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;S4;30;CURITIBA;PR;12/2017;1.177.993;132.429;1.810;603.790;0;10.904;0;28.435;0;0;400.623;0;0;0;2;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;S4;30;SAO PAULO;SP;12/2017;1.160.614;104.717;0;374.647;0;0;0;37.641;0;0;181.859;0;461.749;0;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;S4;9;CAMPO MOURAO;PR;12/2017;1.141.370;1.141.001;0;0;0;0;0;0;0;0;0;0;325;0;45;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;S4;8;SAO PAULO;SP;12/2017;1.118.499;463.246;0;0;0;0;233.841;0;0;0;0;0;0;421.413;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;S4;5;VITORIA;ES;12/2017;1.101.664;967.848;22.825;61.511;0;49.480;0;0;0;0;0;0;0;0;0;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;12/2017;1.095.786;498.780;0;0;0;0;597.006;0;0;0;0;0;0;0;0;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;12/2017;1.082.017;1.066.425;0;0;0;0;0;0;0;0;0;0;0;0;15.592;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;S4;8;SAO PAULO;SP;12/2017;1.062.857;425.586;1.077;0;0;0;520.494;0;0;20.171;0;0;226;95.284;19;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;S5;9;CHAPECO;SC;12/2017;1.051.532;893.326;1.405;409;0;0;156.328;0;0;0;0;0;0;0;64;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;S4;9;PALOTINA;PR;12/2017;1.000.303;945.477;0;0;0;16.716;37.828;0;0;0;0;0;0;0;283;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;S4;9;CERRO LARGO;RS;12/2017;999.109;715.349;0;0;0;27.357;256.146;0;0;0;0;0;0;0;258;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;S5;9;GOIANIA;GO;12/2017;971.710;616.163;0;0;0;0;355.532;0;0;0;0;0;0;0;14;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;8;SAO PAULO;SP;12/2017;969.706;213.964;0;0;0;500.185;255.556;0;0;0;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;S4;8;PORTO ALEGRE;RS;12/2017;956.371;880.942;0;0;0;0;75.422;0;0;0;0;0;0;0;7;0
GRUPO BONSUCESSO - BS2;52.034;b1;C;2;S4;199;BELO HORIZONTE;MG;12/2017;894.449;113.178;0;0;0;5.260;338.703;0;0;0;436.953;0;0;0;356;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;S4;9;DOURADOS;MS;12/2017;891.874;768.646;0;0;0;1.103;121.947;0;0;0;0;0;0;0;178;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;S5;9;LINHARES;ES;12/2017;889.501;586.267;688;0;0;0;302.503;0;0;0;0;0;0;0;43;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81.466.286;b3S;I;2;S4;9;PONTA GROSSA;PR;12/2017;888.939;708.640;0;0;0;13.134;167.020;0;0;0;0;0;0;0;145;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91.586.982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;12/2017;809.707;328.498;0;36;0;28.937;451.462;0;0;0;0;0;511;0;263;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;S4;9;CANARANA;MT;12/2017;805.221;478.551;0;0;0;26.339;300.252;0;0;0;0;0;0;0;79;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;S4;9;ERECHIM;RS;12/2017;797.028;589.487;0;0;0;36.195;171.129;0;0;0;0;0;0;0;216;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;S4;9;CRUZ ALTA;RS;12/2017;777.650;539.618;0;0;0;4.224;226.251;0;0;0;0;0;7.437;3;117;0
INDUSVAL;50.531;b1;C;2;S4;199;SAO PAULO;SP;12/2017;773.757;191.283;74;796;0;18.806;472.007;9.904;25.738;4.212;170;0;6;50.762;0;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42.898.825;b3S;I;2;S4;9;BELO HORIZONTE;MG;12/2017;769.275;319.780;0;0;0;0;449.447;0;0;0;0;0;0;0;47;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;S4;9;ITAQUI;RS;12/2017;763.523;385.829;0;0;0;31.576;345.485;0;0;0;0;0;502;0;132;0
BANCO CBSS S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;12/2017;749.574;737.928;0;0;0;0;0;0;0;0;0;0;0;0;11.646;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;S4;30;SALVADOR;BA;12/2017;747.221;266.706;0;480.203;0;0;0;0;0;0;0;0;0;289;23;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;S4;8;GUARULHOS;SP;12/2017;744.907;744.878;0;0;0;0;0;0;0;0;0;0;0;0;29;0
RENDIMENTO;51.468;b1;C;2;S4;199;SAO PAULO;SP;12/2017;742.939;281.155;0;49.288;0;287;368.837;15.706;0;0;0;0;0;27.634;32;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;12/2017;728.843;301.754;0;0;0;65.872;361.054;0;0;0;0;0;0;0;163;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;12/2017;725.516;568.547;61;0;0;0;156.885;0;0;0;0;0;0;0;23;0
MIZUHO;51.554;b1;I;3;S4;199;SAO PAULO;SP;12/2017;718.801;403.451;0;0;0;0;248.616;0;0;0;0;0;0;0;0;66.734
BOFA MERRILL LYNCH;51.255;b1;C;3;S3;199;SAO PAULO;SP;12/2017;713.056;202;0;0;0;0;712.854;0;0;0;0;0;0;0;1;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;S4;30;FLORIANOPOLIS;SC;12/2017;693.023;329.298;0;108.688;0;3.042;0;231.123;0;20.340;0;0;531;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;12/2017;692.444;457.897;208;0;0;0;234.251;35;0;0;0;0;0;0;53;0
BANCO SEMEAR S.A.;795.423;b1;I;2;S4;8;BELO HORIZONTE;MG;12/2017;691.116;385.011;0;0;0;92.020;210.227;0;0;0;0;0;0;0;3.858;0
DACASA FINANCEIRA;51.891;n1;C;2;S4;197;VITORIA;ES;12/2017;690.000;683.984;0;0;0;0;0;0;0;0;0;0;0;0;6.016;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2.398.976;b3S;I;2;S4;9;LONDRINA;PR;12/2017;687.982;383.791;0;3.062;0;0;300.989;0;0;0;0;0;109;0;31;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;S4;9;SANTA MARIA;RS;12/2017;682.672;414.733;0;0;0;44.724;218.217;0;0;0;0;0;4.780;0;218;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;S4;9;SORRISO;MT;12/2017;673.196;566.775;0;0;0;10.859;95.423;0;0;0;0;0;0;0;139;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53.923.116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;12/2017;661.888;659.646;0;0;0;0;0;0;0;2.222;0;0;0;0;19;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32.995.755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;12/2017;645.637;522.500;0;0;0;17.134;105.826;0;0;0;0;0;0;0;176;0
BANCO MONEO S.A.;7.441.209;b2;I;2;S4;8;CAXIAS DO SUL;RS;12/2017;641.303;377.961;2.201;230.220;0;0;1.217;29.705;0;0;0;0;0;0;0;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.313.766;n1;I;2;S4;14;SAO PAULO;SP;12/2017;623.845;516.326;0;0;0;0;107.440;0;0;0;0;0;0;0;79;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3.632.872;b3S;I;2;S5;9;VILHENA;RO;12/2017;622.546;596.841;22.420;0;0;0;3.280;0;0;0;0;0;0;0;4;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35.571.249;b3S;I;2;S5;9;JOAO PESSOA;PB;12/2017;619.890;448.487;0;0;0;17.643;153.725;0;0;0;0;0;0;0;35;0
