Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;06/2015;1.365.729.977;686.317.064;1.292.839.499;1.089.174.126;72.890.478;8.758.946;5.550;1.491
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2015;1.144.469.129;457.359.182;1.037.780.538;776.784.057;106.688.590;11.089.206;3.865;911
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2015;1.119.059.970;648.093.147;1.092.623.048;965.484.640;26.436.921;2.796.606;3.404;844
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2015;909.428.077;356.973.376;871.399.471;597.425.504;38.028.606;3.514.568;4;0
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2015;867.254.601;355.037.658;779.667.787;662.466.786;87.586.814;8.736.546;4.673;1.266
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2015;613.143.213;254.239.250;550.225.768;415.244.465;62.917.445;4.712.729;2.750;1.182
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2015;178.209.608;68.356.495;168.528.881;115.379.348;9.680.727;31.808;854;463
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2015;159.527.727;19.618.614;143.229.844;94.008.405;16.297.883;2.231.478;13;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2015;142.736.622;54.670.339;133.410.234;114.958.606;9.326.388;886.970;108;6
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2015;103.475.851;51.878.720;95.628.783;63.482.066;7.847.067;267.776;112;0
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2015;70.687.755;17.494.452;63.662.345;32.874.550;7.025.410;363.487;134;18
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2015;62.982.779;31.091.241;57.133.012;48.349.599;5.849.767;339.932;532;206
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2015;40.573.015;13.854.279;37.706.307;19.197.422;2.866.708;158.128;299;3
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;06/2015;38.015.993;3.784.782;36.887.643;6.700.605;1.128.350;-165.915;5;0
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;06/2015;36.158.687;5.787.586;32.753.017;22.421.474;3.405.669;9.254;10;0
