Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;09/2014;626.586.512;295.074.988;70.541.132;67.245.462;26.330.102;113.124.671;2.247.104;52.023.054
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;09/2014;570.362.316;284.074.574;67.085.038;89.239.888;23.685.708;104.725.160;1.551.949;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;09/2014;513.689.151;203.958.157;20.907.528;39.776.215;11.150.295;49.562.526;7.095.301;181.239.129
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;09/2014;376.780.750;161.880.080;24.333.486;40.455.172;14.046.860;45.909.582;6.892.850;83.262.720
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;09/2014;309.884.695;187.841.757;29.133.130;38.830.887;5.280.923;23.863.523;24.934.475;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;09/2014;234.211.809;133.549.310;13.679.345;20.431.704;5.326.121;31.370.562;1.846.538;28.008.230
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;09/2014;65.527.647;30.939.054;5.437.552;4.165.884;1.881.861;13.625.842;1.323.861;8.153.593
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;09/2014;54.433.742;27.199.656;3.992.015;7.793.763;2.082.555;9.961.119;411.012;2.993.624
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;09/2014;53.687.855;25.491.526;3.625.889;4.538.072;1.384.794;7.939.304;2.622.913;8.085.358
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;09/2014;28.521.196;4.091.189;352.779;1.339.171;343.465;21.997.965;235.595;161.031
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;09/2014;21.220.174;9.467.726;2.108.782;3.889.390;1.248.609;4.489.421;16.246;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;09/2014;16.999.549;8.803.969;2.110.732;772.269;1.706;374.022;1;4.936.849
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;09/2014;16.508.042;8.422.622;2.181.759;2.678.187;975.184;2.051.566;198.725;0
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;09/2014;16.230.515;11.262.719;928.891;1.051.030;227.843;2.653.132;106.901;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;09/2014;12.475.260;41.009;3.060.588;4.789;64.206;9.294.225;10.443;0
