Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;S1;C;1;BRASILIA;DF;03/2017;15.311.399;421.869.630;120.795.375;588.427.124;-35.212.235;553.214.889;301.926;515.795;267.074;-31.684;1.053.111;181.432.709;70.491.556;36.203.386;1.400.372.056;267.074;1.400.104.983
ITAU;10069;b1;S1;C;2;SAO PAULO;SP;03/2017;20.034.631;268.833.678;235.893.181;425.980.010;-33.289.901;392.690.109;6.676.801;4.436.126;2.813.571;-333.086;13.593.412;194.582.569;91.243.730;103.959.104;1.320.830.414;2.813.571;1.318.016.843
CAIXA ECONOMICA FEDERAL;360305;b1;S1;I;1;BRASILIA;DF;03/2017;9.056.963;169.377.355;182.038.664;702.270.046;-34.581.024;667.689.022;0;0;0;0;0;80.379.514;159.747.706;13.772.185;1.282.061.411;0;1.282.061.411
BRADESCO;10045;b1;S1;C;2;OSASCO;SP;03/2017;11.720.971;187.335.903;284.700.143;336.927.437;-36.298.740;300.628.697;42.156;4.423.955;1.933.404;-161.167;6.238.347;150.463.737;67.466.494;74.601.752;1.083.156.045;1.933.404;1.081.222.641
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;S2;I;1;RIO DE JANEIRO;RJ;03/2017;2.972;61.697.848;109.886.518;333.176.591;-14.286.408;318.890.184;0;0;0;0;0;21.591.698;265.812.999;88.178.387;866.060.606;0;866.060.606
SANTANDER;30379;b1;S1;C;3;SAO PAULO;SP;03/2017;5.389.762;52.572.016;164.525.985;214.630.752;-16.058.442;198.572.310;22.023;5.062.901;2.295.859;-66.161;7.314.623;207.471.264;66.697.453;14.942.736;717.486.149;2.295.859;715.190.290
BTG PACTUAL;49944;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2017;698.989;29.555.644;63.050.734;12.147.461;-1.058.857;11.088.603;0;1.276;0;0;1.276;29.536.898;2.208.199;11.562.055;147.702.401;0;147.702.401
SAFRA;10083;b1;S2;C;2;SAO PAULO;SP;03/2017;404.740;50.091.515;33.496.731;44.304.134;-2.465.787;41.838.347;30.389;2.269.708;1.117.267;-70.497;3.346.866;12.241.383;3.002.995;3.914.243;148.336.821;1.117.267;147.219.554
VOTORANTIM;51011;b1;S2;C;2;SAO PAULO;SP;03/2017;169.944;17.932.158;31.222.855;44.084.323;-3.074.912;41.009.410;850;127.096;6.434;-5.460;128.920;12.627.917;535.958;552.088;104.179.251;6.434;104.172.817
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;03/2017;582.764;10.652.749;26.686.823;13.943.388;-1.026.524;12.916.864;1.314;92.085;18.854;-4.191;108.062;22.673.401;5.449.844;530.051;79.600.558;18.854;79.581.704
