Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;06/2016;11.314.926;1.560.429;7.702.947;1.067.386;315.644;211.925;60.952;77.541;70.220;247.882;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;06/2016;10.985.953;472.326;2.641.011;3.487.058;1.370.491;337.496;173.822;31.019;23.647;102.056;2.347.028
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;06/2016;10.915.671;6.627.345;3.773.104;371.445;109.425;11.180;2.273;6.166;1.107;13.627;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;06/2016;9.557.987;6.038.935;891.395;1.245.527;536.954;200.612;125.210;114.185;65.536;339.635;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;06/2016;9.265.487;37.344;7.713.451;497.848;679.613;99.535;43.131;42.468;24.865;127.231;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;06/2016;8.847.447;101.229;3.322.382;3.612.264;1.103.904;221.599;62.890;60.236;161.682;201.261;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;06/2016;8.499.674;0;6.863.199;653.707;298.945;137.754;78.432;61.545;62.725;343.365;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;06/2016;7.555.149;0;2.685.843;399.653;210.761;83.842;178.215;44.605;71.288;76.987;3.803.953
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;06/2016;7.362.774;633.506;3.909.514;555.274;645.851;657.227;286.980;137.819;105.240;431.363;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;06/2016;6.900.845;1.101.004;4.072.110;1.347.040;224.306;57.954;23.428;10.447;5.000;59.557;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;06/2016;6.211.288;723.440;2.117.134;1.296.269;975.387;807.603;23.074;87.583;23.494;157.305;0
CCB;32.119;b1;C;3;;199;SAO PAULO;SP;06/2016;6.172.110;359.210;2.030.120;540.173;761.738;374.597;238.609;185.885;70.570;211.673;1.399.535
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;06/2016;5.860.337;1.701.868;1.097.897;1.201.651;1.161.168;363.061;97.884;35.127;18.820;182.861;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;06/2016;5.736.882;188.456;2.638.058;1.659.593;794.119;162.102;117.190;13.033;22.423;141.907;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;06/2016;4.996.233;0;3.558.390;148.000;128.273;191.172;144.919;128.298;109.714;587.466;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;06/2016;4.524.872;26.414;3.922.269;73.092;78.796;58.676;98.845;39.767;33.349;193.663;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;06/2016;4.436.667;0;3.158.210;690.308;360.415;35.820;21.562;32.568;13.399;124.385;0
ORIGINAL;51.781;b1;C;2;;199;SAO PAULO;SP;06/2016;4.243.411;707.247;2.042.580;817.163;339.886;200.790;114.209;7.494;2.270;11.772;0
ING;51.073;b1;C;3;;199;SAO PAULO;SP;06/2016;4.043.993;3.704.073;38.407;0;71.384;230.130;0;0;0;0;0
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;06/2016;3.994.875;1.338.533;1.073.540;1.283.752;184.844;34.585;16.859;22.697;9.185;30.880;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;06/2016;3.858.472;1.869.862;762.012;454.612;245.250;195.697;53.238;34.537;29.717;213.547;0
PARANÁ BANCO;30.881;b1;C;2;;199;CURITIBA;PR;06/2016;3.856.674;0;3.167.190;315.337;166.282;33.888;66.641;24.542;15.678;67.118;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;06/2016;3.834.294;1.151.318;1.548.489;814.197;56.608;34.764;98.894;44.918;16.532;68.574;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;06/2016;3.828.622;582.344;1.033.388;1.249.640;559.681;130.897;71.219;28.057;45.926;127.469;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;06/2016;3.741.648;348.290;385.212;851.750;1.277.871;211.945;131.955;103.652;47.695;23.565;359.712
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;06/2016;3.693.260;301.293;2.549.796;407.328;302.784;61.802;23.347;11.757;5.912;29.241;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;06/2016;3.630.674;2.438.853;61.220;152.057;27.972;0;15.206;0;0;39.994;895.372
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;06/2016;3.595.621;0;3.338.319;25.787;66.158;13.984;7.955;14.427;7.607;121.385;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;06/2016;3.467.469;11.984;1.510.453;459.555;819.552;383.601;77.926;53.438;33.855;117.106;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;06/2016;3.394.004;134.590;294.868;1.553.470;273.780;158.883;156.491;31.029;34.290;48.136;708.467
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;06/2016;3.357.274;749.102;1.104.923;840.953;303.676;119.387;117.692;13.035;41.584;66.923;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;06/2016;2.930.916;485.440;1.160.707;694.263;229.304;80.326;47.014;14.487;28.308;191.067;0
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;06/2016;2.781.078;995.477;577.247;492.322;112.199;380.297;90.527;14.633;87.965;30.411;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;06/2016;2.715.449;1.561.564;62;43.012;0;0;0;0;0;0;1.110.811
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;06/2016;2.677.970;0;1.608.506;132.533;131.494;102.471;93.978;85.627;91.358;432.004;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;06/2016;2.600.744;1.330.752;888.170;25.642;98.365;93.389;118.803;20.693;24.416;515;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;06/2016;2.552.507;93.744;1.863.451;317.176;103.762;31.042;14.500;8.391;4.595;115.847;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;06/2016;2.548.436;1.423.152;896.759;121.297;17.110;1.566;33.386;2.339;12.876;39.951;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;06/2016;2.245.497;235.792;1.662.689;114.644;72.022;45.143;26.113;22.201;16.437;50.457;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;06/2016;2.239.588;0;1.107.336;100.005;138.847;134.730;83.881;109.756;82.964;482.069;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;06/2016;2.177.237;0;234.383;460.798;247.602;109.738;53.310;39.214;33.316;998.876;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;06/2016;2.163.246;740.171;711.904;427.520;122.914;54.918;38.052;14.669;23.591;29.507;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;06/2016;2.056.050;0;1.412.208;320.885;120.415;85.482;30.872;21.691;6.434;58.064;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;06/2016;2.043.989;1.340.019;138.092;565.877;0;0;0;0;0;0;0
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;06/2016;1.979.097;1.564.339;72.585;107.239;77.425;124.146;0;0;0;33.364;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;06/2016;1.872.730;807.059;820.550;150.158;39.756;11.806;32.910;2.026;2.614;5.850;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;06/2016;1.865.381;0;378.561;713.335;686.665;26.871;30.825;3.440;5.951;19.732;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;06/2016;1.803.719;0;1.286.157;405.620;70.480;12.623;7.100;4.679;3.013;14.047;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;06/2016;1.651.987;0;980.270;337.037;141.791;68.793;13.450;36.174;28.128;46.345;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;06/2016;1.595.041;86.208;432.741;900.474;110.754;23.932;9.054;5.129;7.439;19.310;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;06/2016;1.591.533;563.881;678.885;98.956;37.700;29.262;153.011;11.538;6.050;12.251;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;;8;SAO PAULO;SP;06/2016;1.555.465;683.020;553.719;124.805;56.263;50.674;44.965;7.409;8.161;26.449;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;06/2016;1.552.300;219.948;715.975;314.572;182.830;48.881;4.179;22.254;7.232;16.452;19.977
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;06/2016;1.485.969;103.729;900.777;158.629;172.017;32.948;15.858;14.311;12.947;74.752;0
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;06/2016;1.417.976;273.203;437.434;281.075;193.001;159.009;61.528;3.050;2.216;7.460;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;06/2016;1.375.122;0;1.229.244;51.412;26.149;14.838;10.709;12.953;8.024;21.794;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;06/2016;1.354.659;100.163;417.612;471.133;129.732;20.840;45.338;19.485;161;142.167;8.027
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;06/2016;1.308.711;96.949;100.001;735.862;223.234;41.277;58.474;24.281;15.632;13.000;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;06/2016;1.269.266;1.049.187;81.380;110.152;2.585;25.963;0;0;0;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;06/2016;1.187.847;126.510;574.676;400.431;55.516;10.461;14.343;2.892;605;2.413;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;06/2016;1.136.900;641.180;128.478;134.307;106.590;25.810;25.221;19.648;7.505;48.160;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;;9;MARINGA;PR;06/2016;1.106.107;71;751.669;157.775;62.664;50.279;17.436;14.121;5.649;46.442;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;;8;SAO PAULO;SP;06/2016;1.090.113;218.493;753.352;0;118.267;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;06/2016;1.079.293;66.362;599.081;217.443;90.660;32.448;23.430;11.420;5.731;32.718;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;06/2016;1.070.637;0;548.539;236.544;71.949;203.314;1.886;517;1.261;6.627;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;06/2016;1.001.038;104.346;745.279;92.233;40.696;2.615;2.985;1.758;2.423;8.702;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;06/2016;916.936;0;623.328;158.891;45.706;43.489;10.924;9.351;3.708;21.539;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;06/2016;893.504;0;740.139;58.733;35.035;15.750;8.367;6.246;4.348;24.885;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;;9;CHAPECO;SC;06/2016;868.578;15.955;232.222;290.570;124.369;52.984;31.362;23.291;14.946;82.879;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;06/2016;852.177;67.454;278.898;201.149;138.231;84.173;36.017;13.494;11.498;21.262;0
CAIXA GERAL;51.815;b1;C;3;;199;SAO PAULO;SP;06/2016;824.358;30.928;141.872;467.852;93.662;39.994;0;40.710;0;9.341;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;;9;GOIANIA;GO;06/2016;819.458;157;527.668;175.346;41.404;23.885;21.771;3.708;4.461;21.058;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;06/2016;819.353;0;169.189;242.050;105.346;113.545;74.719;43.831;13.087;57.587;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;06/2016;786.116;0;169.521;484.785;86.816;9.328;1.959;3.365;1.398;28.944;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;;9;LINHARES;ES;06/2016;776.168;15.531;167.600;329.725;178.898;15.902;11.231;3.733;3.562;49.985;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;06/2016;730.849;3;256.663;231.113;122.077;50.260;20.211;12.195;4.874;33.452;0
BANCO DA CHINA BRASIL S.A.;10.690.848;b1;I;3;;8;SAO PAULO;SP;06/2016;725.262;78.831;510.397;58.346;0;32.649;0;0;0;45.039;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;;8;SAO PAULO;SP;06/2016;701.017;408.232;265.738;0;27.048;0;0;0;0;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;;30;SALVADOR;BA;06/2016;688.442;138.636;180.528;181.675;120.723;27.387;7.344;2.012;14.419;15.716;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;06/2016;686.548;151.124;82.553;251.252;107.163;8.281;7.529;12.214;20.763;45.670;0
DACASA FINANCEIRA;51.891;n1;C;2;;197;VITORIA;ES;06/2016;674.932;0;393.673;32.953;29.179;24.641;20.839;22.496;21.584;129.568;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;06/2016;672.315;8.773;179.902;320.876;86.540;32.642;3.895;7.449;3.642;28.596;0
BOFA MERRILL LYNCH;51.255;b1;C;3;;199;SAO PAULO;SP;06/2016;665.043;402.429;3;262.610;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;;9;PALOTINA;PR;06/2016;661.177;0;274.822;252.387;45.058;27.625;17.421;14.722;5.082;24.061;0
MIZUHO;51.554;b1;I;3;;199;SAO PAULO;SP;06/2016;659.601;521.354;60.799;0;0;0;0;0;0;0;77.448
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;06/2016;650.539;871;415.317;129.070;41.340;43.682;11.370;1.816;380;6.692;0
HAITONG;51.482;b2;C;3;;198;SAO PAULO;SP;06/2016;646.301;434.166;30.680;36.711;43.659;0;0;11.068;0;21.737;68.280
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;06/2016;629.503;0;251.310;165.131;98.592;55.860;13.212;10.871;2.871;31.656;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;06/2016;621.426;7.670;278.613;209.635;48.443;39.775;6.881;3.235;14.575;12.600;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35.571.249;b3S;I;2;;9;JOAO PESSOA;PB;06/2016;619.054;0;488.019;31.372;51.946;18.775;10.704;5.305;379;12.555;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2.398.976;b3S;I;2;;9;LONDRINA;PR;06/2016;585.945;0;318.088;209.534;36.891;7.069;2.993;2.701;463;8.206;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;;9;ERECHIM;RS;06/2016;581.165;0;249.771;200.502;65.971;26.778;11.119;6.453;2.688;17.883;0
MODAL;51.963;b1;C;2;;199;RIO DE JANEIRO;RJ;06/2016;549.238;82.145;201.796;142.718;110.607;0;11.110;0;861;3;0
MÁXIMA;50.201;b1;C;2;;199;RIO DE JANEIRO;RJ;06/2016;548.524;11.612;302.942;150.209;30.825;21.321;6.880;15.209;1.510;8.016;0
BANCO SEMEAR S.A.;795.423;b1;I;2;;8;BELO HORIZONTE;MG;06/2016;542.020;0;357.124;49.901;32.460;19.635;15.666;9.280;6.998;50.955;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;06/2016;534.788;29.540;317.828;107.894;34.313;6.854;3.356;2.412;1.545;31.046;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;;9;ITAQUI;RS;06/2016;523.154;0;103.579;216.636;99.171;61.770;19.106;5.910;4.941;12.040;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74.064.502;b3S;I;2;;9;FLORIANOPOLIS;SC;06/2016;519.914;0;243.454;152.251;47.682;31.896;11.092;24.115;1.318;8.105;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;06/2016;510.742;78;2.224;283.240;171.153;12.258;7.058;5.330;5.109;24.292;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;;9;DOURADOS;MS;06/2016;509.991;0;223.362;159.885;43.575;23.048;15.675;10.632;3.056;30.757;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.313.766;n1;I;2;;14;SAO PAULO;SP;06/2016;497.566;0;202.073;100.725;116.167;57.944;9.592;9.761;271;1.034;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;;9;CARLOS BARBOSA;RS;06/2016;497.304;0;161.496;208.787;46.751;33.604;16.881;11.370;3.294;15.120;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31.804.966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;06/2016;480.983;8.952;119.362;227.087;63.239;14.066;4.747;6.702;4.053;32.775;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42.898.825;b3S;I;2;;9;BELO HORIZONTE;MG;06/2016;480.356;3.339;148.284;191.696;105.678;23.524;1.430;3.305;1.769;1.331;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32.467.086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;06/2016;470.695;20.827;209.392;169.541;37.404;11.835;4.983;4.831;1.684;10.198;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;;9;SANTA MARIA;RS;06/2016;466.932;0;193.668;147.338;47.866;18.639;19.477;9.166;4.964;25.814;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74.114.042;b3S;I;2;;9;ITAJAI;SC;06/2016;465.415;0;182.041;196.406;53.779;18.664;4.925;3.933;2.684;2.984;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;;9;CRUZ ALTA;RS;06/2016;464.592;0;126.405;133.814;119.983;43.758;12.514;14.803;3.290;10.023;0
AGIPLAN FINANCEIRA S.A. - CREDITO FINANCIAMENTO E INVESTIMENTO;13.660.104;n1;I;2;;14;PORTO ALEGRE;RS;06/2016;458.258;0;319.780;18.181;20.033;16.864;10.479;13.022;8.489;51.411;0
