Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;06/2017;15.860.763;14.154.568;0;210.171;0;1.108.551;387.207;0;0;0;0;0;0;0;266;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;06/2017;15.713.311;13.262.511;147.400;238.303;0;0;2.062.269;0;0;0;0;0;0;2.829;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;06/2017;13.822.621;9.351.726;50.793;2.851.972;0;0;0;0;0;533.595;0;0;343;1.034.178;13;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;06/2017;13.471.873;10.050.478;0;1.329.718;0;0;2.091.252;0;0;0;0;0;0;346;79;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;06/2017;13.209.654;10.183.382;2.944;187.735;0;137.751;1.383.996;350.796;122.571;205;0;0;17.152;619.607;1.738;201.777
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;06/2017;13.047.883;10.180.436;0;57.669;0;1.933.655;852.032;0;0;0;0;0;0;3.219;20.871;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;06/2017;12.450.309;2.718.869;0;734.585;0;5.704;6.036.661;72.817;0;0;21.505;0;0;503.076;1;2.357.090
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;06/2017;12.282.363;559.240;79.867;2.451.104;35.595;0;4.231.734;0;0;68.986;245.761;0;0;219.992;0;4.390.084
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;06/2017;11.973.295;11.526.233;68.349;213.629;0;0;157.941;0;0;0;0;0;0;0;7.143;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;06/2017;11.955.370;6.560.734;27.157;1.115.388;0;1.071.169;980.913;0;20;2.172.499;0;0;27.029;0;460;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;06/2017;9.139.309;7.822.541;1.059.314;66.393;0;179.397;0;0;0;11.369;0;0;0;0;198;97
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;06/2017;8.359.114;8.359.112;0;0;0;0;0;0;0;0;0;0;0;0;2;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;06/2017;8.060.980;7.212.090;0;0;0;31.311;721.604;0;0;0;0;0;0;91.654;4.321;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;06/2017;7.827.353;5.902.525;0;1.507.437;0;0;0;417.391;0;0;0;0;0;0;0;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;06/2017;7.124.918;3.112.226;17.847;0;0;0;1.562.013;0;613.311;14.273;0;0;0;0;564;1.804.684
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;06/2017;6.781.397;4.932.261;0;687.679;0;4.723;994.148;161.517;0;0;0;0;0;0;1.070;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;06/2017;6.614.991;6.315.970;0;294.955;0;0;0;4.066;0;0;0;0;0;0;0;0
JOHN DEERE;50.071;b1;C;3;S4;199;INDAIATUBA;SP;06/2017;6.493.942;5.934.392;0;196.752;329.025;0;0;33.771;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;06/2017;6.075.166;4.679.170;106.570;0;0;274.546;1.005.312;0;0;1.602;0;0;0;0;7.966;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;06/2017;5.904.449;2.041.388;9.998;1.510.751;0;160;34.248;430.577;16.931;192.223;504.843;0;13.789;1.149.543;0;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;06/2017;5.445.663;5.424.396;0;0;0;0;0;0;0;0;0;0;0;0;21.268;0
CREDIT SUISSE;30.771;b1;C;3;S2;199;SAO PAULO;SP;06/2017;5.175.389;108.136;0;0;314.588;0;1.756.806;0;0;0;1.317.067;0;0;0;0;1.678.791
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;06/2017;5.065.626;5.056.669;0;0;0;0;0;0;0;0;0;0;0;0;8.957;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;06/2017;4.695.782;4.606.933;0;34.254;0;0;41.129;13.466;0;0;0;0;0;0;0;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;06/2017;4.088.334;1.112.784;13.238;36.445;0;15.580;1.885.898;0;0;0;261.770;0;0;470.351;0;292.267
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;06/2017;4.081.192;4.053.915;0;0;0;0;27.277;0;0;0;0;0;0;0;1;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S4;8;BELEM;PA;06/2017;3.833.919;3.829.420;0;0;0;170;0;0;0;4.128;0;0;0;0;200;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;06/2017;3.770.515;2.296.471;435.121;27.603;0;2.951;810.966;0;0;12.025;0;0;0;180.735;4.643;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;06/2017;3.738.055;1.273.965;950;0;0;489.062;1.271.637;0;0;0;0;0;0;0;90;702.351
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;06/2017;3.698.244;3.517.673;0;0;0;3.437;106.217;11.809;0;43.368;0;0;0;10.705;5.036;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;06/2017;3.675.062;2.193.856;0;0;0;0;908.467;0;0;3.284;0;0;0;497.227;604;71.624
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;06/2017;3.465.141;3.465.049;0;0;0;0;0;0;0;0;0;0;0;0;91;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;06/2017;3.364.672;1.061.252;458.413;360.899;0;579.178;800.258;15.341;515;33.337;0;0;0;55.427;53;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;06/2017;3.256.849;2.219.380;0;1.037.469;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;06/2017;3.188.388;3.188.112;0;0;0;276;0;0;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;06/2017;2.879.085;2.746.002;0;0;0;0;0;0;0;0;0;0;0;0;133.083;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;06/2017;2.869.904;1.935.545;35.346;501.562;0;0;0;355.291;0;8.875;1.496;0;0;31.789;0;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;06/2017;2.842.630;91.061;0;0;0;0;388.790;0;2.362.753;0;0;0;0;25;0;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;06/2017;2.723.273;135.666;0;0;0;1.926;1.744.693;0;0;251;0;0;0;563.787;1;276.949
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;06/2017;2.671.385;1.842.497;3.884;4;0;0;824.976;0;0;0;0;0;0;0;25;0
BANCO IBM S.A.;34.270.520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;06/2017;2.624.719;439.281;0;0;0;0;2.172.466;0;0;0;0;0;0;12.972;0;0
INTERMEDIUM;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;06/2017;2.455.699;1.076.465;147.620;2.484;0;1.228.041;0;0;0;0;0;0;0;0;1.089;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;8;SAO PAULO;SP;06/2017;2.386.545;678.826;0;0;0;0;0;0;0;0;0;0;0;1.707.718;0;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;06/2017;2.321.478;476.345;0;743;0;0;1.725.006;0;0;30;0;0;108;119.239;6;0
DEUTSCHE;51.183;b1;I;3;S3;199;SAO PAULO;SP;06/2017;2.242.250;1.697.908;0;0;0;0;544.167;0;175;0;0;0;0;0;0;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;06/2017;2.214.363;1.382.900;0;0;0;60.630;770.833;0;0;0;0;0;0;0;0;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;06/2017;2.203.429;1.615.114;0;240.417;0;0;152.307;0;0;0;0;0;0;195.592;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;8;SAO PAULO;SP;06/2017;2.158.414;425.589;0;69.979;83.654;1;928.097;0;0;0;0;0;0;0;0;651.094
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;06/2017;2.137.393;2.124.781;0;0;0;0;0;0;0;0;0;0;0;0;12.612;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;06/2017;2.135.955;2.100.929;0;0;0;0;31.362;0;0;1.684;0;0;0;0;1.980;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;06/2017;2.133.677;2.005.927;126.844;0;0;0;0;0;0;0;0;0;0;0;905;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;06/2017;1.822.757;914.681;0;891;0;34.386;26.213;666.910;0;11.248;0;0;0;168.268;160;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;06/2017;1.695.631;391.859;1.303.768;0;0;0;0;0;0;0;0;0;0;0;5;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;06/2017;1.646.288;1.646.288;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;06/2017;1.606.728;1.087.157;40.554;14.472;0;3.350;398.551;0;0;33.360;0;0;0;29.275;9;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;06/2017;1.469.696;1.095.032;0;21.185;0;0;237.156;89.282;0;0;0;0;0;0;27.041;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;S5;9;BRASILIA;DF;06/2017;1.433.626;60.984;1.372.633;0;0;0;0;0;0;0;0;0;0;0;9;0
BMW;51.420;n1;C;3;S4;197;SAO PAULO;SP;06/2017;1.345.439;1.345.439;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;06/2017;1.345.130;0;0;0;0;0;229.644;0;0;0;0;0;0;1.115.486;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;S4;9;MARINGA;PR;06/2017;1.276.766;1.043.964;0;0;0;20.609;210.944;0;0;0;0;0;702;0;547;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;S4;8;SAO PAULO;SP;06/2017;1.275.564;699.834;293.096;92.005;0;13.622;16.697;12.473;0;0;1.875;0;0;145.962;1;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;S4;19;BARUERI;SP;06/2017;1.252.514;641.490;0;0;0;0;602.031;0;0;0;0;0;0;8.993;1;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;8;SAO PAULO;SP;06/2017;1.206.126;456.177;0;0;0;503.740;246.209;0;0;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;S4;30;CURITIBA;PR;06/2017;1.203.393;133.011;2.324;649.959;0;8.270;0;28.240;0;0;381.586;0;0;0;2;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;06/2017;1.185.908;612.098;0;0;0;0;573.810;0;0;0;0;0;0;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;S4;30;SAO PAULO;SP;06/2017;1.169.864;135.118;0;318.155;0;0;0;39.626;0;0;119.630;0;557.335;0;0;0
INDUSVAL;50.531;b1;C;2;S4;199;SAO PAULO;SP;06/2017;1.102.140;180.763;79;1.386;0;20.238;708.807;9.418;26.090;3.565;116;0;6;77.707;0;73.966
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;S4;5;VITORIA;ES;06/2017;1.059.706;963.523;22.117;57.415;0;16.651;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;06/2017;1.035.497;692.036;0;0;0;102.077;241.210;0;0;0;0;0;0;0;173;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;S4;9;CAMPO MOURAO;PR;06/2017;1.029.953;1.029.587;0;0;0;0;0;0;0;0;0;0;325;0;41;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;S4;9;MEDIANEIRA;PR;06/2017;1.019.717;797.251;0;0;0;35.639;186.531;0;0;0;0;0;0;0;297;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;S3;8;SAO PAULO;SP;06/2017;1.005.909;530.237;0;29.678;0;6.472;218.114;0;0;0;0;0;0;221.408;0;0
BOFA MERRILL LYNCH;51.255;b1;C;3;S3;199;SAO PAULO;SP;06/2017;944.743;37.157;0;0;0;0;907.585;0;0;0;0;0;0;0;1;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;S4;8;PORTO ALEGRE;RS;06/2017;927.431;856.461;0;0;0;0;70.964;0;0;0;0;0;0;0;6;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;S4;8;SAO PAULO;SP;06/2017;925.983;295.636;1.123;0;0;0;530.571;0;0;22.100;0;0;245;76.285;23;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;S5;9;CHAPECO;SC;06/2017;893.025;777.302;1.613;1.578;0;0;112.471;0;0;0;0;0;0;0;60;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;S5;9;GOIANIA;GO;06/2017;845.109;496.909;0;0;0;0;348.188;0;0;0;0;0;0;0;11;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;S5;9;LINHARES;ES;06/2017;838.321;592.224;2.229;0;0;0;243.821;0;0;0;0;0;0;0;47;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;S4;9;CERRO LARGO;RS;06/2017;820.301;558.125;0;0;0;38.740;223.188;0;0;0;0;0;0;0;248;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;S4;9;PALOTINA;PR;06/2017;819.702;755.108;0;0;0;19.643;44.682;0;0;0;0;0;0;0;269;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;S4;8;SAO PAULO;SP;06/2017;812.247;277.279;0;0;0;0;104.291;0;0;0;0;0;0;430.677;0;0
AGIPLAN;51.956;b1;C;2;S4;199;PORTO ALEGRE;RS;06/2017;774.641;774.151;0;0;0;0;0;0;0;0;0;0;0;0;490;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;S4;30;SALVADOR;BA;06/2017;773.028;314.555;0;458.123;0;0;0;0;0;0;0;0;0;325;25;0
BANCO FORD S.A.;90.731.688;b2;I;3;S4;8;SAO PAULO;SP;06/2017;749.802;12.507;0;0;0;0;0;0;737.295;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;S4;30;FLORIANOPOLIS;SC;06/2017;734.537;381.746;0;107.588;0;3.801;0;219.815;0;20.804;0;0;784;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53.923.116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;06/2017;726.271;723.965;0;0;0;0;66;0;0;2.224;0;0;0;0;17;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;06/2017;722.273;557.678;297;0;0;0;164.271;0;0;0;0;0;0;0;27;0
BANCO CBSS S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;06/2017;707.077;693.952;0;0;0;0;0;0;0;0;0;0;0;0;13.125;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;S4;9;DOURADOS;MS;06/2017;700.014;580.206;0;0;0;11.380;108.262;0;0;0;0;0;0;0;166;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91.586.982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;06/2017;699.983;237.929;0;52;0;20.756;440.467;0;0;0;0;0;511;0;268;0
BANCO MONEO S.A.;7.441.209;b2;I;2;S4;8;CAXIAS DO SUL;RS;06/2017;680.639;474.211;0;175.387;0;0;889;30.152;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;S4;9;ITAQUI;RS;06/2017;679.852;293.575;0;0;0;103.357;282.738;0;0;0;0;0;52;0;129;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;S4;9;ERECHIM;RS;06/2017;674.870;488.937;0;0;0;42.555;143.171;0;0;0;0;0;0;0;207;0
DACASA FINANCEIRA;51.891;n1;C;2;S4;197;VITORIA;ES;06/2017;651.576;644.862;0;0;0;0;0;0;0;0;0;0;0;0;6.714;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42.898.825;b3S;I;2;S4;9;BELO HORIZONTE;MG;06/2017;647.975;302.340;0;0;0;0;345.588;0;0;0;0;0;0;0;47;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;S4;9;CANARANA;MT;06/2017;644.213;385.755;0;0;0;17.414;240.968;0;0;0;0;0;0;0;77;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;06/2017;638.564;434.219;284;0;0;0;204.002;0;0;0;0;0;0;0;59;0
MODAL;51.963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;06/2017;628.804;82.126;0;0;0;0;536.901;0;0;0;0;0;0;5.080;1;4.697
BANCO SEMEAR S.A.;795.423;b1;I;2;S4;8;BELO HORIZONTE;MG;06/2017;626.685;350.459;0;0;0;102.316;166.743;0;0;3.038;0;0;0;0;4.129;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;S4;9;SORRISO;MT;06/2017;624.724;514.058;0;0;0;9.249;101.286;0;0;0;0;0;0;0;131;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2.398.976;b3S;I;2;S4;9;LONDRINA;PR;06/2017;610.936;317.734;0;4.805;0;0;288.255;0;0;0;0;0;117;0;24;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.313.766;n1;I;2;S4;14;SAO PAULO;SP;06/2017;610.843;531.735;0;0;0;0;79.066;0;0;0;0;0;0;0;42;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;S4;8;GUARULHOS;SP;06/2017;598.157;598.112;0;0;0;0;0;0;0;0;0;0;0;0;45;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35.571.249;b3S;I;2;S5;9;JOAO PESSOA;PB;06/2017;588.638;407.211;0;0;0;12.632;168.761;0;0;0;0;0;0;0;34;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;06/2017;574.978;232.201;0;0;0;60.022;282.588;0;0;0;0;0;0;0;168;0
RENDIMENTO;51.468;b1;C;2;S4;199;SAO PAULO;SP;06/2017;565.045;146.399;0;23.615;0;452;336.955;19.417;0;0;0;0;0;38.170;38;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32.995.755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;06/2017;541.743;414.816;0;0;0;17.412;109.329;0;0;0;0;0;0;0;186;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;S4;9;SANTA MARIA;RS;06/2017;536.155;295.260;0;0;0;60.362;176.727;0;0;0;0;0;3.632;0;174;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;S4;9;CRUZ ALTA;RS;06/2017;535.921;296.579;0;0;0;9.400;226.346;0;0;0;0;0;3.473;4;119;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;06/2017;524.255;470.719;0;4.630;0;0;48.875;0;0;0;0;0;0;0;31;0
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74.064.502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;06/2017;510.271;119.623;0;0;0;0;390.632;0;0;0;0;0;0;0;16;0
CAIXA GERAL;51.815;b1;C;3;S4;199;SAO PAULO;SP;06/2017;503.431;18.134;0;8.417;0;1.017;349.238;0;0;0;0;0;0;126.624;0;0
BANCO GUANABARA S.A.;31.880.826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;06/2017;494.647;220.101;0;11.143;0;0;261.538;1.864;0;0;0;0;0;0;0;0
