Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Quantidade de Clientes;Quantidade de Operações;
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;09/2014;26.465.555;136.437.299
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;09/2014;21.398.619;139.788.691
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;09/2014;14.310.528;59.228.065
BB;49.906;b1;C;1;;199;BRASILIA;DF;09/2014;12.379.072;51.430.787
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;09/2014;9.465.361;33.853.586
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;09/2014;4.367.395;20.171.826
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;09/2014;4.248.092;7.314.868
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;09/2014;2.198.033;6.335.976
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;09/2014;1.828.516;4.872.715
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;09/2014;1.538.765;5.451.282
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;09/2014;1.425.804;4.755.469
PERNAMBUCANAS;40.699;n1;C;2;;197;SAO PAULO;SP;09/2014;1.246.950;8.655.388
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;09/2014;1.144.717;5.847.343
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;09/2014;925.507;2.118.360
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;09/2014;781.463;1.539.285
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;09/2014;747.797;3.039.904
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;09/2014;670.836;4.598.513
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;09/2014;645.576;1.143.945
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;09/2014;639.729;948.883
