Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BANCO DO BRASIL S.A.;0;BB;49906;;b1;1;1;BRASILIA;DF;06/2007;4.200.339;54.172.019;67.652.559;122.459.403;-8.923.437;113.535.966;56;96.109;1.536;-6;97.695;41.242.577;31.795.782;9.540.177;322.237.115;1.536;322.235.579
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;;b1;2;8;OSASCO;SP;06/2007;4.712.877;49.177.412;54.451.729;69.602.669;-5.643.575;63.959.094;0;0;0;0;0;26.135.402;22.104.644;38.054.663;258.595.821;0;258.595.821
BANCO ITAÚ S.A.;60701190;ITAU;10069;;b1;2;8;SAO PAULO;SP;06/2007;3.053.419;65.914.508;52.752.842;36.643.132;-5.450.249;31.192.883;485.606;1.142.620;683.204;-27.106;2.284.323;28.373.377;18.695.039;41.570.004;243.836.396;683.204;243.153.192
CAIXA ECONOMICA FEDERAL;360305;;;;b1;1;6;BRASILIA;DF;06/2007;1.691.816;9.969.527;123.988.414;49.788.349;-4.816.241;44.972.107;0;0;0;0;0;8.072.044;46.279.732;2.544.500;237.518.141;0;237.518.141
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;;b4;1;4;RIO DE JANEIRO;RJ;06/2007;4.246;1.570;19.151.219;65.854.783;-2.943.274;62.911.509;0;0;0;0;0;3.419.384;85.887.377;17.369.983;188.745.288;0;188.745.288
BANCO ABN AMRO REAL S.A.;33066408;ABN AMRO;10076;;b1;3;8;SAO PAULO;SP;06/2007;1.407.539;9.925.996;28.885.965;42.355.574;-2.082.067;40.273.506;0;0;0;0;0;52.332.223;9.207.698;15.047.466;157.080.393;0;157.080.393
UNIBANCO-UNIAO DE BANCOS BRASILEIROS S.A.;33700394;UNIBANCO;10100;;b1;2;8;SAO PAULO;SP;06/2007;2.363.983;27.681.219;28.733.023;33.266.710;-1.392.294;31.874.416;109.398;0;0;-694;108.704;13.230.903;6.471.991;13.297.378;123.761.617;0;123.761.617
BANCO SANTANDER BANESPA S.A.;90400888;SANTANDER BANESPA;30379;;b1;3;8;SAO PAULO;SP;06/2007;854.668;27.111.928;22.791.749;32.666.022;-1.569.805;31.096.217;0;0;0;0;0;21.924.315;6.408.689;2.906.384;113.093.951;0;113.093.951
BANCO ITAÚ BBA S.A.;17298092;ITAU;10069;;b1;2;8;SAO PAULO;SP;06/2007;402.761;33.869.394;14.992.165;13.644.887;-168.269;13.476.619;0;0;0;0;0;5.613.514;32.000;3.750.862;72.137.314;0;72.137.314
BANCO SAFRA S.A.;58160789;SAFRA;10083;;b1;2;8;SAO PAULO;SP;06/2007;217.921;6.669.582;36.533.533;19.724.842;-574.416;19.150.425;104;233.417;86.570;-1.142;318.949;3.046.393;2.159.744;3.476.737;71.573.283;86.570;71.486.713
