Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;S1;C;1;BRASILIA;DF;06/2017;1.443.811.879;642.733.296;1.363.273.335;1.140.904.473;80.538.544;5.152.461;4.871;1.316
ITAU;10069;b1;S1;C;2;SAO PAULO;SP;06/2017;1.350.470.687;489.887.178;1.218.195.203;938.100.552;132.275.483;10.942.826;3.408;949
CAIXA ECONOMICA FEDERAL;360305;b1;S1;I;1;BRASILIA;DF;06/2017;1.276.988.190;715.885.570;1.248.087.051;1.077.395.753;28.901.138;4.073.798;3.414;828
BRADESCO;10045;b1;S1;C;2;OSASCO;SP;06/2017;1.060.059.013;375.870.467;952.304.179;783.816.559;107.754.834;7.994.129;5.141;1.450
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;S2;I;1;RIO DE JANEIRO;RJ;06/2017;876.830.770;330.650.401;826.661.128;511.050.134;50.169.642;1.344.925;4;0
SANTANDER;30379;b1;S1;C;3;SAO PAULO;SP;06/2017;656.910.023;256.543.048;593.662.174;471.592.834;63.247.849;3.836.561;2.763;1.187
SAFRA;10083;b1;S2;C;2;SAO PAULO;SP;06/2017;152.665.659;52.126.449;143.034.569;127.809.262;9.631.090;846.758;111;5
BTG PACTUAL;49944;b1;S1;C;2;RIO DE JANEIRO;RJ;06/2017;140.531.470;13.342.305;122.501.014;56.296.837;18.030.456;1.003.107;11;0
VOTORANTIM;51011;b1;S2;C;2;SAO PAULO;SP;06/2017;102.473.733;46.305.204;93.965.558;69.785.035;8.508.176;272.565;90;0
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;06/2017;79.567.856;19.428.970;70.882.311;43.578.609;8.685.544;481.601;134;15
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;06/2017;70.001.011;30.905.386;63.400.315;54.477.879;6.600.696;316.205;537;158
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;06/2017;50.614.703;11.955.370;47.326.181;15.993.306;3.288.522;298.041;318;2
