Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;03/2016;686.515.696;381.314.452;58.766.640;19.086.525;628.129;164.839;122.130.962;0;43.427.873;2.074.046;223.723;0;378;3.382.947;1.822.844;53.492.338
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;03/2016;678.744.050;145.718.686;437.498.300;28.129.624;0;20;41.612.520;0;0;543.099;3.804.245;0;28;20.044.245;1.393.283;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;03/2016;497.074.666;234.286.744;44.357.551;9.560.226;1.299.725;8.133.695;25.810.897;65.206;618.804;489.019;143.897;0;6.025;6.109;6.624.822;165.671.946
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;03/2016;409.647.334;173.763.303;44.066.190;29.209.635;0;11.777.473;33.003.615;0;428.778;3.528.252;0;0;13.336;0;6.235.337;107.621.414
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;03/2016;378.373.565;105.613.042;5.056;231.933.945;8.880.318;17.658.063;0;10.069.833;0;14.353;4.198.954;0;0;0;0;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;03/2016;247.454.430;144.679.100;46.754.248;4.036.390;18.272;302.833;18.212.252;719.624;0;159.382;727.442;0;1.683;12.087;1.837.572;29.993.545
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;03/2016;67.258.551;28.311.489;7.502.192;635.666;46.552;7.423.470;10.041.669;0;0;39.211;83.573;0;0;3.202.402;1.218.878;8.753.450
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;03/2016;58.999.956;845.390;76.355;2.204.933;0;0;4.790.956;0;0;122.263;331.057;0;833;137.973;6;50.490.190
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;03/2016;48.811.678;37.973.231;11.392;846.388;75.784;2.428.272;4.652.305;45.914;0;0;90.336;0;0;11.834;319.899;2.356.323
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;03/2016;45.268.717;19.830.519;423.129;956.812;0;1.234.381;13.445.930;206.260;0;155.326;3.971;0;9.911;0;31.926;8.970.552
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;03/2016;30.571.569;17.107.763;5.438.803;298.234;0;1.376.726;5.729.579;0;0;44.252;0;0;0;139.626;212.696;223.890
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;03/2016;21.219.073;13.365.498;1.111.986;121.757;0;9.964;6.476.568;43.506;0;0;0;0;0;0;89.794;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;03/2016;17.251.932;14.404.529;0;613.779;0;0;2.225.016;0;0;0;0;0;0;0;8.608;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;03/2016;17.168.098;13.179.272;665.082;0;0;0;2.307.547;0;0;594.268;0;0;0;172.900;249.030;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;03/2016;15.555.665;13.875.996;306;138.778;0;0;1.521.944;0;0;0;14.851;0;0;3.790;0;0
