Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2014;611.908.236;371.113.710;38.810.946;25.558.448;1.397.279;362.822;102.928.720;0;18.924.437;1.821.786;6;0;1.464;2.869.447;2.176.237;45.942.934
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2014;547.316.314;132.589.718;338.599.910;22.630.460;0;4.416;39.038.779;0;0;717.839;1.267.993;0;90;11.134.499;1.332.612;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2014;465.165.956;238.400.430;33.097.202;13.032.582;1.730.389;5.964.800;27.835.959;7.110;119.835;501.358;232.835;0;16.170;9.925;7.229.691;136.987.672
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2014;310.086.854;174.534.229;33.884.308;33.777.462;4.983;8.863.145;28.635.090;0;615.273;3.183.635;0;0;24.185;0;6.917.950;19.646.595
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;06/2014;293.238.497;68.357.104;17.772;202.153.818;5.534.819;10.812.652;0;4.461.190;0;2.928;1.898.213;0;0;0;0;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2014;225.948.622;143.069.120;38.722.034;3.285.076;66.278;220.573;15.074.195;2;0;182.705;221.549;0;27.356;23.123;1.831.120;23.225.490
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2014;64.227.712;28.840.131;6.309.163;566.274;74.414;7.527.196;9.187.907;0;0;142.079;79.469;0;0;2.578.944;1.321.210;7.600.924
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2014;55.108.454;43.070.135;164.371;1.482.841;0;2.152.053;5.236.702;16.176;78;0;227.772;0;0;0;408.517;2.349.810
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2014;54.211.624;26.915.183;317.493;1.954.163;0;1.939.463;14.587.763;0;0;311.741;4.469;0;8.889;0;10.364;8.162.096
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2014;27.366.045;15.578.766;4.280.687;413.467;0;1.198.957;5.392.222;0;0;38.316;0;0;0;78.187;229.553;155.891
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;06/2014;21.353.148;16.906.594;0;1.709.537;0;0;2.725.703;0;0;0;0;0;0;0;11.314;0
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;06/2014;16.423.478;12.078.833;668.507;170.657;0;47.863;3.353.759;0;0;0;0;0;0;0;103.859;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;06/2014;16.041.354;13.006.637;1.016.908;0;0;0;1.097.103;0;0;324.479;0;0;0;401.787;194.440;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;06/2014;14.837.755;1.881.065;0;1.244.697;0;0;6.209.455;0;0;685.768;992.916;0;0;0;0;3.823.855
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;06/2014;14.526.298;12.926.145;0;0;0;14.045;1.141.155;0;595;0;0;0;0;0;444.359;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;06/2014;11.702.776;6.481.423;44.203;1.379.215;0;1.345.009;379.457;0;17;1.900.254;0;0;128.332;0;44.865;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;06/2014;10.898.887;9.332.704;0;86.864;0;1.192.230;278.986;0;0;0;0;0;0;0;8.102;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;06/2014;10.673.902;10.670.797;0;0;0;0;0;0;0;0;0;0;0;0;3.106;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;06/2014;10.548.560;8.984.562;0;1.563.989;0;0;0;0;0;0;0;0;0;0;9;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;06/2014;10.516.793;7.497.800;4.146;2.232.490;0;0;0;0;0;441.011;3.752;0;1.203;335.792;599;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;06/2014;10.416.241;3.337.062;1.444;269.798;0;16.540;4.251.012;13.862;0;17.662;26.664;0;0;548.475;22;1.933.699
BIC;32.119;b1;C;2;;199;SAO PAULO;SP;06/2014;10.314.965;2.007.404;24.085;0;0;0;6.629.286;0;1.228.190;31.234;0;0;0;0;29.983;364.784
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;06/2014;9.653.799;8.180.306;0;56.364;0;0;1.140.538;0;0;0;18.327;0;0;2.144;0;256.120
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;06/2014;9.478.962;5.685.839;0;38.948;0;1.413;1.919.675;1.097.560;167.565;0;0;0;0;506.420;50.512;11.029
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;06/2014;8.662.037;6.142.393;75.653;0;0;234.397;1.943.238;0;0;0;0;0;0;0;266.356;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;06/2014;8.533.103;7.212.377;661.665;101.084;0;537.255;0;0;0;9.561;0;0;0;0;11.160;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;06/2014;8.408.285;6.040.788;0;21.446;0;1.574.348;410.853;0;0;0;0;0;0;5.372;355.480;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;06/2014;7.984.697;7.268.873;40.674;443.949;0;0;155.983;0;0;0;0;0;0;0;75.217;0
