Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;03/2003;209.240.064;65.714.695;199.076.142;165.922.832;10.163.921;478.993;14.545.474;13,32%;25,03%;3.229;1.592
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2003;150.732.816;50.097.391;138.746.577;63.803.605;11.986.239;-370.141;17.965.897;14,99%;69,77%;4;0
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2003;137.722.312;24.304.631;132.528.704;118.371.514;5.193.608;343.626;5.193.608;17,20%;45,16%;1.705;406
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;03/2003;124.551.480;49.595.682;112.834.255;90.396.519;11.717.225;509.523;15.039.989;19,68%;42,92%;2.998;690
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2003;109.480.300;39.913.105;97.510.427;69.097.170;11.969.873;1.084.432;16.935.540;18,56%;48,06%;2.278;802
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;03/2003;65.136.802;23.797.989;58.325.622;46.548.458;6.811.180;222.095;7.707.815;14,94%;48,87%;926;489
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;03/2003;51.884.505;14.826.822;44.719.694;29.378.434;7.164.812;579.895;7.164.812;18,71%;27,67%;1.028;655
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;03/2003;41.638.701;17.727.658;35.477.736;22.624.484;6.160.965;133.369;6.160.965;15,17%;34,70%;855;815
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2003;30.992.036;11.858.467;28.087.272;19.962.980;2.904.764;147.794;2.904.764;13,05%;18,49%;85;12
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;03/2003;27.832.940;3.715.720;26.346.691;24.301.609;1.486.249;121.606;1.486.249;24,50%;25,36%;504;314
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;03/2003;25.933.591;8.210.373;22.053.213;9.526.755;3.880.378;186.126;3.880.378;18,14%;4,28%;59;5
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2003;25.742.877;8.301.330;24.330.136;17.962.864;1.412.741;58.897;1.948.661;13,10%;40,88%;954;579
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;03/2003;23.440.604;8.504.038;20.649.735;13.087.343;2.790.870;162.472;3.129.087;17,44%;18,56%;99;9
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2003;22.301.598;2.895.789;20.405.582;16.233.353;1.896.016;165.516;1.896.016;18,29%;0,94%;7;0
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;03/2003;15.721.773;7.658.977;14.267.429;10.313.706;1.454.343;52.606;2.146.192;19,39%;22,24%;302;51
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;03/2003;12.571.532;4.646.939;9.933.185;8.773.939;2.638.348;16.672;2.638.348;32,24%;17,63%;457;31
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;03/2003;11.672.923;4.512.672;10.969.577;9.667.237;703.346;66.120;703.346;13,37%;26,13%;377;228
