Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2019;672.894.517;106.708.079;498.894.354;26.853.719;0;0;22;24.698.582;0;0;380.775;3.851.605;0;0;11.491.078;16.303;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2019;615.308.167;379.361.022;62.778.273;12.839.441;5.738.799;44.683;6.186;75.323.705;0;37.667.179;1.738.610;344.822;0;0;3.298.166;24.584;36.142.699
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2019;612.910.624;257.609.780;48.321.527;4.905.412;2.737.542;652.065;12.722.957;24.654.194;0;169.392;288.549;36.751;0;0;5.386;159.750;260.647.317
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2019;487.080.447;254.457.498;57.901.308;6.784.817;4.189.362;16.126;18.782.601;42.858.232;1.002.897;0;1.712.519;203.207;0;424.603;0;89.479;98.657.798
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2019;316.674.753;219.379.751;45.099.946;4.212.783;1.342.015;0;105.638;17.935.398;786.867;0;541.877;180.646;0;780;713.400;40.167;26.335.483
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2019;276.741.323;43.004.864;32.662;183.064.916;22.743.740;3.312.948;6.601.266;1.140.492;8.379.176;0;24.840;8.428.614;0;0;7.804;0;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2019;70.262.837;41.115.857;324.161;812.717;812.218;0;5.161;17.884.368;212.436;0;21.995;89;0;1.555;0;1.073;9.071.205
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2019;52.157.599;44.448.613;843.548;335.023;72.881;66.379;598.014;4.108.303;28.912;0;0;47.753;0;0;234.550;2.433;1.371.190
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2019;33.724.355;24.682.520;5.401.396;168.783;16.930;0;8.697;3.215.682;17.485;0;45.517;0;0;0;49.960;2.164;115.221
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;06/2019;22.844.141;2.732.332;67.885;2.583.420;0;288.532;0;6.226.681;0;0;34.355;140.647;0;0;59.399;0;10.710.889
