Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;09/2016;12.927.716;427.781.950;122.362.872;619.349.024;-36.643.420;582.705.605;304.851;671.512;306.688;-72.462;1.210.588;190.746.378;72.936.179;35.638.941;1.446.310.227;306.688;1.446.003.540
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2016;19.882.420;273.154.814;233.492.647;436.766.214;-34.267.317;402.498.896;7.047.212;5.196.105;3.218.127;-364.964;15.096.479;193.238.875;84.260.159;100.679.943;1.322.304.234;3.218.127;1.319.086.107
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2016;9.483.332;146.154.009;181.060.994;687.568.542;-36.231.596;651.336.946;0;0;0;0;0;78.830.430;151.368.037;13.572.240;1.231.805.987;0;1.231.805.987
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2016;12.691.223;176.518.246;270.936.153;353.271.483;-35.706.344;317.565.138;42.857;5.187.912;2.539.917;-231.308;7.539.378;142.619.766;69.099.962;67.725.515;1.064.695.382;2.539.917;1.062.155.465
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2016;1.203;93.332.211;125.655.494;362.376.667;-10.344.267;352.032.400;0;0;0;0;0;19.803.832;281.052.185;83.166.385;955.043.710;0;955.043.710
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;09/2016;6.074.713;63.890.469;153.720.951;209.402.288;-16.567.883;192.834.405;20.882;5.013.084;2.413.437;-45.123;7.402.280;160.943.107;66.680.054;15.538.473;667.084.453;2.413.437;664.671.016
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;09/2016;12.738.842;33.549.448;61.712.493;40.360.510;-922.102;39.438.408;0;0;0;0;0;30.716.728;1.932.890;14.998.821;195.087.628;0;195.087.628
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2016;981.304;37.895.398;49.525.478;40.121.261;-2.489.889;37.631.372;36.864;2.604.364;1.297.736;-79.934;3.859.031;8.806.413;2.404.307;3.545.126;144.648.429;1.297.736;143.350.693
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2016;175.785;17.093.468;31.622.972;44.341.264;-2.811.911;41.529.353;1.546;96.830;9.859;-6.711;101.524;11.824.865;857.458;633.024;103.838.450;9.859;103.828.591
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2016;848.737;12.190.190;27.558.070;14.780.410;-1.019.102;13.761.308;1.739;182.312;24.419;-4.157;204.312;20.612.345;5.647.709;641.389;81.464.061;24.419;81.439.642
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2016;840.759;1.048.100;20.579.741;27.530.572;-2.409.308;25.121.263;478;114.999;57.588;-8.310;164.756;6.121.534;10.737.983;2.291.131;66.905.268;57.588;66.847.679
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;09/2016;138.137;7.963.572;20.128.273;12.363.618;-1.171.569;11.192.049;0;0;0;0;0;3.540.686;383.818;221.074;43.567.609;0;43.567.609
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;09/2016;2.344.448;18.643.497;8.906.588;6.146.720;-450.113;5.696.607;0;0;0;0;0;6.042.742;7.505;590.886;42.232.272;0;42.232.272
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;09/2016;108.844;17.535.269;13.550.642;931.781;-2.228;929.553;0;0;0;0;0;9.488.169;21.058;109.240;41.742.776;0;41.742.776
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;09/2016;43.296;5.365.306;10.537.387;7.603.649;-458.103;7.145.546;0;0;0;0;0;17.803.262;415.900;131.293;41.441.990;0;41.441.990
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;09/2016;71.276;12.962.691;10.918.342;14.628.114;-8.722;14.619.391;0;0;0;0;0;954.556;779.352;165.230;40.470.839;0;40.470.839
BANCOOB;51750;b1;;C;2;BRASILIA;DF;09/2016;5.336;8.709.074;10.304.098;9.513.291;-37.942;9.475.349;0;0;0;0;0;3.040.584;1.287.877;118.448;32.940.766;0;32.940.766
