Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;03/2000;126.009.362;40.273.142;118.692.975;94.738.699;7.316.388;72.352;2.903;1.440
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2000;124.494.699;52.340.914;120.766.061;73.423.014;3.728.638;-143.097;1.702;219
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2000;89.104.624;69.111.089;77.427.812;57.050.628;11.676.812;596.178;4;0
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;03/2000;73.768.217;27.651.801;66.941.152;53.750.741;6.827.064;647.538;2.464;424
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2000;50.763.599;13.358.005;43.683.126;34.460.649;7.080.473;350.802;1.702;782
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;03/2000;31.648.704;13.839.081;27.369.987;20.591.975;4.278.717;204.084;710;323
BANESPA;30135;b1;;C;1;SAO PAULO;SP;03/2000;28.418.230;6.245.714;24.188.982;14.441.353;4.229.249;131.026;573;761
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;03/2000;27.228.654;13.538.118;22.800.866;14.429.209;4.427.788;33.109;683;551
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2000;20.870.179;4.747.657;19.682.875;14.802.455;1.187.304;62.806;78;9
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;03/2000;16.270.132;2.176.002;15.240.412;8.571.284;1.029.719;84.878;91;15
SANTANDER BRASIL;30379;b1;;C;3;SAO PAULO;SP;03/2000;16.043.933;4.739.855;14.981.088;11.402.600;1.062.844;27.120;218;130
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2000;15.947.418;4.384.578;14.969.340;10.739.877;978.078;68.915;986;471
NOSSA CAIXA - NOSSO BANCO S.A.;43073394;b1;;I;1;SAO PAULO;SP;03/2000;15.667.991;1.887.737;14.700.083;13.185.035;967.908;25.580;485;109
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;03/2000;15.373.415;5.669.991;13.598.945;5.921.274;1.774.470;23.102;88;4
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;03/2000;14.542.323;7.376.240;14.167.844;10.973.237;374.479;-126.242;294;85
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;03/2000;14.209.196;5.203.030;13.240.237;9.988.053;968.959;53.540;12;0
BANDEIRANTES;10021;b1;;C;3;SAO PAULO;SP;03/2000;9.480.800;2.268.837;8.984.515;7.461.452;496.284;-22.793;180;276
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;03/2000;8.814.166;1.673.865;8.186.372;5.797.832;627.795;20.253;294;36
MERCANTIL FINASA;20145;b1;;C;2;SAO PAULO;SP;03/2000;8.443.931;2.413.357;7.400.244;6.508.771;1.043.687;4.942;217;73
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;03/2000;8.008.006;6.643.067;7.040.433;6.542.965;967.573;12.822;174;4
MERIDIONAL;20231;b1;;C;3;PORTO ALEGRE;RS;03/2000;7.941.617;2.660.417;7.207.593;4.866.131;734.024;-41.995;232;60
BOAVISTA;20066;b1;;C;3;RIO DE JANEIRO;RJ;03/2000;7.117.521;1.914.373;6.664.819;6.140.456;452.702;-24.616;80;2
BANESTADO;30142;b1;;C;1;CURITIBA;PR;03/2000;6.605.836;1.695.560;6.047.105;5.091.100;558.732;120.244;378;174
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;03/2000;6.532.774;2.380.309;6.010.037;5.344.012;522.737;9.450;370;193
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2000;6.306.124;485.230;5.955.616;4.436.279;350.508;34.966;7;0
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;03/2000;5.964.626;1.156.958;5.506.055;2.524.582;458.572;46.462;23;0
CHASE;20107;b1;;C;3;SAO PAULO;SP;03/2000;5.167.556;177.819;4.545.720;2.186.536;621.836;50.076;6;1
CCF BRASIL;20200;b2;;C;3;SAO PAULO;SP;03/2000;4.614.029;809.707;4.032.952;2.297.641;581.077;3.392;11;0
CSFB GARANTIA;30771;b1;;C;3;SAO PAULO;SP;03/2000;4.522.008;378.572;4.216.291;2.305.382;305.717;-9.362;8;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;03/2000;3.790.581;2.417.349;3.016.678;2.275.196;773.903;15.337;28;0
FIAT;30692;b2;;I;3;SAO PAULO;SP;03/2000;3.773.880;2.026.946;3.214.746;1.561.080;559.134;43.741;17;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;03/2000;3.649.413;478.212;3.433.579;1.387.024;215.834;-11.167;4;0
PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;03/2000;3.356.215;64.488;2.895.737;1.866.692;460.478;16.548;7;0
QUANTIA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;68726611;n2;;I;2;RIO DE JANEIRO;RJ;03/2000;3.294.651;0;3.290.800;3.286.684;3.851;-944;0;0
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;03/2000;3.250.383;332.510;3.109.557;2.527.477;140.826;33.473;5;0
BANCO SANTOS S.A.;58257619;b1;;I;2;SAO PAULO;SP;03/2000;3.190.027;740.276;3.004.219;2.852.747;185.808;2.098;4;1
RURAL;31244;b1;;C;2;RIO DE JANEIRO;RJ;03/2000;3.078.357;1.835.731;2.735.891;1.917.721;342.466;27.596;45;28
FORD;51176;b2;;C;3;SAO PAULO;SP;03/2000;3.067.631;1.594.717;2.825.828;1.263.630;241.803;10.939;10;0
BANCOCIDADE;30104;b2;;C;2;SAO PAULO;SP;03/2000;2.778.776;667.438;2.576.445;2.263.271;202.331;7.994;27;3
JP MORGAN;20279;b1;;C;3;SAO PAULO;SP;03/2000;2.622.734;9.417;2.138.669;765.308;484.065;109.895;4;0
BIC;32119;b1;;C;2;SAO PAULO;SP;03/2000;2.569.976;921.186;2.318.630;2.095.602;251.345;6.666;39;13
GM;30795;b2;;C;3;SAO PAULO;SP;03/2000;2.404.593;1.517.884;2.238.351;1.327.991;166.243;-10.390;3;0
ING;51073;b1;;C;3;SAO PAULO;SP;03/2000;2.302.986;305.763;2.150.304;703.732;152.683;-10.181;3;0
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;03/2000;2.271.014;1.468.381;2.085.871;1.172.930;185.143;7.402;11;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;03/2000;2.216.710;1.013.661;1.844.119;1.620.637;372.591;11.444;187;11
