Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2018;682.719.633;115.422.535;488.152.885;29.842.857;0;0;32;35.097.884;0;0;447.222;3.624.748;0;0;10.069.017;62.453;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2018;623.604.844;367.565.803;61.038.166;15.405.499;2.189.881;77.413;6.333;90.990.972;0;41.215.428;2.160.097;286.435;0;0;4.326.276;86.845;38.255.696
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2018;548.500.232;229.529.512;46.571.801;7.656.018;1.568.092;919.087;10.793.497;24.080.772;36.011;355.166;427.129;37.586;0;0;5.243;382.725;226.137.593
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2018;448.724.951;216.434.735;55.990.136;16.630.676;1.658.688;18.867;16.452.799;39.918.703;0;219.189;2.559.851;0;0;22.235;0;439.972;98.379.101
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2018;298.796.087;55.742.278;31.616;203.916.988;3.300.999;6.850.907;9.029.495;1.780.971;9.009.485;0;44.465;9.088.884;0;0;0;0;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2018;297.273.533;198.166.110;42.751.824;6.309.525;605.816;406;166.633;18.696.107;1.012.563;0;436.900;381.766;0;2.510;76.159;131.398;28.535.816
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2018;68.168.528;39.333.988;316.238;1.430.779;349.309;0;12.165;17.685.728;312.731;0;35.634;135;0;3.659;0;1.140;8.687.022
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2018;49.919.215;41.798.502;701.861;605.357;34.193;100.864;342.324;4.329.836;83.189;0;0;40.056;0;0;227.757;7.202;1.648.073
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2018;30.916.211;21.991.580;5.323.186;199.309;10.309;0;9.904;3.127.226;20.457;0;46.726;0;0;0;48.805;17.352;121.356
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2018;20.476.156;16.789.309;94.017;265.014;40.706;0;0;3.284.370;0;0;0;0;0;0;2.739;0;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;09/2018;19.411.406;17.974.425;326.219;0;0;0;0;652.879;0;0;311.032;74.475;0;0;58.108;14.268;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2018;18.198.583;1.687.987;66.282;2.562.689;0;172.601;0;5.110.722;0;0;48.200;32.789;0;0;70.642;0;8.446.671
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2018;17.510.095;11.948.104;0;4.816;0;0;3.974.642;1.560.496;0;0;0;0;0;0;1.469;20.568;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2018;16.473.523;12.052.931;3.114;71.527;117.589;0;162.447;2.192.741;607.544;242.908;138;8.033;0;1.892;717.466;1.960;293.233
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;09/2018;13.897.039;9.530.775;0;1.310.943;656.334;0;0;2.200.406;1.320;0;0;0;0;0;197.200;61;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;09/2018;13.476.872;8.816.222;62.016;3.213.796;0;0;0;0;514.968;0;543.971;0;0;335;325.563;2;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;09/2018;12.550.001;9.384.327;0;21.953;0;0;0;3.134.387;9.334;0;0;0;0;0;0;1;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;09/2018;12.499.858;2.603.246;0;284.064;84.757;0;959;6.673.616;56.467;0;0;18.297;0;0;631.178;2;2.147.272
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;09/2018;10.446.830;6.070.760;29.444;986.811;0;0;1.358.222;585.993;0;22;1.395.382;0;0;19.682;0;515;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;09/2018;9.738.088;8.405.396;143.615;321.233;161.811;0;374.786;331.142;0;0;0;0;0;0;0;105;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;09/2018;9.456.590;9.456.589;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;09/2018;8.869.550;5.937.771;159.682;1.633.959;725.244;0;0;0;412.894;0;0;0;0;0;0;0;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;09/2018;8.619.419;7.563.295;941.109;48.556;0;0;60.243;0;0;0;5.943;0;0;0;0;274;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;09/2018;8.596.207;2.405.541;14.748;0;0;0;0;918.577;0;1.376.950;12.494;0;0;0;0;384;3.867.512
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;09/2018;8.564.094;7.868.609;0;294;0;0;20.794;396.470;0;0;0;0;0;0;7.546;4.731;265.651
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;09/2018;7.924.007;7.528.949;0;391.656;0;0;0;0;3.402;0;0;0;0;0;0;0;0
JOHN DEERE;50.071;b1;C;3;S4;199;INDAIATUBA;SP;09/2018;7.259.545;6.728.923;0;128.545;12.162;362.624;0;0;27.291;0;0;0;0;0;0;0;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;09/2018;6.971.966;5.352.351;0;268.901;44.879;0;4.945;1.161.723;139.004;0;0;0;0;0;0;164;0
