Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BANCO DE TOKYO-MITSUBISHI BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;03/2001;1.932.903;561.661;1.637.311;805.571;295.592;18.226;295.592;37,09%;6,93%;5;0
BANCO DO ESTADO DE SANTA CATARINA S.A.;83876003;b1;;I;1;FLORIANOPOLIS;SC;03/2001;1.870.595;266.593;1.219.782;987.304;650.813;8.972;650.813;148,12%;16,91%;256;249
FIBRA;49951;b1;;C;2;SAO PAULO;SP;03/2001;1.820.655;427.717;1.475.854;1.218.875;344.801;20.506;344.801;28,50%;46,04%;3;0
IBM BRASIL LEASING ARRENDAMENTO MERCANTIL S/A;34270520;n1;;I;3;BARUERI;SP;03/2001;1.729.349;905.861;1.429.528;1.227.313;299.822;27.608;299.822;21,42%;0,22%;1;0
ING;51073;b1;;C;3;SAO PAULO;SP;03/2001;1.705.676;205.617;1.550.791;630.648;154.885;3.752;221.761;30,38%;4,54%;3;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;03/2001;1.690.158;1.344.390;1.347.477;1.286.319;342.681;1.585;342.681;27,73%;1,01%;3;0
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;03/2001;1.576.062;432.310;1.418.670;875.144;157.392;6.630;157.392;16,51%;13,07%;5;0
DAIMLERCHRYSLER;51262;b2;;C;3;SAO PAULO;SP;03/2001;1.497.807;1.214.111;1.378.213;952.983;119.593;6.559;179.330;11,09%;3,93%;2;0
BMC;30276;b1;;C;2;SAO PAULO;SP;03/2001;1.404.109;857.477;1.206.995;1.079.483;197.114;6.120;197.114;13,88%;17,02%;12;0
SS;31323;b1;;C;2;SAO PAULO;SP;03/2001;1.362.447;1.002.680;1.191.461;852.913;170.986;4.336;170.986;12,01%;40,90%;6;0
BRB;31976;b1;;C;1;BRASILIA;DF;03/2001;1.311.558;809.243;1.118.390;1.000.751;193.168;4.227;193.168;17,77%;49,29%;56;48
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;03/2001;1.272.757;348.377;1.202.833;798.416;69.923;-1.814;69.923;12,00%;2,61%;1;0
BANCO DO ESTADO DE GOIAS S.A.;1540541;b1;;I;1;GOIANIA;GO;03/2001;1.271.415;272.687;1.082.512;964.605;188.903;1.423;188.903;28,19%;20,44%;153;53
BANCO BANQUE NATIONALE DE PARIS BRASIL S.A.;1522368;b1;;I;3;SAO PAULO;SP;03/2001;1.139.938;258.671;964.487;657.709;175.452;-9.641;211.737;17,33%;6,21%;1;0
INTER AMEX;51145;b1;;C;2;SAO PAULO;SP;03/2001;1.132.984;486.898;975.078;802.476;157.906;7.604;157.906;19,04%;37,37%;6;0
AGF BRASEG;51066;b1;;C;3;SAO PAULO;SP;03/2001;1.082.949;120.447;963.113;869.362;119.836;2.916;119.836;23,66%;14,70%;2;0
FIAT LEASING S/A ARRENDAMENTO MERCANTIL;61190658;n1;;I;3;BARUERI;SP;03/2001;1.056.526;303.666;785.212;63.688;271.314;11.349;271.314;55,10%;0,00%;1;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;03/2001;1.012.174;305.502;789.955;615.385;222.219;24.065;222.219;58,07%;1,72%;1;0
BANCO DE DESENVOLVIMENTO DO ESTADO DA BAHIA S.A.;15163587;b4;;I;1;SALVADOR;BA;03/2001;997.739;805.761;897.710;488.694;100.028;1.823;100.028;13,33%;7,10%;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;03/2001;971.947;618.473;197.963;167.158;773.984;6.424;773.984;166,77%;0,54%;1;0
BESC S/A - CREDITO IMOBILIARIO;83725150;n1;;I;1;FLORIANOPOLIS;SC;03/2001;921.349;154.314;1.068.941;1.057.759;-147.592;18.593;-147.592;-105,67%;0,00%;4;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;03/2001;879.122;385.470;681.061;496.421;198.061;15.128;198.061;24,28%;33,51%;6;0
SUL AMERICA;50108;b2;;C;2;SAO PAULO;SP;03/2001;851.829;57.401;719.528;701.537;132.301;1.093;132.301;28,56%;40,86%;5;0
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;03/2001;825.469;490.378;605.508;439.981;219.961;5.643;219.961;30,59%;29,41%;10;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.;38486817;b4;;I;1;BELO HORIZONTE;MG;03/2001;821.375;438.173;693.615;542.918;127.761;2.711;127.761;20,83%;16,17%;1;0
PEBB;31158;b1;;C;2;RIO DE JANEIRO;RJ;03/2001;814.435;3.096;706.076;688.545;108.358;3.179;108.358;28,66%;4,71%;4;0
BEC;30214;b1;;C;1;FORTALEZA;CE;03/2001;811.686;128.340;674.817;503.432;136.869;10.697;136.869;39,24%;8,41%;72;10
BANCO COOPERATIVO SICREDI S.A. - BANSICREDI;1181521;b1;;I;2;PORTO ALEGRE;RS;03/2001;800.694;289.515;760.154;663.748;40.540;587;66.385;18,03%;26,00%;4;0
SCHAHIN;50191;b1;;C;2;SAO PAULO;SP;03/2001;760.516;258.006;698.122;669.650;62.394;3.032;62.394;14,32%;28,75%;3;0
CACIQUE;51121;b1;;I;2;SAO PAULO;SP;03/2001;736.951;393.153;560.949;476.655;176.003;-15.584;176.003;30,18%;11,63%;1;0
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;03/2001;730.410;58.808;656.922;318.217;73.488;4.348;73.488;15,87%;16,44%;4;0
BANCO ZOGBI S.A.;61535100;b1;;I;2;SAO PAULO;SP;03/2001;667.016;475.202;463.846;398.894;203.169;7.745;203.169;29,04%;28,71%;1;0
MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;03/2001;628.363;0;562.722;390.995;65.641;2.292;65.641;40,50%;23,77%;2;0
BANCO NEW HOLLAND BRASIL S.A.;2992446;b2;;I;3;CURITIBA;PR;03/2001;615.231;574.039;544.996;511.492;70.235;1.786;70.235;11,10%;0,69%;1;0
ECONOMIA CREDITO IMOBILIARIO S.A.-ECONOMISA;17441197;n1;;I;2;BELO HORIZONTE;MG;03/2001;609.049;76.947;605.366;55.977;3.682;195;1.634;0,30%;58,78%;5;0
BADESC-AGENCIA CATARINENSE DE FOMENTO S.A.;82937293;n1;;I;1;FLORIANOPOLIS;SC;03/2001;608.084;417.233;318.261;255.774;289.823;1.715;0;NI%;0,00%;1;0
BANCO DO ESTADO DO MARANHAO S.A. - BEM;6271464;b1;;I;1;SAO LUIS;MA;03/2001;600.122;72.651;560.133;499.691;39.989;3.090;39.989;28,86%;65,86%;76;18
PINE;50304;b1;;C;2;SAO PAULO;SP;03/2001;582.286;391.682;450.787;383.889;131.499;5.100;131.499;26,27%;17,39%;5;1
BANCO JOHN DEERE S.A.;91884981;b1;;I;2;PORTO ALEGRE;RS;03/2001;572.175;497.621;494.177;482.911;77.998;3.585;77.998;13,96%;1,24%;1;0
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;03/2001;568.933;405.600;479.099;469.284;89.834;1.920;89.834;19,57%;17,55%;2;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;03/2001;552.034;201.341;489.111;439.090;62.923;1.525;62.923;33,39%;60,11%;37;40
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;03/2001;543.889;155.410;484.694;454.474;59.195;1.885;59.195;18,82%;47,82%;50;17
BANCO DO ESTADO DO AMAZONAS S.A.;4562120;b1;;I;1;MANAUS;AM;03/2001;527.263;154.720;400.531;354.519;126.732;3.222;104.029;39,49%;12,99%;36;14
BANCO COOPERATIVO DO BRASIL S.A.;2038232;b1;;I;2;BRASILIA;DF;03/2001;523.442;162.281;490.091;369.792;33.352;-136;35.719;11,61%;22,43%;1;0
OPPORTUNITY;51107;b1;;C;2;RIO DE JANEIRO;RJ;03/2001;505.272;0;428.368;405.033;76.905;6.845;76.905;153,50%;24,54%;3;0
STOCK;50201;b1;;C;2;RIO DE JANEIRO;RJ;03/2001;500.728;88.533;452.003;364.197;48.725;-157;48.725;18,27%;25,34%;4;0
QUALITY CORRETORA DE CAMBIO TIT E VALORES MOBILIARIOS LTDA;3014007;n2;;I;2;SAO PAULO;SP;03/2001;497.466;0;492.575;134.826;4.891;130;4.891;83,84%;57,69%;2;0
ICATU;50995;b2;;C;2;RIO DE JANEIRO;RJ;03/2001;445.055;0;167.686;103.327;277.370;7.963;277.370;50,16%;24,80%;5;0
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;03/2001;396.101;163.228;355.682;342.146;40.419;661;40.419;15,42%;57,49%;5;0
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;03/2001;395.941;214.460;264.782;203.844;131.158;10.847;131.158;40,62%;43,69%;4;0
BANCO INVESTCRED S.A.;61182408;b1;;I;2;RIO DE JANEIRO;RJ;03/2001;362.553;361.604;276.595;244.223;85.958;10.479;85.958;20,92%;16,80%;1;0
HABITASUL - CREDITO IMOBILIARIO S/A;92859800;n1;;I;2;PORTO ALEGRE;RS;03/2001;359.522;281.090;330.021;311.254;29.501;-140;29.501;13,56%;9,44%;1;0
PARAIBAN-BANCO DO ESTADO DA PARAIBA S.A.;9093352;b1;;I;1;JOAO PESSOA;PB;03/2001;359.110;41.107;316.315;282.352;42.794;1.673;42.794;52,77%;34,41%;8;8
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;03/2001;358.230;261.168;304.583;276.315;53.648;2.358;53.648;17,85%;34,26%;2;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;03/2001;351.582;185.308;260.466;236.563;91.116;5.967;91.116;29,13%;56,73%;3;0
PRIMUS;20255;b1;;C;3;RIO DE JANEIRO;RJ;03/2001;349.485;46.651;315.197;236.950;34.288;147;34.288;11,56%;22,47%;4;0
BANCO COMERCIAL URUGUAI S.A.;74828799;b1;;I;3;PORTO ALEGRE;RS;03/2001;335.712;214.649;294.995;279.072;40.717;1.048;40.717;14,42%;26,10%;4;0
CCC DO RIO GRANDE DO SUL LTDA;87437687;b3C;;I;2;PORTO ALEGRE;RS;03/2001;334.810;25.288;313.231;298.296;21.579;4;0;NI%;42,72%;0;0
BANCO ABB S.A.;4095983;b2;;I;3;SAO PAULO;SP;03/2001;333.373;0;291.113;130.962;42.260;-1.187;42.260;32,23%;0,05%;1;0
PROSPER;50414;b1;;C;2;RIO DE JANEIRO;RJ;03/2001;330.033;98.717;283.707;228.674;46.326;4.577;46.326;20,56%;74,61%;2;0
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;03/2001;326.400;0;5.030;125;321.370;11.795;321.370;12.069,24%;0,13%;1;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;03/2001;322.024;155.585;292.247;181.086;29.777;-53;29.777;11,05%;12,58%;2;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;03/2001;308.045;150.285;249.861;228.383;58.184;5.602;58.184;24,54%;0,15%;1;0
UBS;31103;b1;;C;3;RIO DE JANEIRO;RJ;03/2001;305.907;209;246.643;92.540;59.264;-519;59.264;39,20%;13,52%;8;0
BANCO WACHOVIA S.A.;33436486;b1;;I;3;SAO PAULO;SP;03/2001;300.135;143.526;219.710;204.123;80.424;4.807;80.424;51,71%;2,04%;1;0
LARCKY SOCIEDADE DE CREDITO IMOBILIARIO S.A.;35945542;n1;;I;2;RIO DE JANEIRO;RJ;03/2001;300.127;5.158;289.624;0;10.502;-91;10.502;15,00%;3,69%;3;0
HEWLETT-PACKARD ARRENDAMENTO MERCANTIL S.A.;2663739;n1;;I;3;BARUERI;SP;03/2001;296.184;173.693;183.925;144.952;112.259;8.503;112.259;58,03%;0,11%;1;0
BANCO BRJ S.A.;27937333;b2;;I;2;RIO DE JANEIRO;RJ;03/2001;266.653;172.127;263.584;256.593;3.070;1.582;3.070;2,30%;200,94%;0;0
BANCO DE LA PROVINCIA DE BUENOS AIRES;44189447;b1;;I;3;SAO PAULO;SP;03/2001;256.894;120.158;186.018;144.985;70.876;4.486;70.876;49,68%;1,13%;2;0
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;03/2001;216.095;70.764;185.466;165.928;30.628;2.609;30.628;37,75%;1,90%;1;0
TRADICAO S/A CREDITO IMOBILIARIO;15213192;n1;;I;2;SALVADOR;BA;03/2001;207.359;217.938;198.144;197.163;9.215;-14;9.215;14,91%;0,69%;2;0
FATOR;50122;b1;;C;2;SAO PAULO;SP;03/2001;203.065;0;163.872;106.617;39.193;-3.610;39.193;51,37%;15,49%;6;0
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;03/2001;191.207;125.757;147.522;124.471;43.685;1.944;43.685;22,00%;15,05%;2;0
DOMUS - CIA. DE CREDITO IMOBILIARIO;10372647;n1;;I;2;FORTALEZA;CE;03/2001;187.516;79.423;180.305;177.566;7.211;-456;7.211;4,92%;1,66%;1;0
CAIXA ESTADUAL S.A. AGENCIA DE FOMENTO;2885855;n1;;I;1;PORTO ALEGRE;RS;03/2001;186.619;0;2.092;0;184.527;4.025;0;NI%;0,00%;1;0
BANCO REDE S.A.;33603457;b2;;I;2;SAO PAULO;SP;03/2001;184.236;6.155;16.055;720;168.180;2.695;168.180;88,14%;68,31%;1;0
BANCO GE CAPITAL S.A.;62421979;b1;;I;3;SAO PAULO;SP;03/2001;182.016;104.895;163.655;94.956;18.361;-2.894;18.361;12,53%;11,32%;2;0
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;03/2001;180.445;102.815;151.107;126.802;29.338;2.558;29.338;18,18%;16,11%;3;0
VOLVO;50933;b2;;C;3;CURITIBA;PR;03/2001;178.514;166.431;142.618;123.414;35.896;2.364;35.896;19,01%;0,71%;2;0
BANCO DO ESTADO DO PIAUI S.A. - BEP;6833131;b1;;I;1;TERESINA;PI;03/2001;166.720;39.296;138.968;129.596;27.752;-2.430;27.752;40,77%;21,70%;7;4
ZOGBI LEASING S.A. - ARRENDAMENTO MERCANTIL;74533787;n1;;I;2;SAO PAULO;SP;03/2001;162.114;11.707;109.296;55.229;52.817;6.081;52.817;133,45%;0,12%;1;0
COOP. CENTRAL CREDITO RURAL MG LTDA. CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;03/2001;159.424;17.528;149.566;0;9.858;109;0;NI%;41,77%;0;0
MAXIMA FINANCEIRA-CREDITO,FINANCIAMENTO E INVESTIMENTO S.A;3928044;n1;;I;2;RIO DE JANEIRO;RJ;03/2001;158.314;166.547;138.636;124.684;19.678;288;19.678;9,72%;15,31%;1;0
DC CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;33806647;n2;;I;2;RIO DE JANEIRO;RJ;03/2001;157.417;0;140.877;36.900;16.540;120;16.540;16,34%;62,82%;2;0
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;03/2001;144.082;96.919;94.034;81.489;50.048;1.017;50.048;31,26%;3,35%;1;0
ARBI;31677;b1;;C;2;RIO DE JANEIRO;RJ;03/2001;142.106;35.840;115.573;114.297;26.533;-3.039;26.533;25,22%;72,89%;2;0
EL CAMINO RESOURCES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;RIO DE JANEIRO;RJ;03/2001;139.541;63.859;131.071;108.203;8.470;-469;11.951;8,84%;7,37%;2;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;03/2001;138.128;43.187;110.795;87.165;27.332;252;27.332;31,75%;16,93%;4;0
TENDENCIA;42264;b2;;C;2;SAO PAULO;SP;03/2001;135.402;0;19.634;581;115.768;10.565;115.768;249,07%;1,56%;3;0
BANCO EUROINVEST S.A. - EUROBANCO;13636030;b2;;I;2;RIO DE JANEIRO;RJ;03/2001;135.350;106.905;94.077;66.184;41.274;-187;41.274;16,65%;53,55%;1;0
VR;50524;b1;;C;2;SAO PAULO;SP;03/2001;130.389;42.042;89.252;41.811;41.138;572;41.138;46,66%;0,66%;2;0
SANTOS CORRETORA DE CAMBIO E VALORES S/A;61658811;n2;;I;2;SAO PAULO;SP;03/2001;130.239;0;107.992;0;22.247;810;22.247;165,05%;13,42%;2;0
COOPERATIVA CENTRAL DE CREDITO DO PARANA;80230774;b3C;;I;2;CURITIBA;PR;03/2001;129.422;4.858;120.805;117.752;8.617;46;0;NI%;32,55%;0;0
CCR COOPERCITRUS - CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;03/2001;128.876;94.939;87.926;85.287;40.950;1.383;0;NI%;14,57%;0;11
BANCO PECUNIA S.A.;60850229;b1;;I;2;SAO PAULO;SP;03/2001;127.983;92.815;103.275;84.226;24.708;1.024;24.708;16,11%;12,34%;1;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;;I;2;SAO PAULO;SP;03/2001;126.453;114.652;41.088;19.038;85.365;7.790;85.365;64,21%;3,05%;1;0
BANCO CREDIBEL S.A.;69141539;b1;;I;2;SAO PAULO;SP;03/2001;125.521;46.378;79.148;60.927;46.373;-1.879;46.373;62,38%;31,83%;4;3
CCCR DO ESTADO DE SAO PAULO - SICOOB - SP - COCECRER;63917579;b3C;;I;2;SAO PAULO;SP;03/2001;121.784;17.293;104.706;102.945;17.079;222;0;NI%;18,35%;0;0
CM CAPITAL MARKETS DISTRIB DE TITULOS E VAL MOBILIARIOS LTDA;2685483;n2;;I;3;SAO PAULO;SP;03/2001;119.670;0;109.263;102.766;10.407;322;10.407;63,87%;28,16%;1;0
AGENCIA DE FOMENTO DO PARANA S.A.;3584906;n1;;I;1;CURITIBA;PR;03/2001;117.490;1.752;1.288;0;116.202;2.252;0;NI%;0,00%;1;0
CATERPILLAR;51231;n1;;C;3;SAO PAULO;SP;03/2001;117.228;106.811;80.266;65.427;36.962;207;36.962;27,48%;2,47%;2;0
MORADA - LEASING S.A. ARRENDAMENTO MERCANTIL;43717511;b1;;I;2;RIO DE JANEIRO;RJ;03/2001;113.666;65.839;85.509;80.588;28.157;775;28.157;23,02%;68,81%;11;0
BMW LEASING DO BRASIL S.A. - ARRENDAMENTO MERCANTIL;60872983;n1;;I;3;SAO CAETANO DO SUL;SP;03/2001;113.375;50.719;104.152;42.028;9.223;83;9.223;14,62%;1,39%;2;0
BANCO ROYAL DE INVESTIMENTO S.A.;21594726;b2;;I;2;SAO PAULO;SP;03/2001;108.547;86.023;94.365;92.843;14.182;-335;14.182;19,70%;33,86%;2;0
BANCO SANTOS NEVES S.A.;28157204;b1;;I;2;VITORIA;ES;03/2001;108.496;77.822;91.530;89.708;16.966;-983;16.966;18,14%;58,45%;3;2
BANCO PSA FINANCE BRASIL S.A.;3502961;b2;;I;3;SAO PAULO;SP;03/2001;104.216;98.544;83.259;82.086;20.957;208;20.957;17,57%;2,95%;2;0
