Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2016;694.071.917;140.297.684;459.231.050;28.835.636;0;10;50.524.654;0;0;647.388;4.145.707;0;2;9.067.419;1.322.367;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2016;635.309.034;362.280.046;61.245.854;18.334.372;202.038;48.082;106.929.655;0;40.847.446;2.169.653;242.139;0;0;3.599.633;1.631.386;37.778.730
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2016;538.200.760;223.885.780;46.418.929;9.915.390;1.019.799;4.637.077;26.849.884;160.709;782.216;479.855;144.970;0;0;5.835;5.819.894;218.080.420
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2016;439.331.540;195.390.809;55.696.401;27.541.802;16.191;11.923.364;42.290.825;234.550;415.367;3.539.583;0;0;9.049;0;7.263.282;95.010.318
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;12/2016;342.672.044;67.456.264;425;227.260.029;7.759.963;13.571.039;3.240.839;13.199.723;0;16.635;10.167.128;0;0;0;0;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2016;255.590.636;153.596.926;44.788.466;6.387.768;7.977;206.536;20.091.406;1.003.129;0;152.117;613.872;0;3.426;10.131;1.842.807;26.886.076
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2016;51.965.714;23.321.022;535.219;2.353.377;0;1.610.665;13.844.350;293.612;0;118.038;481;0;13.150;0;36.892;9.838.907
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2016;47.203.907;37.770.476;11.359;1.077.134;61.955;1.661.227;4.695.407;105.606;0;0;91.253;0;0;0;243.568;1.485.922
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;12/2016;29.164.206;17.819.215;5.578.804;286.432;0;1.023.549;3.839.775;0;0;44.932;0;0;0;156.467;260.894;154.139
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2016;19.746.972;13.606.156;1.158.654;467.760;0;794;4.370.264;55.402;0;0;0;0;0;0;87.943;0
