Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;S1;C;1;BRASILIA;DF;03/2018;12.907.089;422.593.533;145.025.380;573.029.717;-33.727.891;539.301.826;223.085;287.582;159.636;-15.432;654.870;185.737.958;78.512.202;36.397.194;1.421.130.054;159.636;1.420.970.417
ITAU;10069;b1;S1;C;2;SAO PAULO;SP;03/2018;25.299.254;257.311.032;277.754.642;439.225.662;-32.941.452;406.284.211;6.966.857;2.728.012;1.795.122;-399.077;11.090.914;208.251.748;103.077.272;111.734.461;1.400.803.533;1.795.122;1.399.008.411
CAIXA ECONOMICA FEDERAL;360305;b1;S1;I;1;BRASILIA;DF;03/2018;9.328.435;170.346.333;187.210.377;690.208.025;-36.722.485;653.485.540;0;0;0;0;0;81.348.002;157.043.069;13.709.181;1.272.470.937;0;1.272.470.937
BRADESCO;10045;b1;S1;C;2;OSASCO;SP;03/2018;17.617.485;140.656.872;290.743.501;323.572.269;-33.717.736;289.854.533;43.992;3.685.357;1.614.879;-127.992;5.216.237;168.995.412;76.583.825;84.300.862;1.073.968.727;1.614.879;1.072.353.848
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;S2;I;1;RIO DE JANEIRO;RJ;03/2018;228;107.035.761;108.916.722;296.865.543;-10.700.416;286.165.127;0;0;0;0;0;21.685.738;230.839.953;100.632.557;855.276.086;0;855.276.086
SANTANDER;30379;b1;S1;C;3;SAO PAULO;SP;03/2018;10.647.216;44.264.692;186.850.274;231.156.031;-16.607.142;214.548.888;19.247;4.698.334;2.115.593;-76.346;6.756.828;161.472.885;72.958.430;15.310.471;712.809.685;2.115.593;710.694.091
BTG PACTUAL;49944;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2018;7.179.033;43.009.667;64.463.721;15.491.638;-841.437;14.650.202;0;1.287;0;0;1.287;28.939.744;1.251.848;8.385.711;167.881.213;0;167.881.213
SAFRA;10083;b1;S2;C;2;SAO PAULO;SP;03/2018;795.738;36.455.157;40.822.599;52.870.407;-2.557.197;50.313.209;28.136;1.716.924;836.048;-31.364;2.549.744;11.955.507;5.667.821;4.441.686;153.001.462;836.048;152.165.414
VOTORANTIM;51011;b1;S2;C;2;SAO PAULO;SP;03/2018;159.147;16.356.279;21.722.176;44.271.039;-2.787.042;41.483.997;2.836;259.621;809;-1.310;261.956;12.886.825;439.989;1.054.013;94.364.382;809;94.363.573
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;03/2018;138.650;54.574;10.589.113;0;0;0;0;0;0;0;0;2.983.905;59.409.088;9.655.776;82.831.107;0;82.831.107
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;03/2018;788.760;930.798;20.957.206;29.091.846;-2.670.490;26.421.355;310;91.361;49.679;-5.469;135.880;6.254.114;13.191.846;2.544.146;71.224.105;49.679;71.174.427
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;03/2018;1.178.846;15.579.117;22.801.998;7.247.005;-147.777;7.099.228;2.116;47.943;5.859;-2.070;53.848;18.236.897;2.970.346;306.168;68.226.447;5.859;68.220.588
REDECARD S.A.;1425787;n4;;I;2;SAO PAULO;SP;03/2018;9.529;9.799.286;461.183;0;0;0;0;0;0;0;0;789.545;47.527.772;2.218.218;60.805.533;0;60.805.533
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;03/2018;127.373;14.451.175;28.139.323;9.684.268;-910.135;8.774.132;0;0;0;0;0;4.165.134;752.347;178.187;56.587.671;0;56.587.671
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;03/2018;46.132;14.466.425;12.301.133;3.528.207;-38.341;3.489.866;0;0;0;0;0;2.700.348;11.760.302;188.233;44.952.440;0;44.952.440
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;03/2018;61.975;13.704.273;6.352.435;8.826.991;-2.199;8.824.791;0;0;0;0;0;1.570.991;13.551.450;189.175;44.255.090;0;44.255.090
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;03/2018;52.658;5.287.433;8.155.813;11.360.733;-451.772;10.908.961;0;0;0;0;0;16.229.255;489.935;530.726;41.654.779;0;41.654.779
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;03/2018;144.493;20.870.660;10.602.943;935.329;-2.431;932.897;0;0;0;0;0;7.782.347;34.609;109.794;40.477.744;0;40.477.744
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;03/2018;30.914;4.897.921;3.181.047;912.056;-12.427;899.630;0;0;0;0;0;28.945.801;19.870;61.217;38.036.399;0;38.036.399
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;03/2018;2.764.812;11.818.165;9.051.013;3.484.230;-347.734;3.136.496;0;0;0;0;0;7.232.069;22.916;262.081;34.287.553;0;34.287.553
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;03/2018;21.416;5.544.791;8.230.664;10.833.762;-237.656;10.596.107;0;0;0;0;0;3.495.343;325.529;148.848;28.362.698;0;28.362.698
PAN;31323;b1;S3;C;2;SAO PAULO;SP;03/2018;3.376;677.202;2.153.266;18.033.318;-1.192.932;16.840.387;9;1.011;855;-84;1.791;5.677.446;505.678;806.996;26.666.141;855;26.665.286
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;03/2018;117.691;4.655.637;1.766.861;11.898.619;-768.819;11.129.799;18.290;620.746;68.736;-11.150;696.622;5.230.210;373.806;863.589;24.834.215;68.736;24.765.478
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;03/2018;42.795;2.530.166;2.026.325;15.448.953;-843.169;14.605.784;0;0;0;0;0;4.808.740;836;19.921;24.034.567;0;24.034.567
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;03/2018;81.965;10.880.957;8.142.660;705.119;-848;704.272;0;0;0;0;0;1.382.138;714.790;49.856;21.956.637;0;21.956.637
GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.;10440482;n4;;I;2;SAO PAULO;SP;03/2018;46.719;0;1.368.396;0;0;0;0;0;0;0;0;277.429;18.698.234;1.059.397;21.450.175;0;21.450.175
