Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;03/2016;686.515.696;324.137.583;80.476.324;77.092.176;29.531.656;119.783.842;2.001.777;53.492.338
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;03/2016;678.744.050;338.642.567;79.939.592;105.707.528;27.814.527;124.948.079;1.691.757;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;03/2016;497.074.666;210.016.584;19.975.311;39.683.846;10.608.802;44.084.228;7.033.949;165.671.946
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;03/2016;409.647.334;170.601.447;24.480.313;43.360.072;14.161.275;43.097.817;6.324.996;107.621.414
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;03/2016;378.373.565;231.587.725;34.756.395;43.800.474;6.345.055;28.955.183;32.928.733;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;03/2016;247.454.430;143.527.936;14.422.559;21.280.477;5.331.222;30.979.910;1.918.782;29.993.545
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;03/2016;67.258.551;31.551.611;5.371.039;4.910.549;1.886.032;13.536.929;1.248.942;8.753.450
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;03/2016;58.999.956;4.982.037;2.801.680;309.061;30.573;386.410;6;50.490.190
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;03/2016;48.811.678;24.037.493;3.681.406;7.346.339;1.679.374;9.380.284;330.458;2.356.323
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;03/2016;45.268.717;22.662.988;2.787.807;3.381.996;917.291;5.845.964;702.120;8.970.552
