Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BANCO DO BRASIL S.A.;0;BB;49906;;b1;1;1;BRASILIA;DF;03/2007;4.875.375;41.773.200;69.005.022;116.616.128;-8.675.332;107.940.796;11.405;103.225;1.311;-7;115.933;44.164.722;30.857.233;10.013.935;308.746.217;1.311;308.744.906
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;;b1;2;8;OSASCO;SP;03/2007;4.152.394;50.655.178;51.313.045;65.614.525;-5.456.215;60.158.310;0;0;0;0;0;26.122.355;21.612.590;37.002.992;251.016.862;0;251.016.862
BANCO ITAÚ S.A.;60701190;ITAU;10069;;b1;2;8;SAO PAULO;SP;03/2007;3.032.793;61.339.985;50.502.808;36.071.400;-5.077.386;30.994.014;560.125;1.213.060;673.336;-25.064;2.421.456;32.832.774;18.260.677;41.199.591;240.584.098;673.336;239.910.762
CAIXA ECONOMICA FEDERAL;360305;;;;b1;1;6;BRASILIA;DF;03/2007;1.494.441;12.588.352;106.764.824;47.598.157;-4.662.253;42.935.905;0;0;0;0;0;8.430.579;44.789.675;2.505.738;219.509.515;0;219.509.515
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;;b4;1;4;RIO DE JANEIRO;RJ;03/2007;6.134;30.741;14.144.061;70.126.221;-3.163.711;66.962.510;0;0;0;0;0;3.636.916;82.457.550;18.493.804;185.731.715;0;185.731.715
BANCO ABN AMRO REAL S.A.;33066408;ABN AMRO;10076;;b1;3;8;SAO PAULO;SP;03/2007;1.422.006;9.254.926;25.379.826;39.947.335;-1.924.439;38.022.896;0;0;0;0;0;37.056.339;8.891.655;12.095.577;132.123.226;0;132.123.226
UNIBANCO-UNIAO DE BANCOS BRASILEIROS S.A.;33700394;UNIBANCO;10100;;b1;2;8;SAO PAULO;SP;03/2007;1.612.449;18.654.594;28.606.583;29.930.243;-1.551.793;28.378.451;81.900;0;0;-410;81.490;12.992.624;6.578.271;12.964.510;109.868.971;0;109.868.971
BANCO SANTANDER BANESPA S.A.;90400888;SANTANDER BANESPA;30379;;b1;3;8;SAO PAULO;SP;03/2007;959.420;14.491.422;24.624.225;31.106.123;-1.650.142;29.455.982;0;0;0;0;0;18.052.503;6.035.038;3.050.051;96.668.640;0;96.668.640
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM;51011;;b1;2;8;SAO PAULO;SP;03/2007;3.454;26.835.605;25.125.893;5.888.212;-63.647;5.824.564;0;0;0;0;0;3.204.755;1.174.782;3.020.882;65.189.934;0;65.189.934
BANCO SAFRA S.A.;58160789;SAFRA;10083;;b1;2;8;SAO PAULO;SP;03/2007;397.238;2.712.505;34.902.209;17.553.921;-578.616;16.975.305;-2;15.737;4.742;-49;20.428;4.973.158;1.761.656;3.361.907;65.104.407;4.742;65.099.665
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;;b1;3;8;CURITIBA;PR;03/2007;919.859;9.461.856;12.342.211;21.864.842;-1.493.127;20.371.715;12.055;1.309.998;337.776;-15.487;1.644.341;10.444.212;6.486.888;2.828.293;64.499.375;337.776;64.161.599
BANCO ITAÚ BBA S.A.;17298092;ITAU;10069;;b1;2;8;SAO PAULO;SP;03/2007;45.184;27.367.268;11.865.633;13.123.703;-197.670;12.926.033;0;0;0;0;0;4.562.957;42.392;4.005.568;60.815.035;0;60.815.035
BANCO NOSSA CAIXA S.A.;43073394;;;;b1;1;8;SAO PAULO;SP;03/2007;322.418;325.025;26.348.587;7.551.965;-784.224;6.767.742;0;0;0;0;0;1.307.760;7.336.877;503.542;42.911.951;0;42.911.951
BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;47509120;BRADESCO;10045;;n1;2;19;OSASCO;SP;03/2007;88;28.976.337;972.584;0;0;0;70.552;3.453.054;948.940;-106.229;4.366.317;821.306;8.356;141.443;35.286.430;948.940;34.337.491
BANCO CITIBANK S.A.;33479023;CITIBANK;30403;;b1;3;8;SAO PAULO;SP;03/2007;241.579;6.102.637;10.874.044;4.971.265;-179.709;4.791.556;0;0;0;0;0;7.166.237;1.407.820;1.397.518;31.981.391;0;31.981.391
BANCO ITAUCARD S.A.;17192451;ITAU;10069;;b2;2;8;SAO PAULO;SP;03/2007;65.759;16.194;160.288;1.347.690;-358.878;988.812;131.783;7.762.630;2.992.174;-62.040;10.824.547;3.796.194;39.962;18.126.363;34.018.118;2.992.174;31.025.944
CIA ITAULEASING DE ARRENDAMENTO MERCANTIL;49925225;ITAU;10069;;n1;2;19;SAO PAULO;SP;03/2007;33.215;8.094.854;180.512;0;0;0;358.425;20.639.080;9.880.572;-367.221;30.510.855;727.105;289.893;295.960;40.132.394;9.880.572;30.251.822
BANCO ITAÚ HOLDING FINANCEIRA S.A.;60872504;ITAU;10069;;b1;2;8;SAO PAULO;SP;03/2007;3;861.631;42.378;0;0;0;0;0;0;0;0;925.306;7.093;27.113.102;28.949.512;0;28.949.512
BANCO BNP PARIBAS BRASIL S.A.;1522368;BNP PARIBAS;51516;;b1;3;8;SAO PAULO;SP;03/2007;4.623;4.396.214;3.485.755;744.210;-118;744.091;1.635;3.084;40;0;4.759;18.113.904;5.056;36.152;26.790.555;40;26.790.515
BANCO FINASA S.A.;57561615;BRADESCO;10045;;b1;2;8;OSASCO;SP;03/2007;60;561.129;17.901;17.807.845;-965.306;16.842.540;12.570;2.249.142;804.949;-69.419;2.997.243;767.383;831.126;2.158.538;24.175.920;804.949;23.370.971
ITAUBANK LEASING S.A. - ARRENDAMENTO MERCANTIL;43443464;ITAU;10069;;n1;2;19;SAO PAULO;SP;03/2007;5.843;21.131.725;40.538;0;0;0;21.894;515.201;88.047;-11.846;613.296;337.057;349;62.504;22.191.312;88.047;22.103.266
BFB LEASING S.A. ARRENDAMENTO MERCANTIL;43425008;ITAU;10069;;n1;2;19;SAO PAULO;SP;03/2007;85;19.184.130;75.177;0;0;0;0;0;0;0;0;119.741;4.920;15;19.384.068;0;19.384.068
BANCO BBM S/A;15114366;BBM;30207;;b1;2;8;SALVADOR;BA;03/2007;3.949;1.479.245;6.370.784;1.737.061;-25.546;1.711.515;2.355;60.966;0;-317;63.004;8.972.537;67.959;674.745;19.343.738;0;19.343.738
BANCO UBS PACTUAL S.A.;30306294;UBS PACTUAL;49944;;b1;3;8;RIO DE JANEIRO;RJ;03/2007;12.713;4.252.951;6.105.424;768.165;-15.102;753.063;0;0;0;0;0;5.980.451;129.406;616.329;17.850.338;0;17.850.338
DIBENS LEASING S.A. ARRENDAMENTO MERCANTIL;65654303;UNIBANCO;10100;;n1;2;19;SAO PAULO;SP;03/2007;5;13.260.208;46.600;0;0;0;9.163;3.657.124;1.235.312;-48.574;4.853.025;521.292;11.526;20.167;18.712.823;1.235.312;17.477.511
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL;30173;;b1;1;8;PORTO ALEGRE;RS;03/2007;184.411;1.968.608;4.637.927;6.264.520;-833.650;5.430.870;105;64.924;28.439;-3.244;90.224;1.154.495;2.472.046;475.531;16.414.112;28.439;16.385.672
BANCO SUDAMERIS BRASIL S.A.;60942638;ABN AMRO;10076;;b1;3;8;SAO PAULO;SP;03/2007;328.496;3.004.238;764.306;6.103.193;-503.020;5.600.173;0;0;0;0;0;1.565.273;1.221.436;2.522.945;15.006.866;0;15.006.866
BV LEASING - ARRENDAMENTO MERCANTIL S.A.;1858774;VOTORANTIM;51011;;n1;2;19;SAO PAULO;SP;03/2007;635;13.367.673;245;0;0;0;8.715;65.974;27.157;-8.926;92.920;6.383;5.227;2.602;13.475.685;27.157;13.448.528
SAFRA LEASING S/A ARRENDAMENTO MERCANTIL;62063177;SAFRA;10083;;n1;2;19;SAO PAULO;SP;03/2007;367;5.169.119;345.896;0;0;0;58.271;7.629.741;3.449.058;-249.449;10.887.621;219.688;2.644;72.831;16.698.165;3.449.058;13.249.107
BV FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1149953;VOTORANTIM;51011;;n1;2;14;SAO PAULO;SP;03/2007;19.718;378.165;112.480;11.608.723;-416.573;11.192.150;0;0;0;0;0;531.663;556.017;51.555;12.841.749;0;12.841.749
BANCO DO NORDESTE DO BRASIL S.A.;7237373;;;;b1;1;8;FORTALEZA;CE;03/2007;50.744;878.040;6.794.458;3.819.500;-288.487;3.531.013;0;0;0;0;0;786.751;228.952;185.135;12.455.093;0;12.455.093
BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;33987793;CREDIT SUISSE;30771;;b2;3;13;SAO PAULO;SP;03/2007;6.544;4.541.843;1.940.634;651.665;-3.258;648.407;0;0;0;0;0;4.051.927;704;732.491;11.922.548;0;11.922.548
BANCO J.P. MORGAN S.A.;33172537;JP MORGAN CHASE;20107;;b1;3;8;SAO PAULO;SP;03/2007;5.333;3.356.483;4.735.525;196.321;-195;196.126;0;-111;0;0;-111;1.937.037;10.899;184.444;10.425.736;0;10.425.736
BANCO BANESTADO S.A.;76492172;ITAU;10069;;b1;2;8;SAO PAULO;SP;03/2007;2;7.701.001;1.073.077;0;0;0;0;0;0;0;0;691.566;0;864.497;10.330.142;0;10.330.142
BANCO ALFA DE INVESTIMENTO S.A.;60770336;ALFA;51293;;b2;2;13;SAO PAULO;SP;03/2007;1.374;1.328.055;4.996.473;2.352.711;-26.383;2.326.328;0;0;0;0;0;566.035;175.719;400.038;9.794.022;0;9.794.022
BANCO FIBRA S.A.;58616418;FIBRA;49951;;b1;2;8;SAO PAULO;SP;03/2007;16.516;3.384.327;3.107.779;2.434.544;-66.697;2.367.846;0;17.653;17.309;-2;34.960;529.456;96.572;190.294;9.727.750;17.309;9.710.441
ABN AMRO ARRENDAMENTO MERCANTIL S.A.;34033779;ABN AMRO;10076;;n1;3;19;SAO PAULO;SP;03/2007;2.069;7.949.094;2.270;0;0;0;18.977;1.485.441;376.473;-39.257;1.841.633;131.223;8.461;24.860;9.959.610;376.473;9.583.137
BANCO INDUSTRIAL E COMERCIAL S.A.;7450604;BIC;32119;;b1;2;8;SAO PAULO;SP;03/2007;25.433;103.429;2.195.643;3.947.062;-93.710;3.853.352;0;0;0;0;0;1.213.439;276.182;156.931;7.824.408;0;7.824.408
DEUTSCHE BANK S.A.BANCO ALEMAO;62331228;DEUTSCHE;51183;;b1;3;8;SAO PAULO;SP;03/2007;1.156;243.939;2.534.342;215.720;0;215.720;0;0;0;0;0;4.073.198;17.861;263.191;7.349.406;0;7.349.406
CITIBANK N.A.;33042953;CITIBANK;30403;;b1;3;28;SAO PAULO;SP;03/2007;977;704.431;1.160.595;1.314.990;-13.434;1.301.556;0;0;0;0;0;196.563;3.650.538;42.615;7.057.274;0;7.057.274
ING BANK N.V.;49336860;ING;51073;;b1;3;28;SAO PAULO;SP;03/2007;188;2.040.903;984.697;219.002;0;219.002;0;0;0;0;0;3.547.638;1.007;12.411;6.805.845;0;6.805.845
BANCO ALVORADA S.A.;33870163;BRADESCO;10045;;b1;2;8;OSASCO;SP;03/2007;321;4.331.451;176.177;0;0;0;0;0;0;0;0;1.101.179;2.176;507.292;6.118.595;0;6.118.595
BANCO VOLKSWAGEN S.A.;59109165;VOLKSWAGEN;30764;;b2;3;8;SAO PAULO;SP;03/2007;3.495;0;0;5.750.539;-317.225;5.433.314;0;0;0;0;0;319.216;15.509;66.573;5.838.108;0;5.838.108
BANCO DA AMAZONIA S.A.;4902979;;;;b1;1;2;BELEM;PA;03/2007;35.054;238.038;2.875.146;1.175.183;-76.746;1.098.437;0;0;0;0;0;754.158;158.795;282.247;5.441.874;0;5.441.874
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;28127603;BANESTES;30159;;b1;1;8;VITORIA;ES;03/2007;74.739;1.867.163;971.905;1.120.018;-115.978;1.004.040;525;123.914;43.033;-4.354;163.118;400.899;874.705;107.967;5.464.538;43.033;5.421.505
BANCO MERCANTIL DO BRASIL S.A.;17184037;MERCANTIL DO BRASIL;20152;;b1;2;8;BELO HORIZONTE;MG;03/2007;48.034;1.114.757;268.149;2.549.408;-179.887;2.369.521;0;0;0;0;0;550.655;389.747;346.211;5.087.073;0;5.087.073
