Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2019;672.894.517;340.337.747;87.346.327;96.984.346;80.298.439;29.548.372;9.845.190;9.396.971;3.012.779;16.124.344;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2019;615.308.167;271.604.921;66.158.269;135.764.455;55.862.850;10.151.742;8.045.442;9.206.707;3.376.447;18.994.635;36.142.699
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2019;612.910.624;132.229.790;148.783.970;22.549.438;17.350.433;7.531.545;4.604.343;3.822.202;3.941.089;11.450.498;260.647.317
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2019;487.080.447;128.021.264;146.006.660;36.178.394;41.221.945;7.102.631;4.936.741;4.808.073;4.615.371;15.531.569;98.657.798
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2019;316.674.753;103.960.583;103.410.053;26.924.333;25.762.783;11.708.736;3.798.507;3.279.320;2.094.111;9.400.844;26.335.483
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2019;276.741.323;39.302.719;93.418.367;94.613.723;30.047.000;2.890.769;8.097.554;193.685;73.170;8.104.335;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2019;70.262.837;31.885.855;20.248.796;4.864.265;1.675.807;430.547;872.991;106.895;113.715;992.760;9.071.205
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2019;52.157.599;3.245.920;22.768.453;10.052.628;9.103.143;1.440.434;605.459;512.480;1.526.811;1.531.080;1.371.190
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2019;33.724.355;3.421.545;17.070.160;6.935.987;1.860.279;1.232.984;655.636;511.844;387.650;1.533.047;115.221
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;06/2019;22.844.141;1.348.592;4.898.555;3.027.977;678.702;472.492;1.114.217;334.089;105.574;153.054;10.710.889
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;06/2019;22.229.751;0;18.928.955;756.208;582.929;358.954;195.281;283.993;198.500;924.930;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;06/2019;21.524.332;3.588.364;3.572.277;11.582.106;967.092;826.630;382.389;395.238;0;210.236;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;06/2019;19.659.129;1.489.882;6.285.626;7.074.394;2.446.564;433.231;85.778;222.347;27.514;644.953;948.840
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;06/2019;16.785.605;4.529.919;9.881.072;1.341.691;236.116;238.497;54.522;184.714;52.499;266.576;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;06/2019;15.601.295;1.241.177;9.297.494;2.619.725;1.356.643;490.832;146.782;163.359;37.226;248.057;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;06/2019;13.633.293;1.386.805;3.968.422;4.291.729;1.342.025;317.531;253.683;42.655;59.019;59.665;1.911.757
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;06/2019;13.408.428;6.497.278;5.145.392;881.558;338.249;295.431;16.322;20.869;56.935;156.395;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;06/2019;10.782.851;10.392.834;362.211;19.819;6.785;762;79;110;71;180;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;06/2019;10.738.097;5.783.329;3.142.439;1.288.155;408.517;62.512;12.938;678;813;38.717;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;06/2019;10.595.204;430.150;6.627.370;2.028.816;724.258;245.945;238.992;59.557;135.661;104.455;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;06/2019;10.549.801;3.371.612;4.917.327;743.505;579.472;187.318;56.009;177.264;40.550;476.744;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;06/2019;10.015.592;33.626;7.223.888;940.275;1.446.036;189.385;44.078;28.564;20.466;89.274;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;06/2019;9.519.613;0;8.220.944;195.016;91.506;89.411;106.295;66.267;37.351;329.559;383.264
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;06/2019;9.092.422;4.453.348;2.706.244;786.109;581.074;156.622;40.574;34.267;55.932;278.251;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;06/2019;8.674.420;1.116.689;2.945.733;2.119.185;1.402.907;661.885;111.344;17.344;40.150;259.184;0
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;;41;SAO PAULO;SP;06/2019;8.450.172;0;7.703.938;125.126;133.410;74.068;59.397;61.675;53.347;239.210;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;06/2019;8.429.570;0;6.702.362;210.952;168.945;214.938;208.672;158.781;130.335;634.585;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;06/2019;8.219.185;371.626;5.800.373;1.204.209;596.813;182.974;43.193;4.446;4.238;11.314;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;06/2019;8.161.390;596.124;2.798.932;979.946;156.274;44.405;43.638;90.148;60.215;228.963;3.162.745
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;06/2019;7.962.589;1.686.716;4.762.597;998.237;443.054;19.214;18.204;9.867;4.622;20.078;0
JOHN DEERE;50.071;b1;C;3;S3;199;INDAIATUBA;SP;06/2019;7.423.881;771.010;2.148.299;2.404.733;1.683.496;150.534;84.746;22.568;23.125;135.370;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;06/2019;6.719.718;246.850;4.442.795;1.032.869;882.232;77.845;12.544;5.644;4.816;14.123;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;06/2019;6.622.218;804.293;4.288.515;404.120;386.613;53.900;157.052;10.035;24.797;75.220;417.673
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;06/2019;6.535.319;109.121;5.367.316;116.386;380.027;136.141;70.087;62.015;46.658;247.569;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;06/2019;5.379.292;0;3.558.272;1.217.166;462.030;27.144;20.350;12.225;20.266;61.840;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;06/2019;5.260.398;540.586;3.171.031;343.851;133.598;219.526;188.898;173.512;64.509;389.771;35.117
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;06/2019;5.205.901;0;3.313.128;1.589.912;175.603;126.571;130;13;526;18;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;06/2019;4.755.451;1.916.340;843.338;719.257;389.363;375.072;89.742;24.852;27.574;369.912;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;06/2019;4.468.350;0;4.253.294;15.218;31.702;26.303;14.102;19.719;16.594;91.419;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;06/2019;4.281.117;0;2.726.577;159.752;182.721;157.304;139.751;137.907;130.790;646.314;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;06/2019;4.211.992;1.961.882;175.925;1.957.484;38.262;0;78.440;0;0;0;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;06/2019;4.198.884;1.962.374;1.067.364;476.329;176.931;134.272;91.628;57.181;60.343;172.464;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;06/2019;4.153.155;849.007;1.363.362;651.936;95.978;3.251;27.461;10.216;13.837;276;1.137.832
INTER;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;06/2019;3.893.921;548.430;2.853.202;196.462;124.021;52.383;23.779;22.153;16.042;57.450;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;06/2019;3.853.106;94;1.712.697;324.752;1.436.162;148.603;59.563;35.408;27.234;108.594;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;06/2019;3.783.313;416.732;1.430.279;1.199.046;499.670;191.422;10.311;10.841;1.607;23.405;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;06/2019;3.440.430;955;2.392.015;797.649;163.858;35.133;29.821;6.267;156;10.719;3.857
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;06/2019;3.299.641;224.731;1.133.369;1.109.533;275.722;202.087;45.171;26.288;40.576;242.164;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;06/2019;3.245.760;174.460;2.528.733;79.191;0;5.796;49.313;0;0;131.064;277.203
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;06/2019;3.228.739;275.217;533.035;1.104.202;609.170;143.725;133.078;93.117;199.732;54.877;82.585
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;06/2019;3.187.794;788.877;451.464;974.339;51.340;142.077;9.526;16.558;104.749;22.047;626.818
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;06/2019;3.185.461;106.709;1.015.362;1.913.379;130.342;12.799;868;4.272;814;915;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;06/2019;3.180.163;0;2.874.871;67.751;41.060;21.669;32.883;13.072;95.587;33.270;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;06/2019;3.071.088;270.603;1.355.518;835.290;239.724;128.483;97.820;36.777;12.963;93.911;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;06/2019;2.934.249;0;1.860.683;512.748;232.706;102.282;55.599;45.628;34.844;89.759;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;06/2019;2.933.102;0;1.852.826;165.599;151.862;137.040;104.449;110.498;94.600;316.228;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;06/2019;2.740.089;31;630.300;899.139;465.076;230.609;71.530;60.429;48.377;334.599;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;06/2019;2.545.877;65.296;1.064.978;721.369;374.154;143.267;88.858;24.089;9.629;54.235;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;06/2019;2.443.051;908.489;1.150.319;146.206;50.809;14.591;26.115;3.760;2.298;17.174;123.291
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;06/2019;2.432.829;394.438;1.039.165;604.966;262.215;52.076;20.506;6.067;22.380;31.016;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;06/2019;2.373.148;15;1.010.586;138.439;158.061;306.148;105.003;147.984;72.777;434.137;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;06/2019;2.343.047;0;1.776.617;142.452;85.378;70.258;44.862;42.551;32.882;148.047;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;06/2019;2.206.903;1.332.307;727.860;52.187;0;94.549;0;0;0;0;0
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;06/2019;2.206.651;2.206.651;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;S4;9;MARINGA;PR;06/2019;2.163.312;153;1.096.022;614.718;255.074;85.003;28.499;19.490;14.794;49.560;0
BANCO IBM S.A.;34.270.520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;06/2019;2.140.007;1.457.149;325.728;107.059;157.377;555;16.442;1.438;56.988;17.271;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;06/2019;2.061.123;409.944;649.833;468.549;195.907;76.715;43.706;12.092;16.427;187.951;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;06/2019;1.963.218;466;650.502;786.086;289.271;94.375;39.615;31.591;15.884;55.428;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;S4;9;MEDIANEIRA;PR;06/2019;1.903.995;206;737.575;739.227;262.681;87.743;23.376;10.540;11.989;30.658;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;06/2019;1.876.113;322.865;902.336;194.098;239.441;43.848;23.260;27.057;23.955;99.253;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;8;SAO PAULO;SP;06/2019;1.871.856;1.736.959;16.258;0;0;0;0;0;118.640;0;0
AGIBANK;51.956;b1;C;2;S4;199;PORTO ALEGRE;RS;06/2019;1.831.466;0;971.738;75.268;73.132;60.506;56.494;68.810;61.755;463.764;0
BANCO MUFG BRASIL S.A.;60.498.557;b1;I;3;S3;8;SAO PAULO;SP;06/2019;1.721.036;1.573.507;0;140.693;1.028;5.808;0;0;0;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;S5;9;BRASILIA;DF;06/2019;1.683.616;85.326;1.080.150;195.928;118.316;81.759;34.099;17.890;18.437;51.712;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;06/2019;1.682.679;325.458;913.169;262.575;79.668;42.652;11.484;16.770;17.615;13.288;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;8;SAO PAULO;SP;06/2019;1.650.763;1.529.345;27.190;90.826;0;0;0;0;0;3.402;0
MIZUHO;51.554;b1;I;3;S4;199;SAO PAULO;SP;06/2019;1.643.236;1.115.422;2.225;0;0;0;0;0;0;0;525.589
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;06/2019;1.619.865;936.702;363.391;97.725;53.136;11.928;85.347;3.124;2.448;66.064;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;06/2019;1.604.336;500.829;629.748;421.895;21.573;62;4.070;4.498;47;21.614;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;S4;9;PALOTINA;PR;06/2019;1.599.100;301;638.708;617.390;197.674;65.143;17.658;9.113;19.570;33.543;0
BMW;51.420;n1;C;3;S4;197;SAO PAULO;SP;06/2019;1.587.069;26.868;676.843;578.613;240.475;45.440;8.295;1.866;1.110;7.559;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;8;SAO PAULO;SP;06/2019;1.538.966;374.500;787.192;247.897;0;76.212;0;0;0;53.165;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;S5;9;GOIANIA;GO;06/2019;1.484.021;114.080;525.929;402.275;207.561;70.855;49.215;36.886;46.566;30.654;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;S5;9;CHAPECO;SC;06/2019;1.466.677;43.831;428.750;474.715;293.894;84.930;44.029;24.867;9.022;62.641;0
