Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2019;673.934.748;107.354.120;502.275.850;25.260.195;0;0;22;23.090.212;0;0;360.371;4.423.629;0;0;11.155.081;15.268;0
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2019;653.319.683;269.103.271;49.095.725;4.291.132;2.681.755;534.458;13.386.075;26.234.260;2.282;121.786;102.634;48.770;0;0;5.449;129.502;287.582.583
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2019;618.136.004;383.080.756;62.536.857;12.357.178;6.136.935;47.353;6.053;70.950.896;0;40.020.842;1.701.723;170.358;0;0;3.044.515;24.069;38.058.468
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2019;514.484.875;269.215.130;58.635.566;6.360.764;4.596.984;15.885;19.373.944;42.539.588;942.416;0;1.644.618;96.440;0;432.315;0;77.105;110.554.118
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2019;330.124.214;228.222.917;46.042.331;3.816.379;1.389.709;0;79.549;16.834.301;710.497;0;575.217;138.906;0;780;649.755;41.267;31.622.606
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2019;274.507.222;42.789.622;40.894;177.851.363;28.133.266;3.273.048;6.304.801;0;7.812.801;0;25.261;8.276.166;0;0;0;0;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2019;72.818.247;44.147.085;302.506;739.789;753.590;0;2.353;17.879.627;182.247;0;18.138;73;0;1.201;0;1.223;8.790.415
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2019;53.092.690;46.049.252;839.213;309.436;111.206;60.764;636.848;3.747.981;29.208;0;0;57.224;0;0;192.353;2.478;1.056.729
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2019;34.204.021;25.381.527;5.487.300;159.320;22.474;0;8.680;2.914.466;17.681;0;42.513;0;0;0;48.548;1.913;119.599
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2019;26.033.766;3.888.730;67.429;2.585.692;0;273.777;0;6.924.697;0;0;28.623;124.535;0;0;58.738;0;12.081.543
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;09/2019;23.239.934;22.347.077;181.474;0;0;0;0;344.316;0;0;256.896;52.901;0;0;49.148;8.121;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2019;22.385.142;18.326.380;0;192.616;66.651;0;0;3.798.339;0;0;0;0;0;0;1.157;0;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2019;21.437.906;16.533.289;2.984;0;153.779;0;85.348;2.086.685;372.042;243.408;65;0;0;0;660.599;1.026;1.298.681
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2019;16.811.254;11.104.331;0;601;0;0;4.784.179;911.862;0;0;0;0;0;0;0;10.279;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;09/2019;16.023.435;11.372.302;0;778.325;1.190.606;0;0;2.481.415;12.402;0;0;0;0;0;188.341;44;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;09/2019;14.249.075;4.414.299;0;128.928;209.722;0;0;7.041.407;12.405;0;0;489.737;0;7.411;1.001.534;2;943.630
