Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BANCO ITAÚ S.A.;60701190;ITAU;10069;;b1;2;8;SAO PAULO;SP;09/2009;563.735.747;96.078.802;521.446.022;451.240.734;42.289.725;1.522.105;3.076;733
BANCO DO BRASIL S.A.;0;BB;49906;;b1;1;1;BRASILIA;DF;09/2009;542.821.776;228.030.834;509.160.434;416.872.901;33.661.341;1.978.509;4.390;1.350
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;;b1;2;8;OSASCO;SP;09/2009;480.302.878;128.000.741;441.425.391;386.614.854;38.877.487;1.810.989;3.395;1.196
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;;b4;1;4;RIO DE JANEIRO;RJ;09/2009;360.473.568;144.107.448;333.906.865;197.261.793;26.566.703;2.360.735;4;0
CAIXA ECONOMICA FEDERAL;360305;;;;b1;1;6;BRASILIA;DF;09/2009;341.963.822;113.843.976;329.624.366;292.708.232;12.339.456;869.943;2.081;484
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER;30379;;b1;3;8;SAO PAULO;SP;09/2009;334.973.576;104.807.310;282.855.154;211.620.688;52.118.422;412.432;2.293;1.501
BANCO ITAÚ BBA S.A.;17298092;ITAU;10069;;b1;2;8;SAO PAULO;SP;09/2009;124.385.327;38.108.882;118.242.422;103.461.645;6.142.905;441.852;8;0
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;;b1;3;8;CURITIBA;PR;09/2009;106.568.497;38.271.571;100.775.486;75.383.094;5.793.011;93.204;909;417
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM;51011;;b1;2;8;SAO PAULO;SP;09/2009;95.080.349;15.718.737;88.078.489;60.598.097;7.001.861;92.621;20;0
BFB LEASING S.A. ARRENDAMENTO MERCANTIL;43425008;ITAU;10069;;n1;2;19;SAO PAULO;SP;09/2009;85.699.921;14.473.346;58.741.358;44.784.697;26.958.563;479.904;1;0
BANCO FINASA BMC S.A.;7207996;BRADESCO;10045;;b1;2;8;OSASCO;SP;09/2009;68.294.284;30.354.067;45.220.078;35.508.761;23.074.205;198.979;20;0
DIBENS LEASING S.A. ARRENDAMENTO MERCANTIL;65654303;ITAU;10069;;n1;2;19;SAO PAULO;SP;09/2009;67.619.780;8.216.740;42.420.726;32.838.459;25.199.054;59.918;1;0
ITAÚ UNIBANCO HOLDING S.A.;60872504;ITAU;10069;;b1;2;8;SAO PAULO;SP;09/2009;65.359.873;0;2.703.584;880.795;62.656.290;1.531.458;1;0
BANCO NOSSA CAIXA S.A.;43073394;BB;49906;;b1;1;8;BRASILIA;DF;09/2009;64.998.947;19.307.612;61.930.800;54.642.175;3.068.147;354.286;566;377
BANCO ITAUCARD S.A.;17192451;ITAU;10069;;b2;2;8;SAO PAULO;SP;09/2009;63.813.471;33.008.438;45.241.627;21.439.185;18.571.844;-696.236;1;0
BANCO SAFRA S.A.;58160789;SAFRA;10083;;b1;2;8;SAO PAULO;SP;09/2009;60.900.701;19.672.367;56.232.352;41.631.408;4.668.349;193.062;100;19
BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;47509120;BRADESCO;10045;;n1;2;19;OSASCO;SP;09/2009;53.396.401;7.430.508;50.163.118;46.042.307;3.233.284;75.587;1;0
BANCO ITAULEASING S.A.;49925225;ITAU;10069;;b2;2;8;SAO PAULO;SP;09/2009;46.522.394;13.235.320;24.403.535;11.729.487;22.118.859;293.658;1;0
